TypeID 	Mean Vector 	Cov Matrix
0 	[17.18037983195277, -18.760294150693007, 19.57625223036947, -20.163032148629277, 1.3931857494788105] 	[[34.93314526116105, 0, 53.293853599204724, 0, 3.0736795939419874], [0, 24.74086493841167, 0, 0, 0], [53.293853599204724, 0, 109.69265182772628, 0, 5.4747589190790578], [0, 0, 0, 106.16580712410104, 0], [3.0736795939419874, 0, 5.4747589190790578, 0, 0.3506843987993151]]
1 	[18.06917233971391, -20.95951295161243, 18.051210358424704, -7.374385117717786, 7.051549912287097] 	[[37.955613756312516, 41.98537544281097, 0, 0, 0], [41.98537544281097, 111.33065915033688, 0, 0, 0], [0, 0, 18.09653518391087, 0, 9.6685943175760265], [0, 0, 0, 3.595467224028299, 0], [0, 0, 9.6685943175760265, 0, 7.1810752430672045]]
2 	[4.088776217589537, 4.850223195081604, -10.037321852089155, 13.038245198818721, 0.24440062236689997] 	[[1.0255507736269829, 1.5901753675424133, 3.4326191175587062, 0, 0.078233991863827818], [1.5901753675424133, 4.7613048246761, 8.7541929582363291, 0, 0.16350641961755885], [3.4326191175587062, 8.7541929582363291, 24.270469109483134, 0, 0.4599424467883681], [0, 0, 0, 15.245160838199014, 0], [0.078233991863827818, 0.16350641961755885, 0.4599424467883681, 0, 0.0145330442206356]]
3 	[-6.466880312393775, 16.01960051216914, 6.03772269312439, -4.6084339439020106, -13.7028069564461] 	[[2.199207907499674, 0, 4.7050484670700756, 0, 9.087374364116636], [0, 67.00240406173445, 0, 0, 0], [4.7050484670700756, 0, 11.472145794620562, 0, 19.374778120669596], [0, 0, 0, 7.364570211087385, 0], [9.087374364116636, 0, 19.374778120669596, 0, 55.3691089942109]]
4 	[7.272576408503532, -17.173922323770746, -16.415532759222064, 15.566713095629353, 11.92724322473984] 	[[18.52138293172961, 0, 36.490012703679774, 20.684186749159043, 12.163706974656943], [0, 96.37971240963672, 0, 0, 0], [36.490012703679774, 0, 75.07582091920358, 39.214150548347384, 25.08025905913723], [20.684186749159043, 0, 39.214150548347384, 34.10815540024964, 13.849402700548845], [12.163706974656943, 0, 25.08025905913723, 13.849402700548845, 9.57364637863767]]
5 	[11.862777442533975, -18.386014204121857, -19.0641608166559, 17.347723584107214, -3.2705064306361393] 	[[8.4810956742465, 21.060855734632977, 0, 0, 2.978772052170382], [21.060855734632977, 102.7681305011741, 0, 0, 0], [0, 0, 89.9578515764873, 56.596049220211938, 0], [0, 0, 56.596049220211938, 38.844796602417716, 0], [2.978772052170382, 0, 0, 0, 2.293098035295235]]
6 	[0.8859669648350632, -12.431499692226774, -2.1609804285247307, 14.778861136941927, 13.339122121652558] 	[[0.10231673233801011, 0.88001968475041181, 0, 0, 0], [0.88001968475041181, 12.242312472005162, 0, 0, 0], [0, 0, 0.21723619648993983, 1.0171347213505275, 1.1876063819286009], [0, 0, 1.0171347213505275, 12.492751909171325, 0], [0, 0, 1.1876063819286009, 0, 16.160053467373405]]
7 	[-16.417596557818122, 17.803996673524118, 2.8988390505467656, -19.257928942703323, 8.560286845023612] 	[[33.5185559186014, 0, 4.6080053095620475, 40.922333595232651, 0], [0, 69.50462593887475, 0, 0, 0], [4.6080053095620475, 0, 1.4909503149222103, 8.7596125445843924, 0], [40.922333595232651, 0, 8.7596125445843924, 75.0497913763133, 0], [0, 0, 0, 0, 23.423349808489633]]
8 	[15.22209560861615, 16.363787143419728, -3.246454141356743, -19.236814775487655, -16.90207373450791] 	[[31.524140728900353, 0, 0, 0, 17.007072293153076], [0, 66.57916344601838, 0, 30.314151134158784, 0], [0, 0, 2.360335978073269, 0, 0], [0, 30.314151134158784, 0, 36.87954033042094, 0], [17.007072293153076, 0, 0, 0, 20.664625653441032]]
9 	[-13.688896882146704, 7.721969076540603, -12.919604389023336, -4.365937061010495, -5.553011862837767] 	[[28.378211274050614, 0, 0, 6.9389476532146288, 0], [0, 2.94471441508208, 0, 0, 0], [0, 0, 14.895738124786218, 0, 4.6227266174945818], [6.9389476532146288, 0, 0, 1.8500645272293168, 0], [0, 0, 4.6227266174945818, 0, 3.113260571224701]]
