TypeID 	Mean Vector 	Cov Matrix
0 	[19.330038267832464, 6.996245069945349, 6.823317239297978, -3.327805390389237, -5.851755083101699] 	[[40.340207396917265, 12.356298807738455, 7.0616879428113704, 5.4854098905942736, 3.2937548325584087], [12.356298807738455, 14.782572192839703, 4.4016624141635745, 0, 3.462151674699288], [7.0616879428113704, 4.4016624141635745, 7.147690425741597, 0, 2.6542573245844601], [5.4854098905942736, 0, 0, 3.1745287679405187, 1.2149572682800636], [3.2937548325584087, 3.462151674699288, 2.6542573245844601, 1.2149572682800636, 3.8003903131315404]]
1 	[8.2210036217142, -15.72642969441543, 15.141893638548588, 11.72185836159634, 16.635652442096507] 	[[6.496714446307828, 3.6370093981568941, 7.153974996418591, 2.7845781066978188, 4.7528862534057961], [3.6370093981568941, 29.585889252023623, 0, 8.042430717260693, 10.139471651661134], [7.153974996418591, 0, 23.50136820641335, 5.5472956492519083, 17.660337696413769], [2.7845781066978188, 8.042430717260693, 5.5472956492519083, 7.0030943738750455, 0], [4.7528862534057961, 10.139471651661134, 17.660337696413769, 0, 43.500088522786314]]
2 	[15.287074361069543, -1.668016624934065, -13.996509319523804, -11.803682960192637, 16.2126269082419] 	[[41.35558983986031, 1.084737273151448, 0, 13.606377415637814, 5.6282142811976268], [1.084737273151448, 0.22555311009176265, 0, 0.89590910550733294, 0.82738649923193808], [0, 0, 37.665458461010125, 16.019097989564152, 5.2272761600018942], [13.606377415637814, 0.89590910550733294, 16.019097989564152, 41.14578782125319, 11.510756697559659], [5.6282142811976268, 0.82738649923193808, 5.2272761600018942, 11.510756697559659, 10.746966314937952]]
3 	[0.4258680402353434, -14.88785924347857, 3.92761155482728, -18.23713029542999, -7.039940014473048] 	[[0.041004391530322266, 0.81325659937676664, 0.13880274099438386, 0.97233643252506241, 0.33324130777079131], [0.81325659937676664, 62.96278159506496, 5.5842489068389636, 24.872463212964185, 13.792543068761821], [0.13880274099438386, 5.5842489068389636, 1.4560623215196413, 4.2877243278618646, 1.2353139807090305], [0.97233643252506241, 24.872463212964185, 4.2877243278618646, 104.67467139052266, 9.1568089562216972], [0.33324130777079131, 13.792543068761821, 1.2353139807090305, 9.1568089562216972, 12.703650632995034]]
4 	[6.847675800257072, 15.458690493958677, 2.1535529365143056, -4.9151367621239785, -7.140944862898827] 	[[9.981863956391386, 12.008168514275875, 1.2158097081415868, 3.6896943662013451, 2.220879298443847], [12.008168514275875, 42.14850581816283, 2.3858674000331499, 8.3286170827434685, 9.1864573884528919], [1.2158097081415868, 2.3858674000331499, 0.5384278792517072, 0.89031273325089388, 0.97392533408285609], [3.6896943662013451, 8.3286170827434685, 0.89031273325089388, 5.720884143769313, 0], [2.220879298443847, 9.1864573884528919, 0.97392533408285609, 0, 7.017854747280137]]
5 	[-20.433825924984667, 4.038733262469034, -3.0986579665055203, 18.923925641236977, 8.303942511565307] 	[[42.19780683808345, 0, 2.5734939825108309, 23.560530747024099, 13.446165019461978], [0, 1.3636690118337418, 0, 4.1455959339442421, 2.4870666118906097], [2.5734939825108309, 0, 1.235840749581957, 4.4828086282000523, 1.3589723007299996], [23.560530747024099, 4.1455959339442421, 4.4828086282000523, 90.8861161976063, 23.923754403802253], [13.446165019461978, 2.4870666118906097, 1.3589723007299996, 23.923754403802253, 19.453648347204368]]
6 	[9.881890192854385, 11.030945581035994, -1.4544865036889973, -12.561326536714898, -0.5503485222246169] 	[[12.55101933446569, 6.3232824010244428, 0.41911478754253639, 9.5155117214644811, 0], [6.3232824010244428, 27.993965700654027, 0.71594109059341937, 7.3068750013311803, 0.55359747838428075], [0.41911478754253639, 0.71594109059341937, 0.2131391728593621, 1.1213901426395665, 0], [9.5155117214644811, 7.3068750013311803, 1.1213901426395665, 29.739005154905257, 0.57569532970468884], [0, 0.55359747838428075, 0, 0.57569532970468884, 0.03842294240400987]]
7 	[-13.443997686648007, 15.890100076183671, -13.712700366710077, 18.72420175664132, 19.63769625751781] 	[[50.90557012826161, 13.263652067937, 17.228386638354898, 19.341929603807692, 42.862564936942825], [13.263652067937, 42.487172589607376, 18.468751419100464, 13.480271156513405, 32.617132489836479], [17.228386638354898, 18.468751419100464, 23.705208463132134, 17.597598151233804, 0], [19.341929603807692, 13.480271156513405, 17.597598151233804, 54.92597565068045, 0], [42.862564936942825, 32.617132489836479, 0, 0, 104.12779596433099]]
8 	[-3.9901257637182717, 20.807035377345663, -12.785976836563005, -20.963970953892257, 20.536050902369084] 	[[3.0827730899090686, 5.3546425977092866, 3.2543328190966303, 5.1616226899312529, 0], [5.3546425977092866, 57.49483671468584, 29.458864428353248, 19.820282138386894, 0], [3.2543328190966303, 29.458864428353248, 47.10324174492306, 0, 9.711746752144883], [5.1616226899312529, 19.820282138386894, 0, 27.830683578375783, 11.429684592872491], [0, 0, 9.711746752144883, 11.429684592872491, 25.55639051223154]]
9 	[-5.725808393136779, 18.98973365197923, 0.5436208564648233, 1.2055725576480718, 4.17703076022006] 	[[9.705992729917083, 0, 0.208580348284406, 0.55004608586603476, 2.0483414301758307], [0, 29.1758759052939, 0, 0.51163217904602232, 1.8695060128165708], [0.208580348284406, 0, 0.06253418414101515, 0.032362650416624408, 0.14223538851523801], [0.55004608586603476, 0.51163217904602232, 0.032362650416624408, 0.09668737289298515, 0.23092917375254249], [2.0483414301758307, 1.8695060128165708, 0.14223538851523801, 0.23092917375254249, 1.6739393219621042]]
