TypeID 	Mean Vector 	Cov Matrix
0 	[9.041524996406753, -1.7720905118724737, 2.703603309488553, -8.61803229834277, -14.575584142341597] 	[[370.17861694450346, 1.9129645635474968, 0, 47.4914833794994, 157.50793069031147], [1.9129645635474968, 11.864593878374643, 0, 0, 31.384040751566957], [0, 0, 143.74154060994522, 3.7278746342873887, 68.253342699533775], [47.4914833794994, 0, 3.7278746342873887, 944.0109302199122, 382.66071052251908], [157.50793069031147, 31.384040751566957, 68.253342699533775, 382.66071052251908, 2597.8156669968166]]
1 	[9.031793879256774, 19.20362675744665, 8.035927013279938, -4.437528069611801, 17.23293833311508] 	[[1235.1196801337437, 0, 0, 37.703235857074368, 337.62464534719203], [0, 9167.106025527848, 616.19171833202438, 118.07913137443074, 522.7012369585326], [0, 616.19171833202438, 811.6227158357999, 1.6830626085290354, 0], [37.703235857074368, 118.07913137443074, 1.6830626085290354, 98.10841840921549, 34.340099841036434], [337.62464534719203, 522.7012369585326, 0, 34.340099841036434, 1737.2723786873632]]
2 	[-6.248416397267066, 18.433881350851365, 19.459511539610872, -7.450868684758618, 13.525202894757726] 	[[482.6510871743887, 40.865446566694906, 115.96577080675688, 0, 0], [40.865446566694906, 2118.828618369411, 0, 138.83709797460278, 197.35087987179469], [115.96577080675688, 0, 918.0291234222898, 0, 231.31049232504722], [0, 138.83709797460278, 0, 1135.7770396080298, 269.42353445255009], [0, 197.35087987179469, 231.31049232504722, 269.42353445255009, 1040.1250745040686]]
3 	[0.13366268319521168, 20.688359695132995, -1.9682475861532538, -13.525445161722637, -17.985417730622526] 	[[0.3061022102997013, 0.23016072216468628, 0.46307997308765503, 2.1095074474737348, 3.922333112332371], [0.23016072216468628, 9177.419685423125, 0, 589.57278438657954, 263.09119776636203], [0.46307997308765503, 0, 93.22640382158437, 0, 0], [2.1095074474737348, 589.57278438657954, 0, 1793.6921093607577, 0], [3.922333112332371, 263.09119776636203, 0, 0, 3139.1690630798444]]
4 	[1.4257807441253263, 20.110831265540853, -12.435299864709382, -8.111754047342307, 8.230055178968861] 	[[38.46533299865741, 0, 24.87185838410101, 0, 0], [0, 2130.866288110476, 209.64446089812745, 160.47992231400116, 302.95246307445899], [24.87185838410101, 209.64446089812745, 918.3240769862699, 0, 0], [0, 160.47992231400116, 0, 358.2409303019322, 77.931066787686007], [0, 302.95246307445899, 0, 77.931066787686007, 1000.5002045385867]]
5 	[3.7069707703869064, 0.26248285751953304, 5.910903430574589, -13.459721813401455, 15.516717990852499] 	[[177.32376468409265, 0, 50.444931320963498, 0, 0], [0, 1.0652118634123102, 0, 1.0685199636181661, 12.846327351535551], [50.444931320963498, 0, 514.4879764245019, 0, 0], [0, 1.0685199636181661, 0, 912.7322338496792, 63.840682773894862], [0, 12.846327351535551, 0, 63.840682773894862, 2914.6177376903456]]
6 	[4.157498749517099, 17.54192437324639, 6.188026697087974, 3.1701043812260963, 11.554551085000483] 	[[231.72185685886768, 0, 44.201540867165889, 17.628864579888809, 37.739304199596567], [0, 3706.183957392122, 0, 0, 222.03131266813205], [44.201540867165889, 0, 164.00090405541815, 17.974560403682659, 176.62033091518921], [17.628864579888809, 0, 17.974560403682659, 72.32504679205458, 0], [37.739304199596567, 222.03131266813205, 176.62033091518921, 0, 3252.80390173989]]
7 	[-0.40052295402504257, -3.040630547120312, -20.227825397115602, -20.31479321126014, -1.0050684706820583] 	[[1.3331506310547405, 0.76243657804172438, 0, 11.616104843138642, 0], [0.76243657804172438, 201.5235857200888, 102.97809497823191, 0, 5.5673807194775078], [0, 102.97809497823191, 3820.4904693904564, 97.822033819604414, 3.265597939511566], [11.616104843138642, 0, 97.822033819604414, 1754.9068128313409, 8.7693898818181637], [0, 5.5673807194775078, 3.265597939511566, 8.7693898818181637, 2.9075977068787595]]
8 	[19.530861892041052, -12.404508177709339, -16.514373058322562, -6.898239498738372, 1.379728345467857] 	[[3307.039103949061, 460.15065320815444, 740.26501557250037, 401.98295380002583, 7.1796587760760726], [460.15065320815444, 1045.4069596278912, 501.19178074669639, 202.89592413140994, 0], [740.26501557250037, 501.19178074669639, 5327.400707440718, 188.88187825115162, 30.546804778221652], [401.98295380002583, 202.89592413140994, 188.88187825115162, 941.8402610086854, 2.8980044305519845], [7.1796587760760726, 0, 30.546804778221652, 2.8980044305519845, 12.023110675692314]]
9 	[-11.712735864829437, -8.668695645788999, 18.54656340401327, 7.1612474302107145, 15.501355990843336] 	[[993.1053665004989, 3.6696128096771337, 0, 0, 197.32538507028531], [3.6696128096771337, 646.165504699371, 204.92045413733277, 0, 0], [0, 204.92045413733277, 1604.1242199788821, 68.671999328591028, 0], [0, 0, 68.671999328591028, 370.00856787297784, 56.852487313756029], [197.32538507028531, 0, 0, 56.852487313756029, 940.9502948791687]]
