TypeID 	Mean Vector 	Cov Matrix
0 	[-3.367806042133445, -11.82659049655657, -13.390601453705763, -14.950172096443069, -17.138446012044355] 	[[12.529395286496333, 1.709318074019105, 0, 0, 11.527110378604611], [1.709318074019105, 83.51082096660998, 19.389222997662959, 10.384391922486795, 35.9611449615306], [0, 19.389222997662959, 76.92122187075577, 20.185031605766149, 0], [0, 10.384391922486795, 20.185031605766149, 117.38002095940519, 24.755500405589487], [11.527110378604611, 35.9611449615306, 0, 24.755500405589487, 366.1811794557606]]
1 	[-2.954786658718586, 13.587016245071268, 8.4675311382866, 13.986466215054811, 19.464988710968477] 	[[15.868382682599773, 13.147954069324701, 0.81340082201472419, 10.737629981537491, 0.6890135918711523], [13.147954069324701, 320.109040830443, 0, 41.99383699052806, 0.64553010144738299], [0.81340082201472419, 0, 34.940680030855326, 8.5921781550560805, 13.838626759853383], [10.737629981537491, 41.99383699052806, 8.5921781550560805, 166.69244143226595, 0], [0.6890135918711523, 0.64553010144738299, 13.838626759853383, 0, 151.1003371253344]]
2 	[20.931298721025698, 2.428619451769219, 15.334214294101969, -7.354659305019982, -8.791341311865548] 	[[365.993065853622, 14.001260970715466, 78.292192334994425, 6.5481620369585771, 44.65999370427398], [14.001260970715466, 8.8832397897537, 8.1508751360657357, 0.23624078534485721, 0.452565065201877], [78.292192334994425, 8.1508751360657357, 374.12676368530026, 0, 13.550063166382751], [6.5481620369585771, 0.23624078534485721, 0, 19.649499364418, 8.481596456902663], [44.65999370427398, 0.452565065201877, 13.550063166382751, 8.481596456902663, 91.03031413761498]]
3 	[-14.116794999916284, 13.213972361102748, 2.848379198096545, -14.49617077557529, 19.157941725994576] 	[[302.3778444529645, 30.242194028174168, 15.734751929576086, 76.24227877288655, 76.02138348380133], [30.242194028174168, 66.28034506909317, 4.1359787808673127, 21.19523972682704, 51.439445186203244], [15.734751929576086, 4.1359787808673127, 16.08938827016337, 13.98276895900829, 0], [76.24227877288655, 21.19523972682704, 13.98276895900829, 414.2168915750205, 116.68243807978537], [76.02138348380133, 51.439445186203244, 0, 116.68243807978537, 718.6650186477813]]
4 	[8.479878440996782, -16.429332708141132, 20.22237304221583, -4.215871272545986, -4.670294733288944] 	[[113.70223808737587, 0, 17.153952854079563, 0, 4.3041279988736267], [0, 384.384578594657, 0, 0, 20.443245429767924], [17.153952854079563, 0, 333.8849956045999, 11.830889046560083, 0], [0, 0, 11.830889046560083, 7.27103248935555, 3.6969208869062848], [4.3041279988736267, 20.443245429767924, 0, 3.6969208869062848, 42.72304509982574]]
5 	[11.095372348325668, 6.693000845630351, 17.291267999428037, 10.429562595409088, 6.3577730194332815] 	[[45.351918664084785, 6.45110276811962, 29.047899931602238, 3.316978712759675, 2.1640185441806525], [6.45110276811962, 26.61287255649514, 12.631560830024284, 0.84101870701708581, 4.744616616815085], [29.047899931602238, 12.631560830024284, 471.94803167064794, 0, 0], [3.316978712759675, 0.84101870701708581, 0, 60.75853951265188, 0], [2.1640185441806525, 4.744616616815085, 0, 0, 66.37516714158227]]
6 	[13.67580965818884, -17.207513643411467, 15.590995843579762, 5.296178811974613, 10.122635019796355] 	[[85.83790439993696, 7.3472959402581681, 0, 9.0837511027078168, 7.2778693897782292], [7.3472959402581681, 223.7318473926778, 53.401762316998905, 5.3415002229295574, 7.7795866123153345], [0, 53.401762316998905, 208.10923936272897, 15.298088003810575, 11.938125487135151], [9.0837511027078168, 5.3415002229295574, 15.298088003810575, 34.424710207571984, 6.4873674016134668], [7.2778693897782292, 7.7795866123153345, 11.938125487135151, 6.4873674016134668, 43.76636185404091]]
7 	[11.286830834382357, -8.81249081736581, 10.403206952403544, -10.157132199279399, -1.859742206150628] 	[[275.46868530721474, 8.2238843006251336, 9.3215958905553915, 0, 0], [8.2238843006251336, 136.62121508905446, 12.802453748161641, 15.029486907475951, 3.678869531943898], [9.3215958905553915, 12.802453748161641, 40.934247708140326, 3.1667419508375043, 2.6657788953413881], [0, 15.029486907475951, 3.1667419508375043, 63.05162407960632, 2.6508439937139681], [0, 3.678869531943898, 2.6657788953413881, 2.6508439937139681, 5.0861290795124265]]
8 	[9.742849379746211, 19.674073830357436, -9.266397787527563, -7.1686986337046665, -10.829142612632786] 	[[128.79908213603855, 0, 8.6595633133978076, 14.973590588957506, 16.176651695885717], [0, 234.35104531551923, 30.888740235082267, 8.4245538546733112, 0], [8.6595633133978076, 30.888740235082267, 72.58897313919664, 5.5580923847182575, 10.847311523157334], [14.973590588957506, 8.4245538546733112, 5.5580923847182575, 32.85857887244409, 2.311349883997563], [16.176651695885717, 0, 10.847311523157334, 2.311349883997563, 149.94991122329782]]
9 	[-9.51777616291676, -8.490709261318669, -1.433139061459734, 15.502861563788052, -18.56886857638035] 	[[85.01725569208917, 5.8155702050847413, 0, 15.073078977883741, 13.001294740120168], [5.8155702050847413, 59.68955752940053, 0, 20.097064540427386, 5.950215183134234], [0, 0, 1.7110924240378884, 2.3363189564472728, 4.6145727342553302], [15.073078977883741, 20.097064540427386, 2.3363189564472728, 239.06179900908316, 0], [13.001294740120168, 5.950215183134234, 4.6145727342553302, 0, 514.294116790229]]
10 	[-15.485566002844118, -3.4393223466140483, -3.22791049665274, -16.867554184119648, 19.279331484236046] 	[[410.8998448570511, 13.586990392438773, 13.465999338163005, 0.95378633628358644, 19.393105703528377], [13.586990392438773, 10.103189216954974, 0.59004332965541872, 1.0074908681503825, 9.8636355684679291], [13.465999338163005, 0.59004332965541872, 9.28991052148685, 10.214054049600701, 0], [0.95378633628358644, 1.0074908681503825, 10.214054049600701, 260.98308505439627, 18.161704812630443], [19.393105703528377, 9.8636355684679291, 0, 18.161704812630443, 314.3333091299366]]
11 	[-11.206905817625671, -16.637002749402804, -20.850105774008604, -9.160395257600449, 8.48455545063366] 	[[109.90230457010104, 29.886886991622688, 25.697178095558058, 5.5360040630170921, 0], [29.886886991622688, 147.6723065350624, 57.125320996272031, 36.902918666335168, 0.28097176292848214], [25.697178095558058, 57.125320996272031, 735.192165050331, 22.864814051072081, 14.031511605270104], [5.5360040630170921, 36.902918666335168, 22.864814051072081, 175.89680968509813, 6.092359946529065], [0, 0.28097176292848214, 14.031511605270104, 6.092359946529065, 38.24050731713143]]
12 	[9.589940587075276, -10.91440156157285, 14.412852611035682, 18.17698911148768, -17.154155705891334] 	[[173.97240506209852, 14.422439146900157, 1.312820516317464, 16.634339214000789, 0], [14.422439146900157, 154.51672276567268, 0, 30.504374067622585, 19.191750175286145], [1.312820516317464, 0, 80.15531771611036, 21.243261987478206, 2.3432597742976107], [16.634339214000789, 30.504374067622585, 21.243261987478206, 201.0907145037232, 0], [0, 19.191750175286145, 2.3432597742976107, 0, 238.40506708525515]]
13 	[20.09039678212504, -1.074537051301192, 18.239837124825, 15.979137055209982, 14.74383102617005] 	[[571.4923485350895, 8.7151126982379044, 0, 19.833872302494864, 91.186349220348049], [8.7151126982379044, 2.4406169977124392, 5.6490569778228039, 0, 0.74512285411791068], [0, 5.6490569778228039, 310.01710780217707, 69.807158609802173, 28.886382359337574], [19.833872302494864, 0, 69.807158609802173, 521.2423426906855, 18.920998537758862], [91.186349220348049, 0.74512285411791068, 28.886382359337574, 18.920998537758862, 374.91078668572027]]
14 	[0.529284153095464, 15.889619208506758, -12.588474410078698, 4.002046604506766, -3.280111831700772] 	[[0.5266225341034904, 1.8145697169762496, 1.8913560644695058, 0, 0.12897689209843], [1.8145697169762496, 243.95840535000406, 42.046698463098807, 0, 0.74037361484438624], [1.8913560644695058, 42.046698463098807, 136.55221801108326, 15.831513464468241, 0], [0, 0, 15.831513464468241, 35.02123082277287, 0.59094308427315245], [0.12897689209843, 0.74037361484438624, 0, 0.59094308427315245, 10.63144565352263]]
15 	[18.073561474139268, -19.609581969733252, 12.002259335007892, -9.441953063256808, 17.17765839088141] 	[[486.64782897581017, 28.24871272699254, 14.194367453763896, 9.7701708250424293, 64.143331546365019], [28.24871272699254, 473.0726530023892, 24.014393629510845, 31.858860866147531, 79.331389157556174], [14.194367453763896, 24.014393629510845, 86.15691806639059, 24.806786087566845, 3.99190611962312], [9.7701708250424293, 31.858860866147531, 24.806786087566845, 131.86025825698047, 35.089077571823999], [64.143331546365019, 79.331389157556174, 3.99190611962312, 35.089077571823999, 578.6116341598314]]
