TypeID 	Mean Vector 	Cov Matrix
0 	[17.121228661152387, 6.987856127020212, 11.863500999512787, 8.596491170976925, -12.963178067942563] 	[[6541.703317073897, 100.3743657032429, 115.83754961516175, 305.58065252268239, 933.52181608586295], [100.3743657032429, 148.92929640370767, 24.585687882345614, 69.275479564437262, 0], [115.83754961516175, 24.585687882345614, 363.1661818144325, 3.0350681741992362, 105.94273971535461], [305.58065252268239, 69.275479564437262, 3.0350681741992362, 805.6189596312371, 26.887724809359071], [933.52181608586295, 0, 105.94273971535461, 26.887724809359071, 3984.6714948458925]]
1 	[13.232121199706647, 3.104651750278098, -1.9051008417524855, -3.905376585959967, 7.258557081275736] 	[[1008.7299448067042, 25.594130765154326, 0, 92.940109729272962, 157.02089095283421], [25.594130765154326, 23.6382912836939, 2.8643461278502649, 0, 26.695472992730895], [0, 2.8643461278502649, 11.29388590492831, 5.2729371179275821, 0], [92.940109729272962, 0, 5.2729371179275821, 193.09331254187373, 0], [157.02089095283421, 26.695472992730895, 0, 0, 645.7246065454674]]
2 	[10.087534027497448, -4.14992426150345, -11.65655767712212, -18.982879247557236, -8.625598132678856] 	[[1820.8584435243783, 128.69123321466455, 385.50637298624531, 419.55496141934458, 135.26934127649562], [128.69123321466455, 342.50348943971096, 44.849012725619083, 0, 0], [385.50637298624531, 44.849012725619083, 3001.0147430745646, 641.05164454726457, 44.01238436895629], [419.55496141934458, 0, 641.05164454726457, 6063.866648144741, 344.67366141758413], [135.26934127649562, 0, 44.01238436895629, 344.67366141758413, 666.1267663804063]]
3 	[7.153430370626499, 10.219074834537597, 14.792868625876956, -17.258565359564145, 8.249408969348895] 	[[551.8293517595129, 158.36629987402983, 152.52897659521093, 38.262892893960718, 93.094670506997616], [158.36629987402983, 1968.364211741892, 17.87416982310766, 0, 0], [152.52897659521093, 17.87416982310766, 2062.568161806377, 588.91965840872126, 339.12505022286325], [38.262892893960718, 0, 588.91965840872126, 5127.088464424019, 155.90792707287287], [93.094670506997616, 0, 339.12505022286325, 155.90792707287287, 928.4462087437598]]
4 	[9.39053308705386, -9.9679517446067, 4.91565617117401, 15.879562169250711, -2.6032174676840114] 	[[1922.642597947303, 187.12982709844425, 171.63259814551125, 420.85633448290338, 28.644512982965672], [187.12982709844425, 409.0145091220348, 55.063529602545941, 0, 49.156491707856574], [171.63259814551125, 55.063529602545941, 418.18731754582467, 60.05673204082234, 0], [420.85633448290338, 0, 60.05673204082234, 1594.206722749931, 0], [28.644512982965672, 49.156491707856574, 0, 0, 116.37589909384775]]
5 	[-6.5441173391487695, 3.130128840888297, 1.1304545939771344, 17.209128302105263, -8.18259799902458] 	[[103.032665670994, 6.5397983440594105, 0, 0, 5.3765090026450704], [6.5397983440594105, 45.90492316976579, 2.9134379638957535, 36.142038894998961, 16.186521639983486], [0, 2.9134379638957535, 14.924495227979039, 0, 4.3855324517552017], [0, 36.142038894998961, 0, 1663.1093124525826, 32.449481181807556], [5.3765090026450704, 16.186521639983486, 4.3855324517552017, 32.449481181807556, 236.8320522311579]]
6 	[18.846066023841324, 18.666498241627984, 13.682151943195535, 19.088056270815322, 5.153315680062672] 	[[1343.737165993969, 1.5632278488386424, 129.46490991899566, 20.086010813053047, 54.523398832705993], [1.5632278488386424, 2142.4394196099183, 347.94631068796201, 688.90569293779481, 0], [129.46490991899566, 347.94631068796201, 1361.591495923058, 93.807516080019838, 45.961389684011507], [20.086010813053047, 688.90569293779481, 93.807516080019838, 6995.695407625281, 185.6475313261603], [54.523398832705993, 0, 45.961389684011507, 185.6475313261603, 87.54505538153373]]
7 	[-14.744512251247908, 11.702643762809423, 6.189419056859162, -19.573423415725294, -2.819709718018103] 	[[1320.975349010258, 24.939318299801521, 13.367755722908733, 151.34781205208822, 3.2831370388291066], [24.939318299801521, 2807.3214310205, 222.33517474569419, 535.83653980626593, 76.308828409473392], [13.367755722908733, 222.33517474569419, 347.14021120846957, 153.04925058735017, 20.437325648277621], [151.34781205208822, 535.83653980626593, 153.04925058735017, 3283.136560290904, 0], [3.2831370388291066, 76.308828409473392, 20.437325648277621, 0, 50.85991979010913]]
8 	[16.276870614681172, -4.674963201030764, -5.3617246765239415, 13.023091358310907, 10.752412769133347] 	[[3064.60076038486, 80.975029966487938, 81.541375194868479, 0, 0], [80.975029966487938, 196.27405011538954, 0, 8.5644149695729563, 23.042817822045119], [81.541375194868479, 0, 247.7786993069191, 109.34045783712305, 37.86776160313709], [0, 8.5644149695729563, 109.34045783712305, 1271.198027213922, 249.86615604498041], [0, 23.042817822045119, 37.86776160313709, 249.86615604498041, 873.2244749006336]]
9 	[7.354021031082993, 16.694181761587117, 2.3088586908855433, -19.927970365935067, 0.844000918391675] 	[[209.376253222815, 0, 12.712432398420111, 225.41931700310164, 8.0417886240523266], [0, 947.7879877150536, 0, 0, 11.786584661002973], [12.712432398420111, 0, 99.34965958001612, 92.921106194471321, 4.7256667502205199], [225.41931700310164, 0, 92.921106194471321, 4936.125688963911, 17.677666206754377], [8.0417886240523266, 11.786584661002973, 4.7256667502205199, 17.677666206754377, 6.62229785763813]]
10 	[0.7236850578293357, -3.6755656427137, -13.893182721557565, -12.195216628888128, -2.868852663172653] 	[[12.7854731767894, 6.2497197037150043, 19.400771411597233, 0.8196909513288072, 0.34225408037472516], [6.2497197037150043, 275.69734677861, 94.528234397231742, 18.421543213400685, 0], [19.400771411597233, 94.528234397231742, 2605.8521902096154, 382.78589796128642, 0], [0.8196909513288072, 18.421543213400685, 382.78589796128642, 1482.546198612836, 39.632154060103659], [0.34225408037472516, 0, 0, 39.632154060103659, 104.80412475254501]]
11 	[-15.763431402963217, 5.148362854638727, 0.9052229081494723, 11.577378691550834, -4.635721301289053] 	[[708.1518466070262, 66.828118536043348, 0, 157.89930832926828, 109.71716420859691], [66.828118536043348, 146.35546475250155, 6.2001250929236393, 98.415180344176576, 6.8042949081126363], [0, 6.2001250929236393, 4.687563909873623, 1.0438363637673105, 0], [157.89930832926828, 98.415180344176576, 1.0438363637673105, 1437.0993656828718, 23.619392365001335], [109.71716420859691, 6.8042949081126363, 0, 23.619392365001335, 313.89075725145176]]
12 	[0.4959342829401088, -12.81302632911513, 20.90793288571045, 20.50782270449306, 18.006654913840002] 	[[1.1288380335688177, 0, 0.72965622025719579, 6.209403819991814, 0.7545232278898707], [0, 4085.5307826771605, 42.268850396337278, 188.98727907509587, 460.78758237590347], [0.72965622025719579, 42.268850396337278, 1019.7758323877614, 249.12796509328561, 41.097586401232455], [6.209403819991814, 188.98727907509587, 249.12796509328561, 1716.7330396755829, 48.076307228157759], [0.7545232278898707, 460.78758237590347, 41.097586401232455, 48.076307228157759, 1645.6756073286517]]
13 	[2.696690075247812, 16.960918350499888, -3.4853313700622692, 16.201597817145796, 4.5945336028936445] 	[[164.52279712449376, 73.22026690903013, 16.758755611088684, 162.36892174333403, 63.270075605367438], [73.22026690903013, 1214.8867950127799, 33.278277653669456, 0, 184.86473540567249], [16.758755611088684, 33.278277653669456, 60.55283801762574, 0, 28.162091136779999], [162.36892174333403, 0, 0, 4668.619917983023, 282.89076499802076], [63.270075605367438, 184.86473540567249, 28.162091136779999, 282.89076499802076, 465.6332601992179]]
14 	[10.109762708620504, 18.37619334697777, -9.322033136074891, -9.386291274530885, -18.543127112311712] 	[[2086.6440426672707, 0, 32.517279586400768, 127.93782388338929, 643.65698992155978], [0, 934.8302645918905, 94.854113015683893, 0, 112.48992616321991], [32.517279586400768, 94.854113015683893, 980.7728810218613, 0, 556.50530370260151], [127.93782388338929, 0, 0, 309.19730529940796, 80.5858297554214], [643.65698992155978, 112.48992616321991, 556.50530370260151, 80.5858297554214, 8293.152059868255]]
15 	[-19.29605064717202, -7.619507973302282, 2.7356174940185944, -9.287601882527673, 5.013186299481099] 	[[5980.02930822186, 666.25277163445458, 128.05490327471782, 0, 104.41753348895926], [666.25277163445458, 1232.4109104348352, 48.336702585748988, 0, 0], [128.05490327471782, 48.336702585748988, 131.45874521767826, 32.371988971303516, 31.146068146196207], [0, 0, 32.371988971303516, 1014.1074687067901, 107.80300348597328], [104.41753348895926, 0, 31.146068146196207, 107.80300348597328, 406.41982801901116]]
