TypeID 	Mean Vector 	Cov Matrix
0 	[-8.868191489904822, -20.847162530188417, 6.990496760422253, -4.924054589650272, -10.278913738413658] 	[[359.4047699210272, 208.05159673983587, 13.322268555472359, 38.505173656224216, 185.47864737224356], [208.05159673983587, 4012.457107764687, 234.66747109774727, 62.320973346345099, 74.450224967262045], [13.322268555472359, 234.66747109774727, 652.7215552063531, 65.863584031664544, 140.22505897986437], [38.505173656224216, 62.320973346345099, 65.863584031664544, 262.95028426931555, 42.485782101105364], [185.47864737224356, 74.450224967262045, 140.22505897986437, 42.485782101105364, 1832.302288598475]]
1 	[-2.5902536663891347, -5.056889231694511, -16.939190916691867, 8.512048967727353, 10.243607873587422] 	[[50.17660058978633, 4.7252214201205698, 72.189914760349041, 18.566814683383779, 20.235136975698666], [4.7252214201205698, 501.16934159985493, 1.1328472929256446, 138.23754853978858, 86.299884765786715], [72.189914760349041, 1.1328472929256446, 2713.2238911185673, 0.58920892464601748, 70.980923078623164], [18.566814683383779, 138.23754853978858, 0.58920892464601748, 1254.2842520524944, 107.58435871124273], [20.235136975698666, 86.299884765786715, 70.980923078623164, 107.58435871124273, 395.6115897956539]]
2 	[0.22066976656634907, 9.72244339156056, 3.718459984550826, 8.360525243889093, -1.6578206341209842] 	[[0.1721069207925816, 4.4123600653068733, 0.21247016819918549, 0.042946978622206547, 0.08856388230715391], [4.4123600653068733, 2160.571964069813, 84.270142095159855, 85.306224574632509, 27.732384020117511], [0.21247016819918549, 84.270142095159855, 152.87859569917345, 31.080314154397989, 6.5788703264390405], [0.042946978622206547, 85.306224574632509, 31.080314154397989, 326.62954771398796, 5.1337855780910626], [0.08856388230715391, 27.732384020117511, 6.5788703264390405, 5.1337855780910626, 14.961935925944008]]
3 	[20.293626406894795, 8.561556811596251, 18.284343453111852, 8.78590885665809, 7.1838268364709315] 	[[1213.2953869015832, 43.218855539084778, 330.1824138086522, 149.22252146633085, 119.55330887364047], [43.218855539084778, 314.0084423437983, 238.64863572431031, 18.492361641659063, 24.17994328860625], [330.1824138086522, 238.64863572431031, 4661.240418876218, 299.72862094733853, 212.26306622687537], [149.22252146633085, 18.492361641659063, 299.72862094733853, 334.86949652535475, 0.79447159079764573], [119.55330887364047, 24.17994328860625, 212.26306622687537, 0.79447159079764573, 542.3692469502258]]
4 	[4.348845605195635, 17.203070682698275, -1.9557344774918306, 9.430328358922392, -10.50113724701534] 	[[43.18239584074847, 6.1053055678439003, 4.8547138359743531, 14.072214545441303, 36.838903621268663], [6.1053055678439003, 3784.7201434846916, 4.8623606005127664, 71.714579017045494, 425.19234784979153], [4.8547138359743531, 4.8623606005127664, 17.25260485935619, 24.242267101689823, 2.0219820734296889], [14.072214545441303, 71.714579017045494, 24.242267101689823, 553.3226273222392, 276.55793155824466], [36.838903621268663, 425.19234784979153, 2.0219820734296889, 276.55793155824466, 2305.1416976795]]
5 	[5.43423309338219, -18.799055261330565, -19.196031064903543, -14.319959951671594, 19.382107763543537] 	[[497.55805609947373, 451.08015820527999, 158.47850659909309, 165.73416182732183, 30.691478743542142], [451.08015820527999, 8042.964963971535, 846.73412212941309, 775.5068642843795, 1145.6925170165321], [158.47850659909309, 846.73412212941309, 1662.0062604747013, 99.188122095158533, 209.74645770972279], [165.73416182732183, 775.5068642843795, 99.188122095158533, 3086.1657033789584, 534.52140160346835], [30.691478743542142, 1145.6925170165321, 209.74645770972279, 534.52140160346835, 5298.419006178677]]
6 	[-10.800536000970471, -0.5711741505535493, -17.99149069583556, -15.607663398313463, 13.919293267957386] 	[[2877.309462356617, 19.065402464397689, 241.45907659430355, 231.1567845313032, 484.39090566216402], [19.065402464397689, 7.785689700404593, 27.954932286709038, 8.071812450420504, 16.330178497782342], [241.45907659430355, 27.954932286709038, 3301.0334666078143, 12.166845111638565, 589.17384943036689], [231.1567845313032, 8.071812450420504, 12.166845111638565, 586.839835661722, 203.39338741261056], [484.39090566216402, 16.330178497782342, 589.17384943036689, 203.39338741261056, 1909.5552747397749]]
7 	[-9.88091453184349, 1.5919669498551023, -5.825217962087018, -11.268396924597626, 10.681349424924012] 	[[1570.6484840357914, 22.542981037888108, 108.08971558455733, 73.175311864162154, 458.89988294582656], [22.542981037888108, 18.759085347404366, 5.0089355627498975, 14.940227042450907, 47.400241975911158], [108.08971558455733, 5.0089355627498975, 293.2298098236252, 86.436025140456394, 33.906856115469353], [73.175311864162154, 14.940227042450907, 86.436025140456394, 508.8227952536948, 118.35326932585592], [458.89988294582656, 47.400241975911158, 33.906856115469353, 118.35326932585592, 2691.041535603589]]
8 	[14.987613121933762, -10.500817414839128, 17.764665222614546, 11.516854476480866, -9.318213265543198] 	[[4573.145860058506, 262.62258923532409, 155.50394385133961, 481.57046931659085, 369.65384478170483], [262.62258923532409, 1882.1948437688168, 563.86967013440494, 121.54425269581859, 101.60719557978251], [155.50394385133961, 563.86967013440494, 4249.73149350747, 472.46134629082519, 563.9113813499888], [481.57046931659085, 121.54425269581859, 472.46134629082519, 1558.5994550105254, 35.82311575813786], [369.65384478170483, 101.60719557978251, 563.9113813499888, 35.82311575813786, 1515.1701650924629]]
9 	[-18.879482099610374, -4.729592335127844, 15.235065360397641, 9.105778661120755, -1.7926313143018824] 	[[7194.1147162671505, 277.49191372817728, 742.0416217240363, 501.50610715927371, 32.954587636090722], [277.49191372817728, 204.67746582818077, 93.914708382019839, 111.82908353106197, 1.5364207052707806], [742.0416217240363, 93.914708382019839, 4233.979864019681, 254.65006719258466, 21.714567725656863], [501.50610715927371, 111.82908353106197, 254.65006719258466, 1116.281342065373, 12.984473063480911], [32.954587636090722, 1.5364207052707806, 21.714567725656863, 12.984473063480911, 8.218902272515036]]
10 	[-2.887643135860632, -11.721276787641475, -20.89460875908054, 7.124000104973291, -14.456031522533374] 	[[46.205107169449285, 30.044747914129012, 48.069525987320027, 39.776141111765405, 30.449217171508121], [30.044747914129012, 1883.3403072283363, 268.97024943991255, 67.727842017083205, 83.720143377953804], [48.069525987320027, 268.97024943991255, 2466.6750481647773, 206.59868081612609, 346.46313109911165], [39.776141111765405, 67.727842017083205, 206.59868081612609, 787.043402637814, 19.667710246858196], [30.449217171508121, 83.720143377953804, 346.46313109911165, 19.667710246858196, 926.8938048572081]]
11 	[8.139467300525201, -8.11817478565608, 11.696445555876117, -0.1455836050000734, -20.527114576115867] 	[[1087.2652789930405, 1.0702527593644895, 210.10730148885165, 4.9372380304815824, 160.68444783036651], [1.0702527593644895, 239.43019286272065, 74.071380967604384, 1.0761123957848968, 68.189404795267563], [210.10730148885165, 74.071380967604384, 1362.713896757593, 0.32538667159138085, 195.62987063847376], [4.9372380304815824, 1.0761123957848968, 0.32538667159138085, 0.4549452807823201, 1.0214445627260642], [160.68444783036651, 68.189404795267563, 195.62987063847376, 1.0214445627260642, 1310.015581239188]]
12 	[-5.930012252511748, 17.67739855120037, -6.90604778636169, 16.388816387174323, -15.306879408133465] 	[[125.06806774299636, 216.07740059114707, 25.083279611209452, 51.308190632237903, 63.271968189108172], [216.07740059114707, 7273.704662479672, 309.07300484647578, 201.32035182155303, 3.9409366053892767], [25.083279611209452, 309.07300484647578, 638.5595486352762, 17.833269308000624, 319.34294989599556], [51.308190632237903, 201.32035182155303, 17.833269308000624, 1708.7390044655003, 525.29584395629524], [63.271968189108172, 3.9409366053892767, 319.34294989599556, 525.29584395629524, 2602.461465876793]]
13 	[-20.378508539969303, 15.406262230628535, -17.349149168699523, 8.314653107127622, -20.516130093043667] 	[[2892.2290860870376, 399.74515243176609, 13.447568582849522, 100.45885026064403, 361.85176279110027], [399.74515243176609, 2520.710003041255, 266.42014206542848, 262.88922438170346, 239.43703184827743], [13.447568582849522, 266.42014206542848, 1158.8834353787004, 131.87176231458054, 155.83188572038662], [100.45885026064403, 262.88922438170346, 131.87176231458054, 1634.8474249179137, 268.45701086085364], [361.85176279110027, 239.43703184827743, 155.83188572038662, 268.45701086085364, 1994.9100975741233]]
