TypeID 	Mean Vector 	Cov Matrix
0 	[-18.921985171630016, 13.070300257433765, -14.90210523630592, -20.034020134864765, -18.15723123842102] 	[[84.90103428781305, 13.202171991170676, 34.770419984922306, 0, 36.128095622321666], [13.202171991170676, 6.967343979161674, 0, 0, 10.786438388686722], [34.770419984922306, 0, 52.1856588701038, 18.875006881903481, 0], [0, 0, 18.875006881903481, 107.02774043170383, 40.77916284042368], [36.128095622321666, 10.786438388686722, 0, 40.77916284042368, 53.02732296170822]]
1 	[2.646639357652468, -1.6656329846098288, -11.242618793702446, -3.247628586351169, 20.18613866596732] 	[[2.088566036876332, 0.33196861128247729, 4.4103756147488582, 0.38598858917998324, 2.958064682704896], [0.33196861128247729, 0.583245045227569, 0, 0.34540369000494947, 1.4141801454993339], [4.4103756147488582, 0, 35.007841156648254, 3.2463934796822005, 16.107487881262497], [0.38598858917998324, 0.34540369000494947, 3.2463934796822005, 1.124341000097673, 3.4022141643235426], [2.958064682704896, 1.4141801454993339, 16.107487881262497, 3.4022141643235426, 43.38599609363593]]
2 	[6.249890703465752, -17.056374797735565, 18.749088680233932, -18.384522445122055, -1.3728291180129517] 	[[7.491798287542491, 0, 0, 0, 0.52929943746478969], [0, 98.32295424820101, 19.407940446626334, 30.862280253741368, 1.3335723921649336], [0, 19.407940446626334, 45.641811583470314, 0, 0], [0, 30.862280253741368, 0, 36.09221767878156, 0], [0.52929943746478969, 1.3335723921649336, 0, 0, 0.12724635295864217]]
3 	[12.14065388455812, -7.922130331551408, 1.3245280029944269, -10.430032341529525, 10.44514052737366] 	[[52.79921981885357, 0, 1.9512415672263947, 0, 0], [0, 21.035100560063956, 0, 7.4167234847131249, 6.6368975503140399], [1.9512415672263947, 0, 0.378823639737018, 1.5233560791580272, 0.54436814825384583], [0, 7.4167234847131249, 1.5233560791580272, 18.187622277995715, 0], [0, 6.6368975503140399, 0.54436814825384583, 0, 8.809773829602916]]
4 	[-7.053687105105697, -11.406853303611543, 19.849482904306285, 17.491152902124938, -16.058347461365326] 	[[2.7506934844837136, 0, 2.4812395468205648, 0, 0], [0, 23.32355181120479, 9.0916321128094957, 0, 6.2344838022929379], [2.4812395468205648, 9.0916321128094957, 26.631357976678675, 0, 6.7053541263071148], [0, 0, 0, 71.05446297651098, 9.6997801475106318], [0, 6.2344838022929379, 6.7053541263071148, 9.6997801475106318, 20.98795202796393]]
5 	[12.83111458927177, -15.6783965380582, -18.810420056951386, -16.12602918529033, 4.4773887278871385] 	[[30.51960416854858, 23.914733809987844, 18.693892856849736, 0, 0], [23.914733809987844, 70.58220077723641, 22.71144793274803, 24.022968848815335, 0], [18.693892856849736, 22.71144793274803, 77.81902560428138, 0, 8.3418194033742701], [0, 24.022968848815335, 0, 47.62016456069759, 0], [0, 0, 8.3418194033742701, 0, 6.065488474897601]]
6 	[15.924820569174535, -20.111560786857314, -12.398102729930343, -19.206269505735733, -16.404715113663293] 	[[21.021766593540907, 14.722797594067854, 0, 10.883098239320654, 14.253872974494259], [14.722797594067854, 37.05170255667974, 7.2943743989686585, 0, 34.107379637446229], [0, 7.2943743989686585, 15.018549438719152, 6.2319456681017318, 20.399442334489958], [10.883098239320654, 0, 6.2319456681017318, 18.68412369176395, 23.513239596847345], [14.253872974494259, 34.107379637446229, 20.399442334489958, 23.513239596847345, 93.21800945882156]]
7 	[-20.414253675696695, 15.198668597929611, 14.723039606272344, 4.415944941741394, 11.436217706601866] 	[[25.078031710743566, 7.5698992099373941, 17.50190175600277, 0, 5.8261741311896973], [7.5698992099373941, 24.544543381578666, 0, 0, 0], [17.50190175600277, 0, 54.60077592057534, 4.6939397822397133, 17.312127258433371], [0, 0, 4.6939397822397133, 2.3413710791766245, 2.6505798774253706], [5.8261741311896973, 0, 17.312127258433371, 2.6505798774253706, 19.68476348493203]]
8 	[-19.026276784157282, -10.4435619383077, -3.7585649458665813, -4.560192139558495, 19.6843590205714] 	[[61.31903238675509, 0, 0, 4.953971669623896, 18.890712247640153], [0, 6.268371713034376, 0, 0, 0], [0, 0, 4.195307360755628, 1.0945873180217469, 6.0646554238459647], [4.953971669623896, 0, 1.0945873180217469, 3.1990323842293127, 0], [18.890712247640153, 0, 6.0646554238459647, 0, 48.239369697208296]]
9 	[-2.709928957682891, 0.8623581298714811, 19.668545960444746, 13.923726756762662, -17.701192452231602] 	[[1.3950435077065169, 0.070716361601669303, 0, 3.0754772989873267, 3.1939025839099124], [0.070716361601669303, 0.050172716485745616, 0, 0.987310054123126, 0.26753114977390591], [0, 0, 105.45339980395173, 23.716565463998617, 0], [3.0754772989873267, 0.987310054123126, 23.716565463998617, 69.76798310953487, 0], [3.1939025839099124, 0.26753114977390591, 0, 0, 21.73325238086295]]
