TypeID 	Mean Vector 	Cov Matrix
0 	[-18.069675845788776, -3.812625265525977, 2.3428135400829575, 12.322358450950837, -9.87550767027594] 	[[100.5326659155184, 0.65289759325022845, 0.50238248971960275, 11.792488065884232, 4.6620746951019196], [0.65289759325022845, 2.215895335586402, 0.057078039194087611, 1.96852480059668, 0.20906993313361247], [0.50238248971960275, 0.057078039194087611, 0.5540718803806662, 0.93107958073123942, 0.69246311903314428], [11.792488065884232, 1.96852480059668, 0.93107958073123942, 33.64988189063513, 0.88761229485543569], [4.6620746951019196, 0.20906993313361247, 0.69246311903314428, 0.88761229485543569, 28.100172922771712]]
1 	[18.78200900349035, 20.598015261973323, 17.43197713017078, -11.886440344797622, 6.155683528761298] 	[[107.22339216159598, 8.6648652263434354, 13.39000969720662, 4.2427735640922863, 4.0245789302814075], [8.6648652263434354, 21.285679216482627, 2.068088020463366, 1.1767798091079351, 1.4095329910032022], [13.39000969720662, 2.068088020463366, 46.71761176666952, 2.6823313487623239, 2.0627173187160173], [4.2427735640922863, 1.1767798091079351, 2.6823313487623239, 10.917437466807991, 1.6174126721463948], [4.0245789302814075, 1.4095329910032022, 2.0627173187160173, 1.6174126721463948, 4.8370696914434355]]
2 	[5.240385081673228, 9.127480828394585, -13.27373855329688, 1.247943794686691, -9.774880597864552] 	[[5.219611375449698, 0.035921515723344254, 1.9639199178319739, 0.20361560212356017, 1.3132046064746365], [0.035921515723344254, 9.958343256741424, 1.4100930574335517, 0.45173532032260666, 0.35910779489227479], [1.9639199178319739, 1.4100930574335517, 25.890039587368623, 0.65265827874756877, 0.78843193581228677], [0.20361560212356017, 0.45173532032260666, 0.65265827874756877, 0.40832026847338126, 0.0084655366829640994], [1.3132046064746365, 0.35910779489227479, 0.78843193581228677, 0.0084655366829640994, 10.475928748297774]]
3 	[3.582385244124385, 5.8859652890214385, -15.743473055146117, 7.196403131781864, 15.079991752367121] 	[[3.794348840221083, 1.0441558316348196, 3.0251679061348988, 1.588742653524035, 0.34247949186549226], [1.0441558316348196, 12.117891246077813, 6.1882046999780433, 1.691553506211273, 4.6234292608492247], [3.0251679061348988, 6.1882046999780433, 54.579771756150116, 3.2700113387635796, 1.994076121548223], [1.588742653524035, 1.691553506211273, 3.2700113387635796, 12.368216522887867, 1.7699917187195557], [0.34247949186549226, 4.6234292608492247, 1.994076121548223, 1.7699917187195557, 57.461809885933235]]
4 	[19.69655626318601, -9.697885908879424, 14.797759601771226, -6.404016735240328, -19.905157980309596] 	[[118.53235776794571, 9.0136802289040965, 3.8955380904117036, 5.6473126487766026, 5.29980265626142], [9.0136802289040965, 22.999216730488904, 2.1916485156285392, 2.3779927529798437, 9.7049795328952175], [3.8955380904117036, 2.1916485156285392, 10.446545364665148, 0.55011608449130767, 3.9519091443538725], [5.6473126487766026, 2.3779927529798437, 0.55011608449130767, 9.735249436947434, 3.3999592088055195], [5.29980265626142, 9.7049795328952175, 3.9519091443538725, 3.3999592088055195, 84.19825989496927]]
5 	[18.919695023929123, 13.32322020136123, -19.105105673610275, -15.446167835604761, -19.95063082858173] 	[[75.45944821214721, 1.0657803026292398, 2.526292745360383, 6.3074736508646314, 12.434744508322579], [1.0657803026292398, 31.538841673516934, 6.0226591232404969, 1.0943370803991199, 8.8333279322288227], [2.526292745360383, 6.0226591232404969, 79.74249113761813, 4.3560131638459119, 11.402184828339358], [6.3074736508646314, 1.0943370803991199, 4.3560131638459119, 10.560265153710677, 4.5251216887558003], [12.434744508322579, 8.8333279322288227, 11.402184828339358, 4.5251216887558003, 76.3885207267387]]
6 	[1.6002235488489163, -18.78875443574386, -7.725386993564721, 11.290991400084515, -20.942471404536818] 	[[0.3527341037293289, 0.014491065225534267, 0.391461786545311, 0.28409750324372168, 0.25990610988638885], [0.014491065225534267, 104.85878101951218, 2.8382687567435365, 7.88464499629033, 10.022649129135157], [0.391461786545311, 2.8382687567435365, 19.366392097258625, 4.307776651836007, 3.7561867239959836], [0.28409750324372168, 7.88464499629033, 4.307776651836007, 44.509110583455104, 15.63536275356307], [0.25990610988638885, 10.022649129135157, 3.7561867239959836, 15.63536275356307, 93.03276405760234]]
7 	[5.617397472910184, 7.264145404074011, 18.999013659593786, -19.463751723946135, 4.718978561277112] 	[[8.440142043538586, 0.56053806134612372, 2.4911363709631185, 5.734770246076506, 0.19563737565131598], [0.56053806134612372, 12.429953699146205, 1.1144417940160027, 1.9070675319789059, 0.65719886285307338], [2.4911363709631185, 1.1144417940160027, 16.359429371894517, 9.2238816771049343, 0.85337332185319348], [5.734770246076506, 1.9070675319789059, 9.2238816771049343, 133.81578333958717, 4.7467789623753083], [0.19563737565131598, 0.65719886285307338, 0.85337332185319348, 4.7467789623753083, 3.813694765123972]]
8 	[-11.476728930942235, -12.42442005054449, 12.598466342078751, -6.808243923547783, -10.889026304845522] 	[[6.768009334790567, 1.020533809871327, 0.6329418573752561, 0.8193743938660103, 1.2908151015122129], [1.020533809871327, 12.328693879231777, 2.0802104654963061, 0.68658854717317075, 2.9150690152288776], [0.6329418573752561, 2.0802104654963061, 7.541915040074272, 1.0282985980792201, 2.1670007075466091], [0.8193743938660103, 0.68658854717317075, 1.0282985980792201, 3.565659707065273, 2.5893452714444765], [1.2908151015122129, 2.9150690152288776, 2.1670007075466091, 2.5893452714444765, 35.42169399151798]]
9 	[-0.18946830592216202, -16.10210684266397, -16.134715718908744, 0.0005146302097109867, 10.528086260595565] 	[[0.005239972209922658, 0.014934470084527108, 0.074656404865123607, 2.7341129045279701e-06, 0.019148615466393133], [0.014934470084527108, 24.531774449910582, 3.2734135426327398, 2.0376302252329443e-05, 2.5616769126283656], [0.074656404865123607, 3.2734135426327398, 30.925451748084757, 7.5344860362130242e-05, 2.1816200415166476], [2.7341129045279701e-06, 2.0376302252329443e-05, 7.5344860362130242e-05, 2.6950342500319435e-08, 0.00011307449303708313], [0.019148615466393133, 2.5616769126283656, 2.1816200415166476, 0.00011307449303708313, 7.973380799068302]]
