TypeID 	Mean Vector 	Cov Matrix
0 	[-7.3359391940122975, -10.230851506871538, -14.724775043626572, -7.355643710680111, -6.998079586114494] 	[[278.0800467864195, 41.023862676677275, 0, 0, 0], [41.023862676677275, 564.7440336424911, 0, 0, 86.770806266881365], [0, 0, 631.5515326113463, 0, 0], [0, 0, 0, 856.1932384493614, 33.102440644924123], [0, 86.770806266881365, 0, 33.102440644924123, 218.13653299770718]]
1 	[-13.416592390150058, 8.047652198995081, 1.4966210625350058, -5.8457074370683095, -6.965235157319659] 	[[1191.0198687727468, 18.17727687757764, 0, 0, 136.1879387805198], [18.17727687757764, 421.89754848576405, 0, 0, 29.171782629836521], [0, 0, 9.613055742993735, 0, 6.6505573378720584], [0, 0, 0, 336.51495572829367, 52.371614719333124], [136.1879387805198, 29.171782629836521, 6.6505573378720584, 52.371614719333124, 582.9732049639656]]
2 	[-2.0716123895082994, 12.145360193461862, -7.378784722481839, -18.84895239456102, -4.713306834462998] 	[[81.85540177719095, 0, 28.135198865489837, 0, 9.7937947824110783], [0, 2312.3047748613035, 0, 0, 41.097958744514607], [28.135198865489837, 0, 498.96177211143475, 0, 53.762195637165142], [0, 0, 0, 7008.439942738199, 0], [9.7937947824110783, 41.097958744514607, 53.762195637165142, 0, 99.3849493339764]]
3 	[8.519250820567894, 11.0460598240617, 19.976476091010767, -2.6725075206131876, 14.0631433853303] 	[[1444.8588871265322, 267.49423841464619, 536.2427770171978, 48.188207978975726, 106.37871383256959], [267.49423841464619, 2377.5857058594825, 984.03267864780787, 29.617434663681454, 0], [536.2427770171978, 984.03267864780787, 8009.445685183088, 201.49160618695134, 0], [48.188207978975726, 29.617434663681454, 201.49160618695134, 117.73776037961667, 0], [106.37871383256959, 0, 0, 0, 3780.2301312224904]]
4 	[-1.7870485343798386, 4.699394818050813, -9.079426686442282, -10.800748242931972, 13.150096659561711] 	[[21.2407568855432, 6.5613568739046482, 48.554187995439619, 26.587593773078037, 13.111843798088287], [6.5613568739046482, 53.08470132689436, 0, 74.521330340595469, 30.983538936432701], [48.554187995439619, 0, 1848.124829746412, 13.839210843281872, 264.37999002580619], [26.587593773078037, 74.521330340595469, 13.839210843281872, 2805.877306529881, 0], [13.111843798088287, 30.983538936432701, 264.37999002580619, 0, 1534.173287597257]]
5 	[20.41151042294168, -0.5811431512697816, 5.433380657099146, -14.11178606878019, -4.201388218363196] 	[[6885.891594493214, 0, 0, 0, 0], [0, 1.2811239287290788, 0, 3.9690442527346148, 1.6808516791756372], [0, 0, 240.97247054750966, 139.54343329072177, 0], [0, 3.9690442527346148, 139.54343329072177, 1514.386489364497, 0], [0, 1.6808516791756372, 0, 0, 98.2219859704992]]
6 	[-17.945327143960927, -1.3054206476383747, 3.2066756077805856, -10.306605017414794, 7.888230806302648] 	[[7933.840733354707, 0, 143.49605758117863, 0, 0], [0, 8.007450683862848, 0, 23.039240865204217, 0], [143.49605758117863, 0, 52.85611497613603, 58.117308656444067, 0], [0, 23.039240865204217, 58.117308656444067, 1129.89334126858, 0], [0, 0, 0, 0, 1548.2803897032832]]
7 	[19.793846389077743, 7.576638125850085, 0.38053634656574076, 20.112513372492685, -3.686313321634156] 	[[6787.621148002132, 0, 1.0733041568831918, 1016.1612373229034, 0], [0, 179.75879367953547, 0.51617919905482823, 113.00957246506361, 0], [1.0733041568831918, 0.51617919905482823, 0.33876183878269356, 0.44661729329850686, 0.00078572097698542502], [1016.1612373229034, 113.00957246506361, 0.44661729329850686, 2458.578257763903, 0], [0, 0, 0.00078572097698542502, 0, 85.98470220831607]]
8 	[12.671444493452896, 8.727459782605766, -18.16094459947377, 20.703373393745125, -20.667335176570397] 	[[2534.0577228971847, 0, 0, 1094.3285676688049, 0], [0, 1680.4401791634227, 133.82894156092351, 0, 0], [0, 133.82894156092351, 7927.876558030916, 1227.6549709286824, 0], [1094.3285676688049, 0, 1227.6549709286824, 8039.6847031889965, 0], [0, 0, 0, 0, 7905.380634030963]]
9 	[-0.3514291870600914, 0.7274109509127307, -13.159123403617144, 16.385598964160906, 14.790836078593003] 	[[0.5157768478184466, 0, 0, 0, 0], [0, 2.9739408482778678, 14.762009592920304, 14.062287972668891, 0], [0, 14.762009592920304, 2027.5409407514637, 0, 572.06329152809019], [0, 14.062287972668891, 0, 2109.0376295372616, 212.98499323329332], [0, 0, 572.06329152809019, 212.98499323329332, 4441.915874978704]]
