TypeID 	Mean Vector 	Cov Matrix
0 	[-20.357162578816165, -10.412253962328291, 10.131087540326817, 14.39967132539067, 9.321607548833587] 	[[665.8261904351004, 171.86662924760529, 0, 0, 157.80327304901755], [171.86662924760529, 151.70875719358537, 47.119143183975588, 0, 0], [0, 47.119143183975588, 102.17344896210754, 111.36532752853192, 0], [0, 0, 111.36532752853192, 365.7233541893889, 143.92534410881819], [157.80327304901755, 0, 0, 143.92534410881819, 178.22419457215418]]
1 	[2.88096759729817, -2.750916965276758, -5.883626894787714, -20.55820538854445, -19.132368807549614] 	[[4.7002041809303154, 1.3641013136637794, 0, 10.374738735871786, 0], [1.3641013136637794, 4.423749224324877, 0, 8.9501514629718528, 17.743946466233574], [0, 0, 23.61895052379251, 24.217354725771013, 38.94997042032751], [10.374738735871786, 8.9501514629718528, 24.217354725771013, 183.9609517065774, 0], [0, 17.743946466233574, 38.94997042032751, 0, 210.78086211878693]]
2 	[7.421495656266327, 15.057232329807988, 16.14227461711498, 17.30140034885305, -9.156542805074038] 	[[91.59754216794062, 77.809244030120055, 74.950201155851872, 0, 0], [77.809244030120055, 246.63618736833126, 152.50396049017593, 0, 0], [74.950201155851872, 152.50396049017593, 298.90004318745133, 210.57611539323207, 0], [0, 0, 210.57611539323207, 446.6360807753349, 51.597188292093399], [0, 0, 0, 51.597188292093399, 55.071988786657904]]
3 	[-18.226357639315232, 11.837276096882249, 1.5642515673721, -7.0465095713467285, -5.890106971209224] 	[[411.880892559078, 99.750337677095729, 20.744176865352134, 40.974219837004782, 0], [99.750337677095729, 256.03501961943095, 13.306522032863644, 59.573314662074246, 0], [20.744176865352134, 13.306522032863644, 4.435827463329037, 0, 0], [40.974219837004782, 59.573314662074246, 0, 40.31817368990368, 31.525091793039014], [0, 0, 0, 31.525091793039014, 77.82539055667976]]
4 	[17.084486032519266, 9.215341274809429, 18.972275956579928, 15.896357715502049, 0.9069725510309326] 	[[379.70976491044433, 0, 121.92983360738748, 155.24648943449441, 7.1869076367050519], [0, 74.44812281582259, 0, 0, 0], [121.92983360738748, 0, 461.61616592867614, 107.8212516973223, 0], [155.24648943449441, 0, 107.8212516973223, 217.56519929550055, 0], [7.1869076367050519, 0, 0, 0, 1.0785786118479257]]
5 	[2.9155689812880894, 2.8229306158869676, -9.032257570605722, -9.774878353253502, 15.264615364565095] 	[[15.615602432106554, 0, 15.552011829698332, 10.774392625956569, 0], [0, 4.23974878545558, 0, 7.5511948816184153, 25.458721483371473], [15.552011829698332, 0, 117.56049836863495, 27.338344854240312, 121.8922200662348], [10.774392625956569, 7.5511948816184153, 27.338344854240312, 96.70707081079073, 0], [0, 25.458721483371473, 121.8922200662348, 0, 480.22237297074315]]
6 	[3.767176271840789, -12.246941866283052, 1.7903251837050718, 18.41251864079583, 16.53620029189767] 	[[16.989813441451066, 24.662860841008992, 2.7806480250691559, 0, 0], [24.662860841008992, 99.69051247908514, 6.0756180702252811, 0, 52.174282328065182], [2.7806480250691559, 6.0756180702252811, 2.821610852840008, 8.8812971982940017, 0], [0, 0, 8.8812971982940017, 170.19053869078894, 74.305630720414953], [0, 52.174282328065182, 0, 74.305630720414953, 101.56647512134954]]
7 	[-11.905772407173108, -7.57599617887546, -1.1489604534024238, -10.652768651189703, -5.9832766432873665] 	[[212.59838322891991, 36.411152013443889, 10.059045038012034, 0, 32.981192939235491], [36.411152013443889, 28.91587205256822, 2.4327201134356398, 0, 12.094364013747159], [10.059045038012034, 2.4327201134356398, 1.7381007502305734, 0, 0], [0, 0, 0, 112.10056861463922, 0], [32.981192939235491, 12.094364013747159, 0, 0, 60.35251993729318]]
8 	[16.38964397532353, -18.254982525273224, -9.739577598430088, 11.698423967064095, -17.79779434687423] 	[[189.57906738055726, 69.248748128922642, 88.502105091432668, 0, 121.93052247930785], [69.248748128922642, 199.42189266035277, 94.547416281379299, 0, 72.119799891426339], [88.502105091432668, 94.547416281379299, 188.14157129608702, 0, 112.74110429487591], [0, 0, 0, 291.38538883891806, 95.842876682932086], [121.93052247930785, 72.119799891426339, 112.74110429487591, 95.842876682932086, 363.6898183643709]]
9 	[-14.773250336460732, 9.571599073559849, -19.313365213463673, 14.624843679836793, 8.306998957351404] 	[[256.1539246435568, 66.105357936355148, 104.44451965330721, 130.31782253293585, 0], [66.105357936355148, 144.52733701088565, 126.81372990391029, 51.141993001432127, 51.87954518736143], [104.44451965330721, 126.81372990391029, 476.3189640343159, 146.52710238411046, 97.132268571135029], [130.31782253293585, 51.141993001432127, 146.52710238411046, 236.81661257169355, 0], [0, 51.87954518736143, 97.132268571135029, 0, 77.9665353202443]]
10 	[-2.9448969383195056, 11.25025462682018, -14.83204063954402, -6.938745578209506, -7.542861207654145] 	[[11.450488601931797, 6.8280418471896107, 0, 14.407282209378964, 0], [6.8280418471896107, 57.37944573698394, 62.612420173832227, 26.205255999553938, 35.83296044993407], [0, 62.612420173832227, 288.83821146275193, 0, 74.44414014400364], [14.407282209378964, 26.205255999553938, 0, 89.05516617326803, 20.424718391255553], [0, 35.83296044993407, 74.44414014400364, 20.424718391255553, 62.246707165389054]]
11 	[14.766702870368562, 18.255127097659205, 1.2782669665405635, 0.509158696716085, -20.008952101958233] 	[[225.09755161068955, 0, 6.4571366656145601, 1.3459017035039771, 0], [0, 178.95987655946556, 0, 0, 0], [6.4571366656145601, 0, 2.7717930221449962, 0, 10.039054026837507], [1.3459017035039771, 0, 0, 0.12211993991792154, 3.3569241310456333], [0, 0, 10.039054026837507, 3.3569241310456333, 294.7806201464299]]
12 	[12.444454123101757, 2.017944941470784, -11.411085244973853, 15.928602748350215, -6.070707174306655] 	[[193.12576911953093, 0, 60.558369518174011, 0, 50.478294516388765], [0, 4.334186859604704, 15.825390762731466, 0, 0], [60.558369518174011, 15.825390762731466, 173.31753016879574, 0, 50.946104321369923], [0, 0, 0, 184.75605892033334, 44.553881871287658], [50.478294516388765, 0, 50.946104321369923, 44.553881871287658, 63.96080853655505]]
13 	[0.6683667455721896, 17.968995107746935, 13.853090267122113, 15.635104750007486, -2.249657595965285] 	[[0.3083392529984818, 3.3666659929757143, 3.293676802410832, 5.2274750049280945, 0.82301435324890915], [3.3666659929757143, 281.55160680986614, 64.559358459563882, 0, 0], [3.293676802410832, 64.559358459563882, 235.09976302997637, 103.60766233422589, 0], [5.2274750049280945, 0, 103.60766233422589, 274.37445414839476, 0], [0.82301435324890915, 0, 0, 0, 6.950457039730605]]
14 	[-2.961201448969323, 16.62092686799378, 0.44484324655172713, -2.961744026260668, 10.938625487863135] 	[[4.726195325616405, 16.738975009453448, 0.51285882328004828, 0, 10.771294713611841], [16.738975009453448, 360.6751581905492, 3.059485544804232, 0, 0], [0.51285882328004828, 3.059485544804232, 0.18199234771588582, 0, 0], [0, 0, 0, 8.15253918253482, 12.525813784960214], [10.771294713611841, 0, 0, 12.525813784960214, 68.45457197838532]]
15 	[9.00394802415094, 18.785169903894023, -16.3673695738084, -5.777456413918481, -10.105497682728661] 	[[102.42337914553869, 71.180675885478365, 93.585109868348539, 30.891193529724195, 24.967140370669043], [71.180675885478365, 362.57258755246005, 0, 60.398892350404047, 0], [93.585109868348539, 0, 380.7630709732138, 54.658604823201429, 0], [30.891193529724195, 60.398892350404047, 54.658604823201429, 70.1851617973892, 32.717253465544488], [24.967140370669043, 0, 0, 32.717253465544488, 57.77343680108663]]
