TypeID 	Mean Vector 	Cov Matrix
0 	[19.668946791368853, -5.410211311724309, -6.527105012985125, -9.325494747808948, 15.605052103451328] 	[[2186.053383790532, 0, 0, 0, 0], [0, 400.2556472740194, 0, 324.92248148152953, 0], [0, 0, 425.3819607559136, 325.6873973645225, 0], [0, 324.92248148152953, 325.6873973645225, 1428.8187311559534, 0], [0, 0, 0, 0, 5276.705177817519]]
1 	[-10.094246452507278, -16.84030216389307, 15.726871777681218, -1.7971842983665773, -0.4417418448514816] 	[[889.1609650597485, 0, 0, 58.638846552872273, 0], [0, 3789.03736183245, 0, 97.024978777026476, 0], [0, 0, 6038.460247824827, 214.12013258276596, 0], [58.638846552872273, 97.024978777026476, 214.12013258276596, 30.025973418362746, 0], [0, 0, 0, 0, 0.6354978936327234]]
2 	[0.9596223266307895, 18.11008082175472, -20.7744424640821, -11.700917138717339, -1.6331260043462166] 	[[4.214737263408825, 66.177409514392153, 0, 27.456432609826503, 5.0767138241140382], [66.177409514392153, 6191.197966241019, 0, 0, 0], [0, 0, 1285.0618273417247, 0, 0], [27.456432609826503, 0, 0, 2378.257448666523, 102.67637955417544], [5.0767138241140382, 0, 0, 102.67637955417544, 34.923481441081044]]
3 	[-15.429833087519315, 2.031994066767009, -16.876418156545064, -14.006762879576396, 14.686708173674958] 	[[4960.589322585649, 0, 0, 0, 1440.887033558754], [0, 47.19345217839902, 0, 103.22421456622504, 125.81451300626995], [0, 0, 4114.191821757621, 1515.6250952668588, 0], [0, 103.22421456622504, 1515.6250952668588, 2235.90705806683, 0], [1440.887033558754, 125.81451300626995, 0, 0, 1746.0260506569496]]
4 	[-13.623006273887933, 0.14588149388996996, -1.8006707035996357, 10.555807260452333, 6.541312559809036] 	[[2386.1089315480176, 0, 0, 0, 0], [0, 0.3658117716802455, 2.6405273582320996, 0, 0], [0, 2.6405273582320996, 60.98364800460275, 0, 0], [0, 0, 0, 1208.1553724643395, 252.47800628376504], [0, 0, 0, 252.47800628376504, 298.53319223980714]]
5 	[2.655793532219949, -18.131094338133636, 18.714388493666533, 19.27246440080136, 16.823359648175426] 	[[101.97828554726257, 0, 133.1567867338527, 0, 0], [0, 5543.516276832222, 0, 3295.4480327592919, 0], [133.1567867338527, 0, 2232.6171849919906, 0, 0], [0, 3295.4480327592919, 0, 6473.53705663935, 0], [0, 0, 0, 0, 5639.425791131627]]
6 	[-12.42743225050658, 14.84115228812798, -4.229241756408232, -6.723583174620991, 0.21123275622601412] 	[[3210.403957046021, 0, 300.82346838539036, 0, 0], [0, 2117.7444771527203, 0, 0, 0], [300.82346838539036, 0, 385.31875604832646, 271.34522296289947, 0], [0, 0, 271.34522296289947, 648.3158216884104, 5.2474382862041198], [0, 0, 0, 5.2474382862041198, 0.34062425953389486]]
7 	[15.75089709508692, -2.448230268173205, -9.437796355489315, 6.321030184452361, -17.728596719743088] 	[[1234.3269767731456, 0, 0, 0, 0], [0, 69.71891676993347, 0, 0, 0], [0, 0, 546.8253414436559, 0, 0], [0, 0, 0, 421.66858046834875, 0], [0, 0, 0, 0, 3327.174450211069]]
8 	[20.943905287073832, -12.68784979346834, 8.10331304868869, -9.143947782262153, -12.916426193044517] 	[[2209.5547918132293, 500.52760419008149, 282.69224886932562, 0, 0], [500.52760419008149, 668.7025102444429, 158.55715979715777, 0, 757.76173142551386], [282.69224886932562, 158.55715979715777, 183.50466202356665, 0, 0], [0, 0, 0, 834.8486184845087, 0], [0, 757.76173142551386, 0, 0, 4049.094219755687]]
9 	[15.62650385087128, -19.733570037539554, -1.1847296028188232, 6.61091477878006, 17.5467603026921] 	[[3264.9449809521234, 0, 0, 0, 1402.2992669290645], [0, 4490.115501517551, 0, 744.50831572496429, 1406.0145513503608], [0, 0, 8.945192562864436, 0, 0], [0, 744.50831572496429, 0, 1081.4341524108365, 0], [1402.2992669290645, 1406.0145513503608, 0, 0, 1831.6796949369498]]
