TypeID 	Mean Vector 	Cov Matrix
0 	[12.409195765343362, -4.596868314588232, -16.530999892807124, 12.398201602931692, 6.909200739263419] 	[[6.445289993002016, 0, 0, 0, 0], [0, 2.0202398531599974, 0, 0, 0], [0, 0, 22.103656393444084, 0, 0], [0, 0, 0, 33.70883513098575, 0], [0, 0, 0, 0, 7.70700511099198]]
1 	[-19.958656692937428, -6.631362458896941, 9.174085458517013, -1.9333301814309856, 10.933128707303247] 	[[70.5125080814213, 0, 0, 0, 0], [0, 10.778940079338312, 0, 0, 0], [0, 0, 7.994427355688716, 0, 0], [0, 0, 0, 0.31184318073062645, 0], [0, 0, 0, 0, 8.095456072520827]]
2 	[12.996034301345027, 19.635153137124973, -15.393015169718673, 3.7453386149315797, 9.708042484334921] 	[[16.364360989792875, 0, 0, 0, 0], [0, 137.80208823481556, 0, 0, 0], [0, 0, 16.34421121416118, 0, 0], [0, 0, 0, 4.781178536383739, 0], [0, 0, 0, 0, 6.436523658078216]]
3 	[3.148495137398733, 1.3966389566000537, 12.541212579945565, -16.505606697820735, 0.9597188823458076] 	[[2.6412849454619653, 0, 0, 0, 0], [0, 0.6735148633406396, 0, 0, 0], [0, 0, 41.16919624708656, 0, 0], [0, 0, 0, 37.664939156442585, 0], [0, 0, 0, 0, 0.25800800735738555]]
4 	[6.0735742245171735, 14.797162650757066, -19.257968150167176, -19.206877303838816, -5.464477536856579] 	[[8.29046234846434, 0, 0, 0, 0], [0, 13.77217787872839, 0, 0, 0], [0, 0, 53.950672853847585, 0, 0], [0, 0, 0, 103.85752147351894, 0], [0, 0, 0, 0, 3.341521813163394]]
5 	[-17.28461752345422, 14.05743005054756, -20.679059040842898, -15.741070819515485, -10.063858716182239] 	[[53.75927717601706, 0, 0, 0, 0], [0, 33.64541127790734, 0, 0, 0], [0, 0, 103.65605073582242, 0, 0], [0, 0, 0, 30.15035182518581, 0], [0, 0, 0, 0, 6.080899403099253]]
6 	[17.697159426766305, -8.811929000810771, -4.592536822515768, 8.278313343664742, -18.3809548594244] 	[[59.548264804599725, 0, 0, 0, 0], [0, 4.44152671381275, 0, 0, 0], [0, 0, 1.9189651866421493, 0, 0], [0, 0, 0, 5.163897621765725, 0], [0, 0, 0, 0, 16.961656557557287]]
7 	[-2.6272143782434014, -6.291152691072623, -3.8652700307047674, 5.4178644639563345, -16.63675442690421] 	[[1.4108508711827479, 0, 0, 0, 0], [0, 13.393454078163453, 0, 0, 0], [0, 0, 0.9476525763331184, 0, 0], [0, 0, 0, 1.327662439212935, 0], [0, 0, 0, 0, 62.611389254889374]]
8 	[-6.556409871129983, -7.332606518254428, -11.668122132723282, 17.23866764752578, -2.7051010389908186] 	[[1.7455102716384736, 0, 0, 0, 0], [0, 5.764229511739867, 0, 0, 0], [0, 0, 48.42589458297591, 0, 0], [0, 0, 0, 87.4478333718664, 0], [0, 0, 0, 0, 1.4005491126868799]]
9 	[8.689351409095401, 0.04068584733597902, -1.0170317608702781, 12.187619420444491, -13.04032549610067] 	[[9.910347080540982, 0, 0, 0, 0], [0, 0.00021867212778829608, 0, 0, 0], [0, 0, 0.07828631096158561, 0, 0], [0, 0, 0, 34.18443750137115, 0], [0, 0, 0, 0, 41.714825844141515]]
10 	[16.78714010914031, 5.927061054434176, 17.022490328867192, -11.376623077292098, -2.021572405191481] 	[[49.58510561604953, 0, 0, 0, 0], [0, 5.072284355835358, 0, 0, 0], [0, 0, 20.8049416535341, 0, 0], [0, 0, 0, 15.622026468969278, 0], [0, 0, 0, 0, 0.41341475165978075]]
11 	[7.029265833618105, 15.299784494965436, 12.822665427252403, -11.815792221605985, 6.547598264371558] 	[[8.351121133852917, 0, 0, 0, 0], [0, 33.51656629530864, 0, 0, 0], [0, 0, 6.814168702870441, 0, 0], [0, 0, 0, 32.724527587944706, 0], [0, 0, 0, 0, 12.207253815874566]]
12 	[18.196311541946564, -8.871947964315043, 20.692707475035256, 7.418362602506626, -7.59917670897396] 	[[67.0604697069663, 0, 0, 0, 0], [0, 12.826209587102873, 0, 0, 0], [0, 0, 71.41226538771258, 0, 0], [0, 0, 0, 4.387758154814278, 0], [0, 0, 0, 0, 4.68865611116979]]
13 	[16.08173290902694, 9.629833389810063, -14.665247951847547, 7.74853069079937, -1.0459306027422244] 	[[43.070511314229044, 0, 0, 0, 0], [0, 5.4378745485214885, 0, 0, 0], [0, 0, 12.434858319771697, 0, 0], [0, 0, 0, 6.4941132603791285, 0], [0, 0, 0, 0, 0.06322787864845154]]
14 	[12.739719004553848, -4.946327035943501, 17.554841303385786, 18.24210395445074, 0.8775565206723748] 	[[15.339206117629764, 0, 0, 0, 0], [0, 7.435160280613284, 0, 0, 0], [0, 0, 48.677885313627236, 0, 0], [0, 0, 0, 104.47323598521275, 0], [0, 0, 0, 0, 0.0815110437588281]]
15 	[-0.7954717217821639, -15.333244390938113, -9.373076006968265, -13.710947128990002, -16.004087168150654] 	[[0.15980006138736752, 0, 0, 0, 0], [0, 62.82720911963931, 0, 0, 0], [0, 0, 28.479922101588272, 0, 0], [0, 0, 0, 62.45518167940615, 0], [0, 0, 0, 0, 79.36477366015646]]
