TypeID 	Mean Vector 	Cov Matrix
0 	[20.53783599172729, 0.2764933634223219, -16.504281751486108, -19.430879275893982, 13.016197972551296] 	[[6615.024874985924, 26.345059028936923, 0, 2011.9579889059387, 2187.7723634068225], [26.345059028936923, 1.0133611951392933, 30.627778115181428, 30.792468719622654, 14.691638808322921], [0, 30.627778115181428, 3584.3467215511337, 0, 1242.3237050859282], [2011.9579889059387, 30.792468719622654, 0, 3092.377493807722, 1696.6788643434313], [2187.7723634068225, 14.691638808322921, 1242.3237050859282, 1696.6788643434313, 2647.0235732836522]]
1 	[9.050962568925744, -2.083672612082431, 20.090769226974373, -3.4483195344812287, 20.077291690718027] 	[[1529.132702473601, 45.060628601444321, 859.2533862589039, 163.90585608415554, 0], [45.060628601444321, 14.041281444325037, 0, 32.162522176432994, 173.73972838199316], [859.2533862589039, 0, 3716.643401427273, 0, 3145.5222423632158], [163.90585608415554, 32.162522176432994, 0, 218.2129853267208, 0], [0, 173.73972838199316, 3145.5222423632158, 0, 8720.760101390239]]
2 	[9.948866422938046, -2.1644353743648352, 11.083762773029271, -0.8530029897828086, 12.875115965858761] 	[[1410.1709531161196, 79.36260912293028, 607.17547800290026, 78.352077595878185, 0], [79.36260912293028, 20.84090768563354, 0, 0, 0], [607.17547800290026, 0, 2666.735083722939, 76.485916765862001, 0], [78.352077595878185, 0, 76.485916765862001, 12.804458229584924, 0], [0, 0, 0, 0, 2270.3681724701605]]
3 	[-0.19783468082174238, 2.36768884121879, -13.756676471967461, -20.424052978006422, -20.577817489390213] 	[[0.6149315718002272, 2.3463652799122796, 0, 29.766860786258903, 8.6805721171694969], [2.3463652799122796, 35.787414232482504, 166.39851212883681, 0, 89.28297300959089], [0, 166.39851212883681, 4297.387781427771, 1770.7665767014551, 0], [29.766860786258903, 0, 1770.7665767014551, 7465.893943731735, 1626.0879923823793], [8.6805721171694969, 89.28297300959089, 0, 1626.0879923823793, 1896.7442257391708]]
4 	[19.524854062795484, 11.49224166847182, -8.79208254227982, -4.874072176157711, 20.80580964717352] 	[[2611.2869705176595, 847.67165519312755, 774.96819368546085, 128.06507304978371, 0], [847.67165519312755, 887.6816596706415, 386.03480116859652, 94.452979728742449, 0], [774.96819368546085, 386.03480116859652, 778.3057647093893, 0, 708.61215455561228], [128.06507304978371, 94.452979728742449, 0, 93.52977784950747, 0], [0, 0, 708.61215455561228, 0, 7029.526009631984]]
5 	[2.4144691768115187, -13.568120322753376, 3.9016040836586114, -20.50740942308927, 6.0911817785387825] 	[[85.95545784916933, 0, 0, 0, 100.58949577484162], [0, 3119.8287968884365, 0, 2035.422738888167, 0], [0, 0, 59.81544719767232, 0, 54.310445982260795], [0, 2035.422738888167, 0, 8426.991041026175, 930.44482559192841], [100.58949577484162, 0, 54.310445982260795, 930.44482559192841, 457.0062494723366]]
6 	[7.568784073291713, -14.38646542933222, -6.856166235373255, -19.730564182586686, 20.734501742662978] 	[[630.4594148023723, 411.83530465020965, 0, 0, 0], [411.83530465020965, 2931.677899963658, 0, 0, 1872.6759725774241], [0, 0, 490.211826782786, 940.8460068257798, 0], [0, 0, 940.8460068257798, 7512.354355275229, 2671.4302911595432], [0, 1872.6759725774241, 0, 2671.4302911595432, 6659.119182822546]]
7 	[-11.505829018079591, -12.242258896642825, 0.05807979271885344, -12.88563086380087, 7.493859090723433] 	[[1340.8149451445872, 790.41574825834925, 0, 0, 0], [790.41574825834925, 2873.254896560949, 0, 798.61113971107147, 507.75561168569811], [0, 0, 0.06031609839711752, 0, 0], [0, 798.61113971107147, 0, 1183.468170724135, 164.45148264137234], [0, 507.75561168569811, 0, 164.45148264137234, 256.71068450621294]]
8 	[7.735342619674967, -8.586201534840896, 4.857663225607716, 20.62492940633036, 16.308218225370304] 	[[588.8202878575191, 188.87938221244636, 0, 0, 417.15160764172231], [188.87938221244636, 924.9214842758834, 301.64439598587967, 0, 0], [0, 301.64439598587967, 436.33610947329765, 0, 262.51847563425923], [0, 0, 0, 7663.7640086367455, 1360.0838099757652], [417.15160764172231, 0, 262.51847563425923, 1360.0838099757652, 2137.933120093034]]
9 	[14.080396824757216, 5.7115496473417195, -16.4810706238378, 3.981953965877782, 18.829654156359048] 	[[684.203170176027, 338.29535093843117, 0, 0, 399.53119182979958], [338.29535093843117, 466.9557366247874, 0, 151.50712431077616, 0], [0, 0, 4156.526318341843, 428.95573036240319, 0], [0, 151.50712431077616, 428.95573036240319, 367.88437164216316, 323.55663705276294], [399.53119182979958, 0, 0, 323.55663705276294, 1820.0742327747835]]
10 	[-20.65470717977737, 15.900126936307053, 12.12143853619446, -1.238212622811215, -14.018772694368607] 	[[5402.621427213233, 1619.0816445618693, 1355.6959211486442, 80.183576407962832, 0], [1619.0816445618693, 2863.912158167892, 0, 67.934612323751466, 1229.6411663551014], [1355.6959211486442, 0, 1401.6991846668889, 60.739734611991807, 512.44525743465908], [80.183576407962832, 67.934612323751466, 60.739734611991807, 10.400276870396652, 49.349084228475022], [0, 1229.6411663551014, 512.44525743465908, 49.349084228475022, 2547.176190927903]]
