TypeID 	Mean Vector 	Cov Matrix
0 	[-17.847185411689523, 9.76150659112891, -0.6410388769791027, 20.62496338976689, -5.253060743878686] 	[[3580.0272133987164, 564.75619721029818, 51.679294288013594, 3206.248459096154, 613.23205958118001], [564.75619721029818, 1172.1012578400462, 25.277846947550881, 1761.5760976387764, 432.19519424212746], [51.679294288013594, 25.277846947550881, 7.006755875484955, 129.6214021500941, 38.881697052514845], [3206.248459096154, 1761.5760976387764, 129.6214021500941, 9092.979015224693, 637.79977583561538], [613.23205958118001, 432.19519424212746, 38.881697052514845, 637.79977583561538, 613.8034817936637]]
1 	[20.892759462195578, -17.19965434246933, 20.583867519684176, -14.829793330455967, 18.93155381485147] 	[[10128.951927869251, 3591.0037372444267, 2528.3382954601925, 2977.9195979705464, 2289.5636456160692], [3591.0037372444267, 6918.161845317066, 1398.0201443842757, 2711.4280005236296, 1763.7122287224756], [2528.3382954601925, 1398.0201443842757, 2038.9256814218593, 1664.7055537901538, 1026.1520536587498], [2977.9195979705464, 2711.4280005236296, 1664.7055537901538, 4247.690274040217, 1404.1396600214164], [2289.5636456160692, 1763.7122287224756, 1026.1520536587498, 1404.1396600214164, 1491.5158060550054]]
2 	[-2.4310425269434965, -11.013811313771718, 7.538536617564752, -8.923581385520619, 0.14758673742295159] 	[[14.423168461414289, 41.784142802071734, 23.358116212080954, 30.245491796076635, 0.2999954404632646], [41.784142802071734, 417.65644221667793, 206.68522999384331, 96.66892195107414, 1.8240392781831201], [23.358116212080954, 206.68522999384331, 392.26978229596773, 128.38305028193892, 2.1766596885286855], [30.245491796076635, 96.66892195107414, 128.38305028193892, 216.11807685450657, 1.5748457180348647], [0.2999954404632646, 1.8240392781831201, 2.1766596885286855, 1.5748457180348647, 0.06206701219232657]]
3 	[-6.361877597393592, 20.536300211798867, -2.3434582040079732, 9.905036872069921, 15.748963224718253] 	[[149.86022434593906, 458.94565914491483, 39.24634094385484, 198.06119195234356, 244.87277067955833], [458.94565914491483, 8384.765233078622, 412.67344035831292, 1511.9006212118584, 3600.9917978961075], [39.24634094385484, 412.67344035831292, 113.47477789961519, 115.39738203684647, 247.34871074936797], [198.06119195234356, 1511.9006212118584, 115.39738203684647, 1287.175072792712, 1373.624879167173], [244.87277067955833, 3600.9917978961075, 247.34871074936797, 1373.624879167173, 4344.622792248199]]
4 	[16.573007788046333, -16.90586461097206, -9.39348565145063, -14.551479799467403, 13.9953501054571] 	[[3588.0310104840796, 1208.4142643508599, 1050.2282686009114, 1003.5441579328664, 1409.9602917064965], [1208.4142643508599, 1406.4491578383747, 578.80062120396838, 624.85531117906351, 968.7472494292324], [1050.2282686009114, 578.80062120396838, 1355.691090333035, 534.02844288246354, 647.62861144159865], [1003.5441579328664, 624.85531117906351, 534.02844288246354, 784.5939737081767, 493.40794408962358], [1409.9602917064965, 968.7472494292324, 647.62861144159865, 493.40794408962358, 2376.229758081539]]
5 	[-8.475303673959814, 1.783069068231093, -12.984549361689327, 17.16713899179596, -15.664786831382798] 	[[335.6144908520562, 59.966208957283136, 234.06861967647109, 218.91825524623033, 240.02298194953659], [59.966208957283136, 79.20449094170071, 67.35438678384638, 63.283708134150068, 115.86971150068634], [234.06861967647109, 67.35438678384638, 533.0385459113223, 348.42568966469224, 221.08266415324579], [218.91825524623033, 63.283708134150068, 348.42568966469224, 746.512660057634, 327.52184320078237], [240.02298194953659, 115.86971150068634, 221.08266415324579, 327.52184320078237, 553.8409921779661]]
6 	[6.650231139318876, 2.6842381736563574, -14.628397097955185, 16.983714998730086, 16.64266481639057] 	[[276.4468142688527, 65.285329596473986, 293.75552814305803, 448.76883313877289, 429.10667760271298], [65.285329596473986, 132.21765500301626, 276.76294828403297, 249.11985939900094, 253.66149550241218], [293.75552814305803, 276.76294828403297, 2054.3060998661754, 753.3275188845173, 1449.8009329181875], [448.76883313877289, 249.11985939900094, 753.3275188845173, 4310.987774831594, 1921.8431103933221], [429.10667760271298, 253.66149550241218, 1449.8009329181875, 1921.8431103933221, 3909.724311102505]]
7 	[2.1550933971466613, -18.3835706315391, 3.849156829101723, -19.29326928523397, -2.4082271404589406] 	[[103.66494593318382, 272.15998070871268, 25.186774913565337, 193.76293549262965, 52.915823493765039], [272.15998070871268, 8112.104237032082, 227.86820692675369, 1505.825436960482, 364.51141528513614], [25.186774913565337, 227.86820692675369, 52.58580613036947, 153.86559685226882, 37.993088180855445], [193.76293549262965, 1505.825436960482, 153.86559685226882, 1353.55127273943, 120.21402943783229], [52.915823493765039, 364.51141528513614, 37.993088180855445, 120.21402943783229, 76.71081505129011]]
8 	[15.92763759093851, 12.212532065998914, 9.497438457178426, 5.904862951520364, -0.9149478840925234] 	[[4334.449643324633, 1054.5687481855687, 483.27640187004334, 193.35153519750517, 97.344561705047369], [1054.5687481855687, 1693.0722402709168, 411.40745782377468, 140.12981000379168, 69.343255896938089], [483.27640187004334, 411.40745782377468, 433.4394695333601, 50.632870981707029, 33.04895578740355], [193.35153519750517, 140.12981000379168, 50.632870981707029, 83.03000754737525, 7.8121732434524764], [97.344561705047369, 69.343255896938089, 33.04895578740355, 7.8121732434524764, 8.252372997275131]]
9 	[7.047506857428846, -2.3234831127025544, 4.8395814642287895, 6.785610747901259, 6.79747554553429] 	[[167.66289422668217, 42.421726248319331, 24.77051607825253, 234.21032143019229, 83.659252432224662], [42.421726248319331, 66.11747649032212, 20.577414729003937, 148.3675369664721, 43.423409647298371], [24.77051607825253, 20.577414729003937, 52.88550032155665, 81.655193049522509, 35.814951332914788], [234.21032143019229, 148.3675369664721, 81.655193049522509, 1085.8435271689032, 229.97733544140132], [83.659252432224662, 43.423409647298371, 35.814951332914788, 229.97733544140132, 152.8906583658194]]
10 	[16.246744806169936, -2.2134249281438194, 13.386802583992818, 2.7079432832084365, 15.47078779923617] 	[[2546.5673231113283, 76.306504823441898, 1025.675979503832, 211.78594369665089, 499.81357780351453], [76.306504823441898, 18.311907961793356, 84.848531332382507, 9.281557703888744, 68.84649864047104], [1025.675979503832, 84.848531332382507, 2706.5211138147183, 109.03365425469127, 522.23399748355985], [211.78594369665089, 9.281557703888744, 109.03365425469127, 70.25871390296136, 88.054056780948912], [499.81357780351453, 68.84649864047104, 522.23399748355985, 88.054056780948912, 1198.2243124601694]]
11 	[19.047837594693995, -13.361180305752434, 16.10668765821078, -6.888368788570116, -6.229589256642157] 	[[3163.2898874196308, 546.94095153798048, 1059.3641684336151, 780.98377841515526, 504.43531789566953], [546.94095153798048, 743.380118260531, 1164.6963919659988, 269.55160903286327, 144.67738217362978], [1059.3641684336151, 1164.6963919659988, 5345.647768536929, 448.61494185149064, 593.63304212222795], [780.98377841515526, 269.55160903286327, 448.61494185149064, 566.9015767146228, 207.88038874424231], [504.43531789566953, 144.67738217362978, 593.63304212222795, 207.88038874424231, 385.5150639590526]]
12 	[20.99027867924641, -3.6486257895735683, 12.387083028017116, 14.709499648775633, -19.723798157220752] 	[[7676.246950069474, 326.91194670741464, 2374.890907457308, 2443.1246589614921, 1516.8309868490785], [326.91194670741464, 209.2110440781944, 302.20038502555389, 433.8033996491535, 181.96009468767852], [2374.890907457308, 302.20038502555389, 2851.7289933891243, 1009.4780195889434, 1164.1953164027348], [2443.1246589614921, 433.8033996491535, 1009.4780195889434, 3098.0038248677656, 1222.740814229737], [1516.8309868490785, 181.96009468767852, 1164.1953164027348, 1222.740814229737, 1478.4526997282578]]
13 	[7.219288437080564, 6.3550599952133595, 19.773644050649217, 4.724866344836244, 3.6476089181042646] 	[[132.2789332057825, 46.760495151420969, 575.22328672223546, 108.4626454325723, 67.442083008197883], [46.760495151420969, 94.69650952876013, 371.60618208618348, 60.398972583561431, 48.14909872247928], [575.22328672223546, 371.60618208618348, 8312.151085001673, 710.84162732519883, 623.50448173095731], [108.4626454325723, 60.398972583561431, 710.84162732519883, 301.9325219284416, 133.81627410211584], [67.442083008197883, 48.14909872247928, 623.50448173095731, 133.81627410211584, 264.5321984762727]]
14 	[7.319008523428909, 1.5858982727114608, 6.111181504346078, -17.90850883799267, 6.912779392953549] 	[[186.21875960151937, 34.537699177942521, 153.27182757621316, 395.10899858258227, 92.781909711208755], [34.537699177942521, 23.904697654626222, 29.50633968782472, 153.77323151721822, 44.273204804694558], [153.27182757621316, 29.50633968782472, 508.88323340083224, 337.2378848202373, 137.92525266130656], [395.10899858258227, 153.77323151721822, 337.2378848202373, 3313.568235499859, 295.26733996763204], [92.781909711208755, 44.273204804694558, 137.92525266130656, 295.26733996763204, 235.9031690112953]]
