TypeID 	Mean Vector 	Cov Matrix
0 	[-17.170803049948383, 2.4281778808381134, -13.341269200694589, 12.352860496082862, 12.82542781393056] 	[[178.30184459537196, 0, 0, 0, 0], [0, 8.788489415812085, 0, 0, 0], [0, 0, 77.61668429160507, 0, 0], [0, 0, 0, 92.31480598680467, 0], [0, 0, 0, 0, 94.1874234851431]]
1 	[16.47230770389659, -9.681275022001243, -3.5484825787643466, 16.2512626982883, 9.468489238310013] 	[[380.0231127829193, 0, 0, 0, 0], [0, 149.1471285434635, 0, 0, 0], [0, 0, 4.666466198896849, 0, 0], [0, 0, 0, 498.774995408583, 122.34357529068761], [0, 0, 0, 122.34357529068761, 58.31306077416813]]
2 	[4.729590786396248, 2.0774003533045473, -4.729532649843971, -17.9171854997341, -11.75227527506293] 	[[23.9032748652958, 5.0708354118589023, 0, 0, 0], [5.0708354118589023, 1.9223135186103826, 2.7328921787817091, 0, 0], [0, 2.7328921787817091, 9.392370421564172, 0, 0], [0, 0, 0, 228.773100955359, 0], [0, 0, 0, 0, 165.48204370131953]]
3 	[5.744617018787764, 1.5741366758394015, -7.022230095522737, 0.5785624546499761, 19.33499961017675] 	[[35.420745614972, 0, 0, 0, 0], [0, 2.544456810700473, 0, 0, 0], [0, 0, 104.24462368974935, 0, 0], [0, 0, 0, 0.12090524273236464, 5.2141228932403276], [0, 0, 0, 5.2141228932403276, 286.4965987118632]]
4 	[-18.025033906291213, -13.573428857708514, 18.328989403913916, 16.25880043093204, -10.882441266481333] 	[[660.1897711070828, 0, 0, 0, 0], [0, 77.9873236581362, 0, 0, 0], [0, 0, 724.578482170273, 0, 167.25746762552569], [0, 0, 0, 283.892945489965, 0], [0, 0, 167.25746762552569, 0, 82.5567467667977]]
5 	[19.32869865419798, 14.477309301669926, -16.91093626594894, -10.644795803006444, -4.1310074946334545] 	[[731.9920895624281, 0, 0, 253.08834680892269, 0], [0, 225.43287667358484, 0, 0, 0], [0, 0, 187.11554583745638, 0, 0], [253.08834680892269, 0, 0, 95.55841270338021, 0], [0, 0, 0, 0, 17.573456127378265]]
6 	[-19.906610814893746, 7.661621680592667, -2.685252870778182, 2.7514403733988004, -9.417682586016205] 	[[486.6282283950249, 177.80812490226185, 0, 0, 0], [177.80812490226185, 74.31283214978976, 0, 0, 0], [0, 0, 15.678149350617502, 0, 0], [0, 0, 0, 3.690970428635576, 0], [0, 0, 0, 0, 60.6907781680809]]
7 	[-1.8586875421903422, 7.975109114641938, 11.38710411693959, -4.746439317173344, 5.561109048529961] 	[[4.326949455927147, 0, 0, 0, 0], [0, 34.54566138892212, 0, 0, 0], [0, 0, 101.32797482185349, 24.441478602909697, 0], [0, 0, 24.441478602909697, 13.896454414901322, 0], [0, 0, 0, 0, 56.55021506822519]]
8 	[18.959423365759136, 6.780480987735363, 1.8625289694978733, 20.21618535083035, 11.247560038098321] 	[[342.53459975370475, 0, 0, 0, 0], [0, 40.4320183458034, 0, 0, 47.227634935036136], [0, 0, 5.311634449053795, 29.026163609562513, 0], [0, 0, 29.026163609562513, 226.28084850009716, 0], [0, 47.227634935036136, 0, 0, 143.12892093994475]]
9 	[-9.129619109621686, 0.7058509051823343, -10.15055698387954, -8.110014187904186, -6.86361870424283] 	[[43.17959136889509, 0, 0, 0, 0], [0, 0.5954873515772425, 0, 0, 0], [0, 0, 138.65598489965896, 0, 0], [0, 0, 0, 76.64179238128808, 0], [0, 0, 0, 0, 25.60744810629407]]
10 	[-7.172404262573867, 19.517101783789947, 18.178777734808193, -2.757539048799636, -18.431451560850697] 	[[76.35168420505886, 0, 0, 27.965868024204752, 0], [0, 272.1803365455097, 359.630258153358, 0, 0], [0, 359.630258153358, 670.921708808917, 0, 0], [27.965868024204752, 0, 0, 12.813084737232558, 0], [0, 0, 0, 0, 238.68814821171378]]
11 	[-2.4524467961437075, -10.401731786798381, 1.4705431485289715, 13.782466633163821, 17.455187754492037] 	[[7.682333284809339, 0, 0, 0, 0], [0, 75.1494212348088, 8.6956167894888861, 0, 0], [0, 8.6956167894888861, 2.2318124990975026, 0, 0], [0, 0, 0, 410.3136168943129, 0], [0, 0, 0, 0, 400.2081720375619]]
12 	[12.98638004427356, -14.386497048053243, -13.488352350439733, -18.044166286743565, 19.883251836091453] 	[[114.29178258505162, 0, 0, 144.23561267509905, 0], [0, 406.9550973543818, 0, 0, 0], [0, 0, 270.39929683094545, 0, 0], [144.23561267509905, 0, 0, 248.5932478961807, 0], [0, 0, 0, 0, 249.83727203675267]]
13 	[18.718445193024387, -19.747571760311274, -6.660582948578007, 2.849181951132877, -19.506578248621068] 	[[255.47286443722987, 0, 0, 24.33289978117039, 0], [0, 635.7417460970552, 0, 0, 0], [0, 0, 36.00552227156914, 0, 0], [24.33289978117039, 0, 0, 4.31028895275, 0], [0, 0, 0, 0, 444.7155671471324]]
14 	[-10.765524186464388, -4.507556106877789, -11.271758710305127, 3.139387328542117, 19.748698281383696] 	[[122.01425752272606, 0, 0, 0, 0], [0, 16.62722741720608, 0, 0, 0], [0, 0, 176.8350816728006, 25.2367228171946, 0], [0, 0, 25.2367228171946, 6.734022306268556, 0], [0, 0, 0, 0, 145.16226221594428]]
15 	[3.1753705798450333, -6.2339514252351265, 6.8132506277055995, 12.181806984336902, -8.056930997146411] 	[[5.211872932609777, 0, 0, 0, 0], [0, 73.62176169984663, 0, 0, 0], [0, 0, 63.40567515174311, 0, 0], [0, 0, 0, 83.5589507881053, 0], [0, 0, 0, 0, 122.22021219931985]]
