TypeID 	Mean Vector 	Cov Matrix
0 	[0.5801908953776653, 16.568887601787523, 3.923609185781306, -4.324116500084454, -16.978884704778743] 	[[0.4295190188263011, 0, 0.45086688122345236, 0.47290155099954478, 3.3732298118358957], [0, 356.59118508932085, 8.2981362508420791, 11.698800005967025, 0], [0.45086688122345236, 8.2981362508420791, 8.59469984526526, 1.7803361900377284, 0], [0.47290155099954478, 11.698800005967025, 1.7803361900377284, 15.338459149418945, 1.4549760309510849], [3.3732298118358957, 0, 0, 1.4549760309510849, 487.2385281459524]]
1 	[20.862101300212274, -7.783644828612541, -6.185615250900804, -17.027933850729337, 2.3199324481649093] 	[[163.04345508865003, 3.1198976403309624, 0, 14.014355264189842, 7.2288590350319399], [3.1198976403309624, 61.576803777312605, 0, 0, 2.0873813624681556], [0, 0, 59.75998831791008, 4.6423687313791318, 1.8342709094751553], [14.014355264189842, 0, 4.6423687313791318, 491.3287484978373, 15.292965620249657], [7.2288590350319399, 2.0873813624681556, 1.8342709094751553, 15.292965620249657, 7.754013053701967]]
2 	[15.364784078258715, -6.848298118407458, -7.096696447856813, -11.985877597685766, -11.212846405231998] 	[[281.4561857415793, 0, 0, 69.391420510490178, 21.916017075867362], [0, 86.50270727863617, 0, 0, 0], [0, 0, 57.340968881096835, 0, 0], [69.391420510490178, 0, 0, 286.8574071792569, 25.369847376868936], [21.916017075867362, 0, 0, 25.369847376868936, 49.44646093309285]]
3 	[5.382892358574427, 12.15358502199171, 2.590713151711384, 17.493898253396743, -18.93953153573308] 	[[31.288832395703935, 2.5677690415445964, 0, 8.9214840777537905, 31.19055620375536], [2.5677690415445964, 115.85119522619762, 0, 22.134337447750838, 10.330076638212978], [0, 0, 9.529901802609725, 6.5676838129629287, 12.034322429314258], [8.9214840777537905, 22.134337447750838, 6.5676838129629287, 138.40819009918388, 0], [31.19055620375536, 10.330076638212978, 12.034322429314258, 0, 570.8411819981233]]
4 	[-7.586570742918372, -9.627838931841557, 2.327612954786069, 8.578345365216315, -11.572336348202075] 	[[120.43630976640358, 13.333989734003364, 0, 0, 4.4275979608188338], [13.333989734003364, 195.8733134348734, 0, 19.776169875638949, 0], [0, 0, 3.3199750854028465, 0.44634544070973126, 3.0397021645561284], [0, 19.776169875638949, 0.44634544070973126, 102.03519043515368, 0], [4.4275979608188338, 0, 3.0397021645561284, 0, 63.964889574082896]]
5 	[-16.60802205656785, 9.624651649779093, -9.511699853130704, -17.092412394927738, 3.9737747245322446] 	[[223.29678555018555, 6.4749690589476945, 5.7229990936771786, 8.7971052009012158, 1.8033114359240521], [6.4749690589476945, 136.3172937233606, 19.311821720202467, 33.458973101062952, 6.3582781622986699], [5.7229990936771786, 19.311821720202467, 118.58262466907972, 0, 0], [8.7971052009012158, 33.458973101062952, 0, 139.1965840092799, 6.2949487960046548], [1.8033114359240521, 6.3582781622986699, 0, 6.2949487960046548, 19.946375569861065]]
6 	[-20.62788894805331, 13.829428982397985, -7.638081698606644, -18.648676558768212, 18.759618113809438] 	[[517.204804188799, 0, 2.746440391764061, 0, 37.05226304114349], [0, 175.1381015398035, 27.360365721046037, 0, 36.551598026875347], [2.746440391764061, 27.360365721046037, 71.97613973175685, 7.6745927611881983, 0], [0, 0, 7.6745927611881983, 142.28502660686556, 46.738441267743248], [37.05226304114349, 36.551598026875347, 0, 46.738441267743248, 483.1339564904177]]
7 	[-19.310445508295544, -16.640995682748382, -7.532912330716773, -19.0471942715489, 11.536200842257848] 	[[604.8990335689509, 16.123806801783658, 0, 0, 77.219652457695133], [16.123806801783658, 492.99257264227276, 0, 23.711450958629097, 12.378046188142553], [0, 0, 63.09188908857782, 0, 10.532498057850551], [0, 23.711450958629097, 0, 153.1958609821629, 28.644365858686445], [77.219652457695133, 12.378046188142553, 10.532498057850551, 28.644365858686445, 213.95652594205714]]
8 	[11.234468779636927, -10.836480346587267, 15.137559058213725, -19.277793977612074, 14.15187818561764] 	[[143.5903886874769, 0, 0, 0.94123600243928873, 0], [0, 161.75416925124406, 6.9519374236074603, 9.4321192583977922, 0], [0, 6.9519374236074603, 342.7572093872689, 29.684067016409944, 10.838220893093055], [0.94123600243928873, 9.4321192583977922, 29.684067016409944, 152.74422208022773, 30.524443821349557], [0, 0, 10.838220893093055, 30.524443821349557, 227.6668773456306]]
9 	[-1.753688041872799, 1.7245187899947396, -19.49854495220836, 10.601965241062377, -19.060122484799273] 	[[2.0886670353307966, 0, 4.6083818951774491, 0, 0], [0, 3.6524283230517334, 0, 0, 5.980764779573092], [4.6083818951774491, 0, 484.5603170839351, 0, 73.921391876270661], [0, 0, 0, 99.73098489304148, 0], [0, 5.980764779573092, 73.921391876270661, 0, 192.96022808253753]]
