TypeID 	Mean Vector 	Cov Matrix
0 	[16.192743087239066, 4.818613833394092, -5.746147565204511, -15.51571065244733, -15.553321477418521] 	[[6131.34039849041, 0, 0, 0, 0], [0, 90.04669639994479, 99.191094415375673, 252.60632834394406, 0], [0, 99.191094415375673, 595.3031259598511, 0, 0], [0, 252.60632834394406, 0, 3720.1296186064083, 749.32399152433038], [0, 0, 0, 749.32399152433038, 552.9346725235945]]
1 	[-10.139542658254127, -6.774982387610422, -11.11360831540901, 19.61593629398454, -20.78618435677248] 	[[691.59258374719, 318.44358570984446, 643.63339469380401, 0, 0], [318.44358570984446, 1102.8034226770842, 0, 632.96985168429524, 0], [643.63339469380401, 0, 3024.1909315440466, 1762.9493786255096, 0], [0, 632.96985168429524, 1762.9493786255096, 3532.60844095568, 0], [0, 0, 0, 0, 7974.3541156312185]]
2 	[-11.365699687732217, 10.079014941309484, -4.501864278525822, 9.819663567788698, 9.528704014115782] 	[[353.32454902150977, 0, 0, 0, 0], [0, 998.4167975929499, 0, 250.61530669658595, 256.63401305809668], [0, 0, 71.01146826296574, 44.071599254253165, 0], [0, 250.61530669658595, 44.071599254253165, 219.39905977223697, 135.00470620241248], [0, 256.63401305809668, 0, 135.00470620241248, 273.6589425647813]]
3 	[18.5482570359966, -8.507331902719958, -7.883677356857989, -13.866515630374025, -4.380795117120748] 	[[5451.638652863832, 0, 0, 2217.9027993735153, 422.04455560411321], [0, 565.349614310214, 0, 0, 232.98620977367111], [0, 0, 1544.879543155542, 0, 491.01565216981288], [2217.9027993735153, 0, 0, 2865.835399895441, 0], [422.04455560411321, 232.98620977367111, 491.01565216981288, 0, 462.7593849017102]]
4 	[-8.36844538832386, -20.98239727655749, 15.751655692838142, -20.72037007583651, 11.116166599737966] 	[[1633.705015295367, 0, 0, 1674.6860497388152, 0], [0, 8433.049969993624, 0, 0, 1468.8755804350139], [0, 0, 2249.6348092553794, 0, 0], [1674.6860497388152, 0, 0, 9649.8134453003, 0], [0, 1468.8755804350139, 0, 0, 1628.163428443114]]
5 	[3.4527538059543446, -4.782921431411964, 3.9294051881058394, 12.045129695188052, 3.4368356641327225] 	[[149.62633271731866, 0, 42.834869692327665, 0, 0], [0, 349.89530481442864, 0, 321.93568131111726, 0], [42.834869692327665, 0, 131.96499015027752, 0, 80.326393416865002], [0, 321.93568131111726, 0, 1234.2566528379193, 0], [0, 0, 80.326393416865002, 0, 214.02091249917476]]
6 	[-13.73592259455352, -9.073528229048847, 10.567563811867622, -10.117175100342036, 0.8191466873933066] 	[[4562.859583625949, 0, 0, 586.58919774720232, 0], [0, 367.3023838036127, 0, 0, 0], [0, 0, 1720.2448294832202, 0, 0], [586.58919774720232, 0, 0, 1003.6417476322661, 0], [0, 0, 0, 0, 1.5251183206933494]]
7 	[-13.962287688244974, 17.816131312266698, 12.950422179827612, 14.885260674946892, 17.909445343844958] 	[[1523.7833657807805, 0, 0, 1006.5117977394347, 416.2782179624171], [0, 963.5923104719108, 788.10218164365256, 0, 0], [0, 788.10218164365256, 2988.7614847200903, 0, 681.80833030093731], [1006.5117977394347, 0, 0, 4928.748723241867, 0], [416.2782179624171, 0, 681.80833030093731, 0, 990.2375173223967]]
8 	[-14.229649998507231, 20.73073299324981, 2.6769123804556045, -7.443445851356611, 15.378981008303285] 	[[1310.0606661198267, 0, 0, 0, 0], [0, 3824.036520306816, 0, 688.18937703355152, 0], [0, 0, 62.678352422040014, 0, 101.19332136639051], [0, 688.18937703355152, 0, 441.7984048830204, 295.39969562376268], [0, 0, 101.19332136639051, 295.39969562376268, 914.6850027504908]]
9 	[-19.08187919979065, -7.79764226318518, -5.545083635555105, 20.799117329454646, 20.490804720371308] 	[[6967.2149314029375, 0, 396.88412257071326, 3030.1206327140844, 0], [0, 640.5421028055001, 79.362936413325201, 1174.2113796458245, 635.76978299463394], [396.88412257071326, 79.362936413325201, 141.26157275230165, 0, 0], [3030.1206327140844, 1174.2113796458245, 0, 7379.874684760233, 1555.2003787754447], [0, 635.76978299463394, 0, 1555.2003787754447, 2755.71054254303]]
