TypeID 	Mean Vector 	Cov Matrix
0 	[14.796290832201095, -6.815558157708184, -8.782025881000541, -7.049017004608281, 3.834140394708001] 	[[13.988213985217673, 6.6526259952730245, 14.664190122492121, 8.5510597451087023, 3.6214434208333977], [6.6526259952730245, 5.731330214879414, 10.47798369745453, 4.0565784176159436, 3.0871825794050718], [14.664190122492121, 10.47798369745453, 23.645991924143807, 10.12623383026728, 5.9093616839700216], [8.5510597451087023, 4.0565784176159436, 10.12623383026728, 6.331873565325654, 2.178582345103365], [3.6214434208333977, 3.0871825794050718, 5.9093616839700216, 2.178582345103365, 1.9073764502206072]]
1 	[7.397310905691377, -19.752407620288118, -5.8152784038910905, -2.5164259975380396, -10.590655054242612] 	[[16.39883604863277, 14.248757077596705, 7.097469334781179, 3.0091285930806815, 8.2868107250864682], [14.248757077596705, 20.241358463249146, 5.8689423940105012, 2.7790012984178363, 8.1278008469879435], [7.097469334781179, 5.8689423940105012, 4.046414030800872, 1.0693592200957727, 4.3432863442888383], [3.0091285930806815, 2.7790012984178363, 1.0693592200957727, 0.6927247009251687, 1.4112233905706411], [8.2868107250864682, 8.1278008469879435, 4.3432863442888383, 1.4112233905706411, 5.029042094932635]]
2 	[18.619658145603267, 2.5112508548396626, 13.410434725682975, -14.441040762216208, -9.443051415185629] 	[[20.999938066710985, 4.7348637130001903, 23.315662495361945, 20.999855756719736, 10.108802100224104], [4.7348637130001903, 1.5234741355973183, 5.5032458282193772, 5.128178275198807, 3.0260920841321104], [23.315662495361945, 5.5032458282193772, 37.63302616978864, 28.698273937358731, 14.506576851298458], [20.999855756719736, 5.128178275198807, 28.698273937358731, 26.44106713995839, 15.021546545600474], [10.108802100224104, 3.0260920841321104, 14.506576851298458, 15.021546545600474, 11.965686690722949]]
3 	[16.30400832162993, -5.867777767083242, 8.355543748823006, 19.20538485184794, 5.9720412969169026] 	[[62.74942110029409, 14.88670449551925, 8.6743726496461289, 43.716850130212464, 12.611474247729376], [14.88670449551925, 7.448769581562941, 3.4375086589559603, 17.863444304976614, 6.099676776808268], [8.6743726496461289, 3.4375086589559603, 3.2199134331820694, 12.141176786300209, 2.5334267138320969], [43.716850130212464, 17.863444304976614, 12.141176786300209, 70.80651277820147, 15.017755512029995], [12.611474247729376, 6.099676776808268, 2.5334267138320969, 15.017755512029995, 5.291520704245693]]
4 	[0.8179572374535802, -17.98758145684181, -8.913180054921348, 10.13946268368165, -0.29612694938742123] 	[[0.1500131343147523, 2.5644094734725575, 0.49565075468681674, 1.6669117095039561, 0.019525833427024235], [2.5644094734725575, 58.46394001528597, 11.02663571741447, 28.366349583217318, 0.41727243278494275], [0.49565075468681674, 11.02663571741447, 3.7066457034979425, 6.5734666541699411, 0.10052847074855974], [1.6669117095039561, 28.366349583217318, 6.5734666541699411, 26.575584696765493, 0.25132098159304112], [0.019525833427024235, 0.41727243278494275, 0.10052847074855974, 0.25132098159304112, 0.005521277678410713]]
5 	[1.372369775642447, 4.525149795202793, -15.89819501300817, 12.481511726653828, 16.327185205177607] 	[[0.6476447339404658, 0.860001218834894, 4.5123052335840006, 4.0600623909063307, 3.4573818566622343], [0.860001218834894, 1.722021228075762, 6.992530660387918, 6.4434004745984108, 6.1112908299104616], [4.5123052335840006, 6.992530660387918, 61.12276962845612, 34.516296150609662, 51.536826410202252], [4.0600623909063307, 6.4434004745984108, 34.516296150609662, 48.49963467387162, 37.497052666634517], [3.4573818566622343, 6.1112908299104616, 51.536826410202252, 37.497052666634517, 50.89437440331215]]
6 	[16.938828629874713, 10.332011180980494, -11.583397015293404, 18.77408386093194, -5.171141254252339] 	[[53.89498509375268, 37.432700727757329, 24.300259835767015, 46.932921467145974, 12.895523222228762], [37.432700727757329, 38.23523334179659, 27.354077154933531, 38.569656645383375, 15.509275076212042], [24.300259835767015, 27.354077154933531, 23.176339886504955, 33.458893269116167, 11.765283550884106], [46.932921467145974, 38.569656645383375, 33.458893269116167, 89.53867925345499, 20.477463514248235], [12.895523222228762, 15.509275076212042, 11.765283550884106, 20.477463514248235, 8.547555966874345]]
7 	[5.596142825287632, 10.205135051317988, -7.442843504934, 0.2482386037716786, -7.623961271885136] 	[[11.163543359415215, 7.1659570629021045, 10.949956089697924, 0.37367502694216137, 9.1410970985635949], [7.1659570629021045, 10.576850075518815, 11.559151306470536, 0.31261216993061852, 8.5360442341946623], [10.949956089697924, 11.559151306470536, 18.51092845695924, 0.35914726349163412, 10.874303592764099], [0.37367502694216137, 0.31261216993061852, 0.35914726349163412, 0.01585175460605566, 0.36421075518201496], [9.1410970985635949, 8.5360442341946623, 10.874303592764099, 0.36421075518201496, 15.468088707478085]]
8 	[17.927819094794046, -17.510189482298493, 14.323639185329483, 2.4240848707721305, -0.6319452730475739] 	[[89.14144323620455, 41.072396636759244, 67.580391857822249, 10.022982664055974, 2.0301668959005408], [41.072396636759244, 45.62414206934192, 43.191151984690471, 6.5840767979264996, 1.9207523752617739], [67.580391857822249, 43.191151984690471, 66.00302502308409, 9.2016212952428447, 1.9575823948280058], [10.022982664055974, 6.5840767979264996, 9.2016212952428447, 2.0731226970239556, 0.32817590035028843], [2.0301668959005408, 1.9207523752617739, 1.9575823948280058, 0.32817590035028843, 0.1023846468874007]]
9 	[18.32948547304865, 1.0457500314233528, 14.140489209875128, -7.429061947629075, 5.578401442267207] 	[[21.45710176230253, 1.2471382515713734, 33.988707258565739, 19.10707767906354, 7.861802540060677], [1.2471382515713734, 0.11359486727060727, 2.4093520236044781, 1.1392701058164272, 0.49556792033840075], [33.988707258565739, 2.4093520236044781, 66.348742071834, 27.940934617708134, 12.746814975427482], [19.10707767906354, 1.1392701058164272, 27.940934617708134, 18.51608934339375, 6.3384657952416124], [7.861802540060677, 0.49556792033840075, 12.746814975427482, 6.3384657952416124, 4.4942586140943614]]
10 	[-13.710207497909344, -7.264592341014481, 16.90984339079983, 8.851591035598698, 4.782809909538525] 	[[24.30830354970875, 13.374074868737653, 19.861924891923849, 6.4982215978939655, 0], [13.374074868737653, 14.495499330248972, 13.917419634017842, 6.8070490852056267, 0], [19.861924891923849, 13.917419634017842, 20.78087122435594, 7.0701068699432872, 0], [6.4982215978939655, 6.8070490852056267, 7.0701068699432872, 4.239883081594749, 0], [0, 0, 0, 0, 6.29316900832847]]
11 	[-20.89378446745035, 0.078955604158093, 11.567328117435942, -17.627991803497075, -5.815502253115893] 	[[138.10822852327072, 0, 51.538429857070852, 0, 20.088693427223365], [0, 0.0008333785834248666, 0, 0, 0.044864670127479585], [51.538429857070852, 0, 30.954398820335108, 0, 9.2816532640565867], [0, 0, 0, 12.450249107043934, 0], [20.088693427223365, 0.044864670127479585, 9.2816532640565867, 0, 5.741823165840628]]
12 	[1.7183653426309462, -8.33175231656028, 6.878755413727042, 9.828080328110552, -3.462690333591965] 	[[0.15650345144847982, 0.70421547528407558, 0.99686741784036603, 1.2563452052286859, 0.38409507609183557], [0.70421547528407558, 5.4656106799853195, 5.7968818153549524, 6.4104587419753782, 1.6656895058800154], [0.99686741784036603, 5.7968818153549524, 10.670493668855059, 7.1322661873365165, 2.4520488025179574], [1.2563452052286859, 6.4104587419753782, 7.1322661873365165, 12.39915023302127, 2.6518693433364979], [0.38409507609183557, 1.6656895058800154, 2.4520488025179574, 2.6518693433364979, 1.257478597701719]]
13 	[2.3997602440431685, -6.337997333185125, -19.66737320532752, -5.963740196760963, -0.15194884161464017] 	[[0.6585884161457684, 0.96788281868492743, 8.4739834858078478, 1.7751393592461597, 0.055862303637088537], [0.96788281868492743, 1.925636285232173, 13.888298687736661, 3.1058488762727054, 0.10951661462290553], [8.4739834858078478, 13.888298687736661, 137.87646919649717, 23.092888938715866, 0.87514155373411229], [1.7751393592461597, 3.1058488762727054, 23.092888938715866, 7.932119723750048, 0.17115069991566853], [0.055862303637088537, 0.10951661462290553, 0.87514155373411229, 0.17115069991566853, 0.006883148712673033]]
14 	[-1.4885234514025711, 14.275978045272197, 18.177708681641278, -1.5960391673655643, -13.55106959334817] 	[[0.17886177820284013, 1.4427850450822273, 2.6297936554474135, 0.14558950432768161, 1.553834869334326], [1.4427850450822273, 17.890452754620163, 32.861468285644179, 1.9437796986656692, 18.445666086653606], [2.6297936554474135, 32.861468285644179, 74.63094868171707, 3.2167189060913204, 35.817747645140841], [0.14558950432768161, 1.9437796986656692, 3.2167189060913204, 0.24554014602131066, 1.9253195336016242], [1.553834869334326, 18.445666086653606, 35.817747645140841, 1.9253195336016242, 33.04672338755433]]
