TypeID 	Mean Vector 	Cov Matrix
0 	[6.943391610135098, -12.68968231186454, 8.290923392972633, -6.236850015388654, -8.06504606072539] 	[[12.661132798281768, 12.57171656904182, 5.7674933620803523, 1.8232676802037224, 5.8944598890017783], [12.57171656904182, 48.537013148317925, 12.580614070338271, 4.5706044356243174, 13.645942326097881], [5.7674933620803523, 12.580614070338271, 9.226903297741506, 2.5902954522745021, 8.0763244653944586], [1.8232676802037224, 4.5706044356243174, 2.5902954522745021, 2.0329674629661465, 2.0589531813049007], [5.8944598890017783, 13.645942326097881, 8.0763244653944586, 2.0589531813049007, 21.770600662183398]]
1 	[4.901840685756202, -4.6543747131500375, 15.241416209758029, -15.961965060990622, -0.8883145925708185] 	[[1.8771598500160553, 0.6487097275173942, 5.665751530902841, 5.6692041888842697, 0.20028266967594349], [0.6487097275173942, 3.1456885676270017, 3.3907924277557613, 8.1523675601249135, 0.12165011193913408], [5.665751530902841, 3.3907924277557613, 52.14173218759187, 17.006665954421386, 0.96450217373931657], [5.6692041888842697, 8.1523675601249135, 17.006665954421386, 78.05097214102469, 1.2747657914736259], [0.20028266967594349, 0.12165011193913408, 0.96450217373931657, 1.2747657914736259, 0.06678626927119122]]
2 	[-3.138760010365715, -16.65491754278638, -2.1673863870799046, -4.240136818896179, 14.5236035473948] 	[[0.8777750163644231, 1.376379867145104, 0.29983838462948598, 1.1599168673914098, 2.5039558555768879], [1.376379867145104, 18.078919968291878, 1.1398854830115881, 3.8495431670508276, 11.95286538031182], [0.29983838462948598, 1.1398854830115881, 0.3484887961900055, 0.53905362733414053, 1.7818789417966217], [1.1599168673914098, 3.8495431670508276, 0.53905362733414053, 4.438519311845862, 9.4362419893936433], [2.5039558555768879, 11.95286538031182, 1.7818789417966217, 9.4362419893936433, 69.00794617189625]]
3 	[18.069871917104713, -20.385511629497564, 11.925866473486074, -6.680058688141473, 0.2420154732822617] 	[[15.815722087661332, 17.657228666742885, 5.0782823368391448, 7.5390102554155032, 0.1412459146812218], [17.657228666742885, 56.0852393234138, 10.778099959130943, 11.637966937855973, 0.36486014415800078], [5.0782823368391448, 10.778099959130943, 17.43052440299184, 5.5245704735328722, 0.17932688941973871], [7.5390102554155032, 11.637966937855973, 5.5245704735328722, 10.61497445855336, 0.07507724126705756], [0.1412459146812218, 0.36486014415800078, 0.17932688941973871, 0.07507724126705756, 0.007961189884409586]]
4 	[13.747225977520607, 5.5737156271433825, -18.111079580871056, 5.520428730153309, -12.713404392474926] 	[[18.85471235237944, 2.9753966212563387, 15.052725574985937, 3.7894974545867566, 9.6537342556775219], [2.9753966212563387, 4.132126948978243, 5.9633705898793972, 2.37717177167784, 6.3801724513845128], [15.052725574985937, 5.9633705898793972, 37.25977017607626, 7.4578498020084858, 17.80118033015804], [3.7894974545867566, 2.37717177167784, 7.4578498020084858, 4.484375431984242, 3.5519437107106135], [9.6537342556775219, 6.3801724513845128, 17.80118033015804, 3.5519437107106135, 31.8665976656131]]
5 	[1.1663466551559907, 18.397340657365817, -19.72107054585957, -18.34486206189746, 10.210398482695005] 	[[0.19019861967420318, 1.2319110678112313, 1.3670933690295279, 0.93601801282606045, 0.98260650154564355], [1.2319110678112313, 49.760423299211595, 16.100620046526608, 16.77596720831648, 12.511486314214034], [1.3670933690295279, 16.100620046526608, 40.84278272899466, 17.085148087190451, 17.418167344149932], [0.93601801282606045, 16.77596720831648, 17.085148087190451, 40.738199599564865, 7.7653030380064578], [0.98260650154564355, 12.511486314214034, 17.418167344149932, 7.7653030380064578, 23.40696990783369]]
6 	[0.8799833486055384, 7.636421471927235, -2.540926982936167, -19.680301628604465, -17.501350524985558] 	[[0.265428093219354, 0.90739318641895506, 0.19170233526552577, 1.2103652630677841, 1.5214692901234605], [0.90739318641895506, 20.901441870150993, 1.9490115785780615, 12.879873646171928, 15.063397626485703], [0.19170233526552577, 1.9490115785780615, 0.8462396015419887, 2.5544499008870831, 2.4660538538008185], [1.2103652630677841, 12.879873646171928, 2.5544499008870831, 31.561494578370425, 19.80442743596257], [1.5214692901234605, 15.063397626485703, 2.4660538538008185, 19.80442743596257, 51.92954006072529]]
7 	[-16.5082285243394, -19.48904377544429, -2.354488667484791, -18.59502812323603, 17.91153884074381] 	[[71.00312925089297, 35.61436362392044, 3.5690115687993482, 25.353901327265827, 18.83827299874849], [35.61436362392044, 81.63731301447442, 4.8342925238323833, 21.292318032617622, 21.10247631175578], [3.5690115687993482, 4.8342925238323833, 1.258988857792807, 2.4332409413104474, 3.8533548858830997], [25.353901327265827, 21.292318032617622, 2.4332409413104474, 63.99941486362277, 24.875850278555191], [18.83827299874849, 21.10247631175578, 3.8533548858830997, 24.875850278555191, 44.716800231799375]]
8 	[-20.817734631240004, -14.975426132530657, -18.245157504623883, 0.06604961408836019, 2.9169740412150524] 	[[49.591813732348996, 35.138157313752252, 40.404825928794914, 0.11700312767629815, 2.9879697145274866], [35.138157313752252, 73.32338926611337, 50.451540724484566, 0.082699399439679133, 4.5643761107121712], [40.404825928794914, 50.451540724484566, 101.37134895829873, 0.098905799920306361, 6.3280195731661184], [0.11700312767629815, 0.082699399439679133, 0.098905799920306361, 0.0008583543572136339, 0.013006135875630351], [2.9879697145274866, 4.5643761107121712, 6.3280195731661184, 0.013006135875630351, 2.2095322182151325]]
9 	[-8.832792959244067, 1.1277063643689225, -14.445076417128737, -5.416285944251614, 12.166849174654985] 	[[18.349742664202548, 0.66005758411135662, 13.77346535446946, 3.7964652327782571, 8.4286617321575239], [0.66005758411135662, 0.16677803484066298, 0.84901478818312315, 0.39186203840895745, 0.81122380072676459], [13.77346535446946, 0.84901478818312315, 38.506028082501025, 6.8132713837557155, 8.9329210883941705], [3.7964652327782571, 0.39186203840895745, 6.8132713837557155, 4.246779562596507, 4.7979130035850011], [8.4286617321575239, 0.81122380072676459, 8.9329210883941705, 4.7979130035850011, 17.854132487666714]]
