TypeID 	Mean Vector 	Cov Matrix
0 	[1.2565975054896477, -3.3047977108828945, 16.812905352299673, -4.606826657449432, -1.8431444277657008] 	[[3.2211581793118333, 0, 0, 0, 0], [0, 10.823784530781142, 0, 0, 0], [0, 0, 381.68456406672146, 0, 0], [0, 0, 0, 21.871510376433253, 0], [0, 0, 0, 0, 1.3899867516307594]]
1 	[3.027743907145542, 2.3614108786411805, -10.89648904657704, 7.873594681924391, 4.231702316880526] 	[[7.656719066772035, 0, 0, 0, 0], [0, 5.039770994429524, 0, 0, 0], [0, 0, 56.86286124379128, 0, 0], [0, 0, 0, 81.75390873175506, 0], [0, 0, 0, 0, 12.799015130830808]]
2 	[8.548484863088056, -7.9490930461258, 3.8196651485117172, 14.04458526959138, 12.811677376407424] 	[[50.6354401106435, 0, 0, 0, 0], [0, 91.21435950205685, 0, 0, 0], [0, 0, 9.50693489791012, 0, 0], [0, 0, 0, 114.79750286900244, 0], [0, 0, 0, 0, 265.443206979614]]
3 	[-8.718363574342593, -16.359132260503053, -13.890184125813276, 6.154769242054705, -12.067108892801013] 	[[154.80285468481128, 0, 0, 0, 0], [0, 153.38397727760994, 0, 0, 0], [0, 0, 265.1811035184427, 0, 0], [0, 0, 0, 34.74196670564438, 0], [0, 0, 0, 0, 84.9054412769682]]
4 	[9.277869391921403, 3.6499159393952745, 4.294717898138305, 14.119294551836433, 0.14162784173484155] 	[[90.01008286883908, 0, 0, 0, 0], [0, 6.629639739742041, 0, 0, 0], [0, 0, 38.33884515927034, 0, 0], [0, 0, 0, 134.03072503278037, 0], [0, 0, 0, 0, 0.02599371918682654]]
5 	[-1.046057475672587, 3.848518543286101, 7.6945984108335495, 1.1361671428959532, 3.209011560665978] 	[[1.0408154760079036, 0, 0, 0, 0], [0, 25.361752906808338, 0, 0, 0], [0, 0, 33.569057629271924, 0, 0], [0, 0, 0, 2.8798167099354965, 0], [0, 0, 0, 0, 18.166552202198606]]
6 	[0.4660847786506501, -7.948367840431999, -12.729129387659222, 13.48373876706497, 9.687936067231675] 	[[0.17015838196848856, 0, 0, 0, 0], [0, 139.81565166153717, 0, 0, 0], [0, 0, 338.8932764567184, 0, 0], [0, 0, 0, 299.9757907692497, 0], [0, 0, 0, 0, 157.75765117671511]]
7 	[10.021413511949884, 6.9448982212700905, -10.546032529126746, -19.31624990784581, -4.7715526607258525] 	[[117.99596350374827, 0, 0, 0, 0], [0, 73.84707155759571, 0, 0, 0], [0, 0, 118.5318638359784, 0, 0], [0, 0, 0, 273.8669598320482, 0], [0, 0, 0, 0, 14.04843930111272]]
8 	[12.276260283464772, -12.546696217730926, -19.659520892688324, -4.5518451070243735, 19.534956583942275] 	[[230.98363959866262, 0, 0, 0, 0], [0, 116.96195409542301, 0, 0, 0], [0, 0, 380.3934697137543, 0, 0], [0, 0, 0, 29.43520402658053, 0], [0, 0, 0, 0, 438.34709890816015]]
9 	[-5.315505162912423, -4.953288569570432, 0.9219588066284992, 1.8928977249266232, -7.5802197947045595] 	[[29.823963472686962, 0, 0, 0, 0], [0, 36.898287452170194, 0, 0, 0], [0, 0, 0.5584204745489131, 0, 0], [0, 0, 0, 6.2012981207535365, 0], [0, 0, 0, 0, 24.662678365695047]]
10 	[-16.3271616933993, 6.368314844279411, 17.185795701157623, 1.323817890957951, -14.273100721501384] 	[[131.14310895300628, 0, 0, 0, 0], [0, 16.091916585319478, 0, 0, 0], [0, 0, 659.1585486892178, 0, 0], [0, 0, 0, 2.708096753077314, 0], [0, 0, 0, 0, 103.4008904182666]]
11 	[6.634748330513158, -16.155428823025357, -15.200031557205165, -8.92825320743873, 17.77126681542299] 	[[29.997014790320954, 0, 0, 0, 0], [0, 464.4919874075114, 0, 0, 0], [0, 0, 163.26959914079288, 0, 0], [0, 0, 0, 62.067207355004, 0], [0, 0, 0, 0, 358.1712178246517]]
12 	[-17.654228118801772, 3.250279164716261, 14.322620330162266, 1.1731277752373082, -1.622427897439497] 	[[290.61906070452676, 0, 0, 0, 0], [0, 8.112480463060392, 0, 0, 0], [0, 0, 160.8008123655102, 0, 0], [0, 0, 0, 2.7812315198855146, 0], [0, 0, 0, 0, 5.910644943248509]]
13 	[7.875254125717426, -8.375108765047752, -18.664718774597805, -7.219552687172801, -10.616369312137618] 	[[44.558618628215356, 0, 0, 0, 0], [0, 46.41287235733267, 0, 0, 0], [0, 0, 420.088670343797, 0, 0], [0, 0, 0, 36.82690502227826, 0], [0, 0, 0, 0, 236.15743509493055]]
14 	[5.52004647968602, 7.872040237833698, 15.714316437518043, -16.561220095200312, -18.007967923042607] 	[[60.8553977344997, 0, 0, 0, 0], [0, 33.07044988639586, 0, 0, 0], [0, 0, 382.9274449935304, 0, 0], [0, 0, 0, 212.80193270355804, 0], [0, 0, 0, 0, 200.19157240093776]]
15 	[-6.1538636439412695, -7.626455577581286, 9.806551840026238, 15.176712586026603, 12.188879063266434] 	[[38.20409728978351, 0, 0, 0, 0], [0, 38.00514411648829, 0, 0, 0], [0, 0, 58.156080338593334, 0, 0], [0, 0, 0, 303.20230049021285, 0], [0, 0, 0, 0, 61.66710619893337]]
