TypeID 	Mean Vector 	Cov Matrix
0 	[-4.020055334940519, -19.376588042630726, 1.1362938890640635, 3.2544014302935906, 8.639473186242316] 	[[47.540233220472714, 203.37069435943502, 22.514568175510554, 50.637303953730395, 236.64258123444063], [203.37069435943502, 1833.1922018014693, 109.40208803864616, 235.26333398270634, 1632.7548179362093], [22.514568175510554, 109.40208803864616, 15.763418522650804, 23.052491368723249, 130.32224781235377], [50.637303953730395, 235.26333398270634, 23.052491368723249, 75.10452092583743, 227.78881556622022], [236.64258123444063, 1632.7548179362093, 130.32224781235377, 227.78881556622022, 1707.096374952341]]
1 	[-20.66337136234306, -5.0483113218318945, -6.682352628585807, 5.409278848695251, 5.715778241643328] 	[[3728.5026465434166, 0, 0, 0, 0], [0, 120.88093251709638, 209.53549466418212, 101.00509995029685, 213.96837313237978], [0, 209.53549466418212, 559.7265624261574, 223.63389525879083, 405.32525325013353], [0, 101.00509995029685, 223.63389525879083, 111.79368936621285, 179.60347142543509], [0, 213.96837313237978, 405.32525325013353, 179.60347142543509, 689.2035706104987]]
2 	[-14.749971729720926, 13.874034182413766, 5.733072152711362, 7.532927788533929, -0.1829385370260681] 	[[1413.6498370784586, 1067.4838238371042, 264.62261117022769, 790.14708604119357, 22.978007992542601], [1067.4838238371042, 1127.3628792630252, 272.21284195076117, 660.80846784688458, 22.567971724094686], [264.62261117022769, 272.21284195076117, 93.8133941983542, 168.50178332583215, 5.8542363145055676], [790.14708604119357, 660.80846784688458, 168.50178332583215, 500.95456959806995, 13.325281549681904], [22.978007992542601, 22.567971724094686, 5.8542363145055676, 13.325281549681904, 0.7760588006183615]]
3 	[-0.37419382844925053, -13.340062052898157, 5.025761312649898, -13.093416804760487, 16.70163492403408] 	[[1.5740400735736209, 43.046328514166824, 7.0478724772610288, 35.582076751954176, 60.482536133204086], [43.046328514166824, 2227.524269916731, 318.20410411534351, 1553.2538347124273, 1682.3802150552826], [7.0478724772610288, 318.20410411534351, 72.00391047669521, 352.82775570579417, 419.97517255043363], [35.582076751954176, 1553.2538347124273, 352.82775570579417, 2068.17345685742, 2129.4755591857361], [60.482536133204086, 1682.3802150552826, 419.97517255043363, 2129.4755591857361, 3232.135039532782]]
4 	[-15.124331968371798, -7.437975695789596, 3.8120677038613344, 12.202918487134, -16.72719553752147] 	[[974.1771965001922, 441.03584158807479, 209.73957382794779, 1373.4062629262107, 715.00240198974871], [441.03584158807479, 322.1528850111125, 121.16558579551338, 771.09123033654862, 501.30636711944908], [209.73957382794779, 121.16558579551338, 87.84989564712323, 316.60792827764493, 215.48892684597826], [1373.4062629262107, 771.09123033654862, 316.60792827764493, 2990.193652188328, 1401.5976026283115], [715.00240198974871, 501.30636711944908, 215.48892684597826, 1401.5976026283115, 1256.0033889183514]]
5 	[-15.085750255859132, -18.296750782148678, 8.707147453696592, 6.686215754652778, 18.880951589938164] 	[[4230.9588422450215, 2196.2061944580446, 1150.8247846470153, 738.943609479325, 1426.9237274196471], [2196.2061944580446, 3090.1599051401763, 0, 0, 0], [1150.8247846470153, 0, 547.3328872051977, 355.18282685640196, 608.35155340781796], [738.943609479325, 0, 355.18282685640196, 324.74742566937726, 421.58897731386475], [1426.9237274196471, 0, 608.35155340781796, 421.58897731386475, 1290.538416205571]]
6 	[13.407577275061563, 7.984502310369695, -11.095705072529235, 7.9521268984123274, -19.34057536844033] 	[[4101.784113205844, 2005.3642297373415, 1828.0860212582427, 1438.9270907411255, 2772.5328207532516], [2005.3642297373415, 1259.3791977174956, 918.49948918108089, 687.6757051406272, 1518.1065369519245], [1828.0860212582427, 918.49948918108089, 1372.1008238929305, 905.74420189973591, 1376.4500010439945], [1438.9270907411255, 687.6757051406272, 905.74420189973591, 954.5770095142402, 1064.2664139020933], [2772.5328207532516, 1518.1065369519245, 1376.4500010439945, 1064.2664139020933, 2648.7941742889766]]
7 	[-8.415206411013163, -3.796606725869214, 7.872006647787618, 8.91764466357657, -2.5441931291535376] 	[[1193.1897131572132, 197.2197484369913, 448.60349285465594, 1042.9599741593747, 157.92120750062654], [197.2197484369913, 38.18569005112177, 83.566015014228157, 185.57167935786018, 26.28267034350619], [448.60349285465594, 83.566015014228157, 397.04284422285514, 653.14323949344191, 74.299859548956405], [1042.9599741593747, 185.57167935786018, 653.14323949344191, 1739.630098751863, 172.57389349677376], [157.92120750062654, 26.28267034350619, 74.299859548956405, 172.57389349677376, 28.677146987621857]]
8 	[19.089466229001573, -9.363695012314176, -15.730382116030906, 14.533439083217324, 7.130983671941028] 	[[3484.0751730824522, 1887.9178555958365, 1086.8053843387563, 2660.8120289743101, 734.84662250585802], [1887.9178555958365, 1247.2064140619927, 517.08070582921812, 1522.0994148282716, 496.67955198743459], [1086.8053843387563, 517.08070582921812, 583.2329426678316, 1280.8699899593239, 230.38013728308593], [2660.8120289743101, 1522.0994148282716, 1280.8699899593239, 4670.244412922813, 710.32852477516531], [734.84662250585802, 496.67955198743459, 230.38013728308593, 710.32852477516531, 212.08078255131534]]
9 	[-16.424899910016975, 16.35252852091545, 7.70377364044656, 0.662168836637683, -1.9180696062384506] 	[[6433.138587020222, 3351.9360113736248, 2485.7143462707941, 151.54621324263067, 255.48024981868528], [3351.9360113736248, 1948.1425422560987, 1542.7232654057309, 79.966528747364009, 176.03619524844279], [2485.7143462707941, 1542.7232654057309, 1351.1339934128002, 63.114877143867538, 152.55512284831508], [151.54621324263067, 79.966528747364009, 63.114877143867538, 5.360991295990975, 6.9179847032701565], [255.48024981868528, 176.03619524844279, 152.55512284831508, 6.9179847032701565, 21.31324595961257]]
