TypeID 	Mean Vector 	Cov Matrix
0 	[17.931469187382184, -9.995410620466764, -2.670482102204737, -5.638891812292572, -5.826292894347038] 	[[181.80792893794774, 154.29413851977475, 20.265709953581482, 45.716466567950057, 91.078523137990885], [154.29413851977475, 203.20869218995296, 24.869699629739184, 34.377318609305441, 76.961791011703539], [20.265709953581482, 24.869699629739184, 3.888101651339207, 4.7492022855849774, 12.376778600083206], [45.716466567950057, 34.377318609305441, 4.7492022855849774, 15.900370062464118, 22.049367721297866], [91.078523137990885, 76.961791011703539, 12.376778600083206, 22.049367721297866, 53.32605970715281]]
1 	[2.696485326690677, -19.10947959050083, -15.04397256632884, -20.216974982390383, 17.45070883257595] 	[[15.186198160888171, 36.736412145845144, 62.719290470737782, 99.292043958853441, 49.488370905389623], [36.736412145845144, 215.8502947881852, 229.22939472743764, 273.88506677660592, 145.78639873887636], [62.719290470737782, 229.22939472743764, 504.9304428400876, 441.30673921249848, 288.82277163141015], [99.292043958853441, 273.88506677660592, 441.30673921249848, 717.5802047518672, 323.87744318964457], [49.488370905389623, 145.78639873887636, 288.82277163141015, 323.87744318964457, 234.67018304541702]]
2 	[20.920794547337714, 19.36595813013524, -0.24262989159415227, -20.942235325441793, 3.5440138700618817] 	[[950.1333040645059, 357.61504743957926, 7.7605811627741881, 673.70203580683653, 73.236777542751909], [357.61504743957926, 215.2826657582734, 3.1362347139377493, 285.15330335357714, 31.804027598494958], [7.7605811627741881, 3.1362347139377493, 0.09760931335098326, 5.8936276208203653, 0.89973002626620113], [673.70203580683653, 285.15330335357714, 5.8936276208203653, 731.1842831838993, 64.3713164136947], [73.236777542751909, 31.804027598494958, 0.89973002626620113, 64.3713164136947, 12.505738210968218]]
3 	[-7.389691968028421, 6.656588006250821, -3.952252769249, 18.942857120679705, -1.6309625990533974] 	[[32.76769798573231, 16.491168669926175, 22.097022847519629, 105.35261689030196, 7.6489440332569805], [16.491168669926175, 19.351914884334445, 17.329435387546908, 86.50046184724431, 5.2268169453899045], [22.097022847519629, 17.329435387546908, 23.973728144220658, 77.914120577101301, 6.2004064317413645], [105.35261689030196, 86.50046184724431, 77.914120577101301, 466.98185581475775, 28.354417194224261], [7.6489440332569805, 5.2268169453899045, 6.2004064317413645, 28.354417194224261, 3.4148897079578515]]
4 	[-1.2357614537418264, -18.83670196245121, -7.172654373805372, -20.452033176721166, 2.0598335158526986] 	[[2.607509801720568, 16.366548929558014, 10.682311961157206, 29.367560671204451, 3.9010187878222506], [16.366548929558014, 131.69115092179754, 88.14079571703877, 237.75698470337798, 26.289899891123945], [10.682311961157206, 88.14079571703877, 95.5982549777889, 229.88443720331125, 17.597279159846874], [29.367560671204451, 237.75698470337798, 229.88443720331125, 842.3530900447676, 48.258429581342227], [3.9010187878222506, 26.289899891123945, 17.597279159846874, 48.258429581342227, 6.807899791515793]]
5 	[5.868409793594335, 19.056843955463442, 10.073960427589789, -5.414559923570971, -6.9278848201307] 	[[26.63398053673089, 106.73779112076608, 49.922254081909756, 21.234299288989224, 22.231033801174569], [106.73779112076608, 586.9928787916003, 217.6071306379776, 109.86864751720422, 123.21511770480807], [49.922254081909756, 217.6071306379776, 123.45490559236217, 56.665909055836508, 52.695401974406003], [21.234299288989224, 109.86864751720422, 56.665909055836508, 30.565946623584292, 29.369758475467904], [22.231033801174569, 123.21511770480807, 52.695401974406003, 29.369758475467904, 32.04035915402619]]
6 	[8.556577702530983, 16.917543967947488, -7.4805780324237325, -3.577254916714633, 8.702963007641205] 	[[59.42871742669925, 65.83617606075326, 56.112622918286874, 21.701696804843607, 51.701645576530154], [65.83617606075326, 165.3916795098102, 89.306446605787528, 42.707016947423512, 103.88159512371156], [56.112622918286874, 89.306446605787528, 99.79364126337109, 30.134451864596205, 67.609842911751585], [21.701696804843607, 42.707016947423512, 30.134451864596205, 18.350579339761918, 28.567414779990013], [51.701645576530154, 103.88159512371156, 67.609842911751585, 28.567414779990013, 100.46813040636114]]
7 	[6.74805005235358, -6.132435855994492, -13.561287059844352, -14.139339571611476, -16.274508567429542] 	[[101.30925782457923, 29.930916987559108, 165.52430780056849, 109.19293515926418, 142.46085619871081], [29.930916987559108, 13.576542556574307, 44.781294820541916, 43.30455619915611, 61.242956976790005], [165.52430780056849, 44.781294820541916, 368.7701735264937, 214.67909746467282, 221.63535505264227], [109.19293515926418, 43.30455619915611, 214.67909746467282, 238.6915481892335, 207.90535829318964], [142.46085619871081, 61.242956976790005, 221.63535505264227, 207.90535829318964, 316.7151208649462]]
8 	[15.422187928742929, -19.00985837446216, -5.860423293384168, -10.795317606338934, -15.224909573761149] 	[[231.28447226475026, 226.6094278447535, 38.909521416255842, 179.89064310212657, 276.75543369167951], [226.6094278447535, 421.0566324665281, 68.550050772659091, 224.48685077033949, 299.06061324889009], [38.909521416255842, 68.550050772659091, 12.785135523395718, 42.002161109781163, 51.198864681031566], [179.89064310212657, 224.48685077033949, 42.002161109781163, 218.31937131479646, 286.22656354354956], [276.75543369167951, 299.06061324889009, 51.198864681031566, 286.22656354354956, 475.75791012164865]]
9 	[-15.97739842285593, -2.650320829306388, -10.970162949186383, 9.302458496322831, -10.792713648656067] 	[[432.7034675924098, 29.548894564445419, 244.42325658797091, 135.62836215533247, 223.25878314518422], [29.548894564445419, 4.575793938628211, 17.955865337167332, 12.95779794482595, 18.531562382376926], [244.42325658797091, 17.955865337167332, 160.3695296051702, 91.442788109981791, 132.74993113601377], [135.62836215533247, 12.95779794482595, 91.442788109981791, 89.14295171711007, 100.58370668626677], [223.25878314518422, 18.531562382376926, 132.74993113601377, 100.58370668626677, 165.47437263526874]]
