TypeID 	Mean Vector 	Cov Matrix
0 	[-18.5685355443808, -10.423712928371586, -17.600262939021363, -13.345702557900536, 11.641692282039457] 	[[950.6027664669767, 0, 0, 0, 0], [0, 466.73452246964246, 0, 0, 0], [0, 0, 2673.677039881808, 0, 0], [0, 0, 0, 2277.2064190592246, 0], [0, 0, 0, 0, 1611.0097621220975]]
1 	[-7.355363293317334, -18.565718843123232, 3.391986225339469, 15.35683268575977, -13.587782642080782] 	[[643.4044710314591, 0, 0, 0, 0], [0, 3091.796379489651, 0, 0, 998.85251717333631], [0, 0, 273.5037799881225, 0, 0], [0, 0, 0, 5814.206079442782, 0], [0, 998.85251717333631, 0, 0, 485.8483592548375]]
2 	[-1.912260752328379, -19.936879491456207, -3.7945041102052706, 18.610964175036393, 16.832244395680434] 	[[10.163797848616092, 0, 0, 122.73153353179336, 0], [0, 3803.5082172379675, 603.95804913584743, 0, 0], [0, 603.95804913584743, 151.43498519288502, 0, 0], [122.73153353179336, 0, 0, 1527.9620627671381, 0], [0, 0, 0, 0, 2894.828896415966]]
3 	[1.305373897188371, 20.963280453158355, -10.057137034093111, 1.4201540429417108, -15.0671890914567] 	[[40.27754819238013, 0, 0, 21.898217824166611, 0], [0, 6938.369264706323, 2564.6806492077926, 0, 0], [0, 2564.6806492077926, 1144.4898853830032, 0, 0], [21.898217824166611, 0, 0, 12.27924431675876, 0], [0, 0, 0, 0, 5205.2445756378]]
4 	[-18.065436123486748, 11.88666343151754, -11.009013383023424, 16.75697566873125, -20.60203172046718] 	[[2835.9807590742926, 1905.4591462723179, 0, 0, 0], [1905.4591462723179, 3159.894268168016, 1380.0276480065611, 0, 0], [0, 1380.0276480065611, 1477.3889440326566, 0, 0], [0, 0, 0, 5670.603786507116, 0], [0, 0, 0, 0, 6913.3754596348]]
5 	[16.046287238327814, 7.722193763706279, -0.005814778012489086, 20.756356816528154, 5.790633165554556] 	[[6056.753404467636, 0, 0, 0, 0], [0, 1078.6166627237644, 0, 0, 0], [0, 0, 0.0005931458731087777, 0, 0], [0, 0, 0, 1325.2069513541517, 0], [0, 0, 0, 0, 400.20340324359995]]
6 	[-4.078393554726883, 3.308603523841221, 5.461866734841344, 18.912952258944202, 12.441135662839528] 	[[52.30906255692263, 54.974159461546748, 0, 0, 191.14216553317559], [54.974159461546748, 65.21821511772255, 0, 0, 194.54129032029391], [0, 0, 605.0408818884321, 0, 0], [0, 0, 0, 2635.335597041022, 0], [191.14216553317559, 194.54129032029391, 0, 0, 874.9674411961813]]
7 	[16.749872715748992, -14.07259854876045, 11.311735503668963, -9.249273743513982, -10.563450538546363] 	[[5287.535259666667, 0, 0, 0, 1547.0943448402459], [0, 1665.6769834046524, 0, 0, 0], [0, 0, 2563.037161767073, 0, 990.21521888572283], [0, 0, 0, 197.5499190745112, 0], [1547.0943448402459, 0, 990.21521888572283, 0, 892.4061418015099]]
8 	[8.958231714118075, 16.87040558268621, 4.114596025238999, 14.814315829850237, 6.125645536008893] 	[[1348.3062492470656, 0, 0, 0, 625.11063107831148], [0, 5922.107117555559, 0, 0, 0], [0, 0, 59.72434642557464, 0, 0], [0, 0, 0, 5236.634900891927, 0], [625.11063107831148, 0, 0, 0, 325.77950244184444]]
9 	[-5.777501121936131, 18.574269472706995, -20.79110988458628, 15.645160363343365, -8.364403555252252] 	[[584.8987701255124, 0, 0, 0, 0], [0, 8413.141823369278, 0, 4413.5898317963502, 0], [0, 0, 3117.373231344037, 0, 0], [0, 4413.5898317963502, 0, 4914.125537270448, 0], [0, 0, 0, 0, 483.87747907185553]]
10 	[-4.190818721491244, 16.694129266541843, 4.82313385741454, -17.180858780718317, -20.183637311330703] 	[[47.1441839745088, 0, 113.01983566199139, 0, 0], [0, 4217.488105629835, 0, 0, 0], [113.01983566199139, 0, 276.26115146923564, 0, 0], [0, 0, 0, 3276.8039112163856, 0], [0, 0, 0, 0, 8841.064012318173]]
11 	[-10.15981061664603, -18.380117110264436, 4.053727692674077, -10.834489663060268, -12.330684685460383] 	[[753.7635667613305, 0, 0, 0, 0], [0, 1786.612152952506, 0, 0, 1217.4457436858077], [0, 0, 234.9141802948828, 0, 0], [0, 0, 0, 509.56031520361296, 0], [0, 1217.4457436858077, 0, 0, 1871.8563024609678]]
12 	[0.2641875441848853, 10.162399983308909, 8.132746978786003, -13.853392544985192, 11.204309749120938] 	[[1.3764777178885714, 0, 0, 0, 0], [0, 1676.8880192779786, 0, 0, 943.62161986069179], [0, 0, 1330.6869553211711, 0, 0], [0, 0, 0, 3624.734472670576, 0], [0, 943.62161986069179, 0, 0, 825.5922739711233]]
13 	[-15.482425269615122, 2.312336411118963, -15.480881804801893, 0.7826729764304048, -9.891569758484327] 	[[4227.979409519261, 0, 0, 0, 0], [0, 130.46036601468597, 0, 0, 0], [0, 0, 3234.8059015632966, 0, 0], [0, 0, 0, 14.382231446861386, 0], [0, 0, 0, 0, 339.61079357762634]]
14 	[12.444353354249508, -2.9550652930495183, 1.0917118626292073, 14.818785316744545, 19.611681690926808] 	[[2179.0859539976695, 467.74840996657827, 0, 0, 2150.6360342426042], [467.74840996657827, 192.2727576279999, 0, 0, 0], [0, 0, 12.123170986140945, 0, 0], [0, 0, 0, 4651.027029281919, 0], [2150.6360342426042, 0, 0, 0, 5035.334799507584]]
