TypeID 	Mean Vector 	Cov Matrix
0 	[-15.522367052840279, 17.330010620404373, 13.496418131506239, -0.6316128281679063, -15.580331652090427] 	[[125.0523709894681, 186.26130352141288, 87.385069837360447, 0, 0], [186.26130352141288, 606.4473695773117, 0, 0, 0], [87.385069837360447, 0, 162.63453633336772, 0, 0], [0, 0, 0, 0.512487310959601, 0], [0, 0, 0, 0, 95.70020247216311]]
1 	[9.53435449890457, 11.320276633685857, 7.953703317072122, 2.3894719110419835, -10.518190328049375] 	[[64.40959557455713, 0, 0, 19.522240145466053, 94.940458408274694], [0, 168.41293068397076, 0, 0, 0], [0, 0, 39.34861300349437, 0, 0], [19.522240145466053, 0, 0, 8.337740813195483, 32.13862839262454], [94.940458408274694, 0, 0, 32.13862839262454, 239.92904221219212]]
2 	[-18.881495414286096, -10.815406558691075, -4.612709561137233, 5.489573278453374, 0.7368656074489053] 	[[188.05031604024774, 0, 0, 0, 5.7409153621435651], [0, 215.55955898716954, 0, 0, 0], [0, 0, 35.349193342748066, 26.466318474636491, 0], [0, 0, 26.466318474636491, 29.794992227478474, 0], [5.7409153621435651, 0, 0, 0, 0.38468880779069875]]
3 	[6.489112906428872, -14.50096314612188, 5.956600202537828, 0.19880198269712324, 16.90779769235226] 	[[53.99801894602642, 0, 40.474059544075629, 0, 119.28290138133896], [0, 286.97628207017755, 0, 0, 0], [40.474059544075629, 0, 37.58998806876255, 0, 127.60278770588123], [0, 0, 0, 0.07610397663133181, 0], [119.28290138133896, 0, 127.60278770588123, 0, 573.6788873548958]]
4 	[3.9163986066426943, -13.165706530322328, -14.59416366378424, -13.633376471919085, -19.26109434550555] 	[[9.02930649448104, 0, 0, 23.459543432193819, 0], [0, 389.92344807769507, 0, 0, 0], [0, 0, 86.96058390100016, 0, 0], [23.459543432193819, 0, 0, 88.47382801025326, 0], [0, 0, 0, 0, 192.40624695679597]]
5 	[3.3102357470798687, 4.1765824745791775, 18.519167062689547, -16.692460546232677, 6.241776883538051] 	[[10.179712779548927, 0, 41.381778690418543, 0, 0], [0, 33.16883245658874, 0, 0, 0], [41.381778690418543, 0, 333.33378475773, 0, 0], [0, 0, 0, 397.46250178837505, 0], [0, 0, 0, 0, 73.64695064647545]]
6 	[-4.515646892584041, -2.831791192494716, 8.908042102097376, 9.568806659605126, -1.660090503977898] 	[[8.502252919669221, 0, 0, 0, 0], [0, 8.463055871975046, 0, 17.16982979215544, 0], [0, 0, 111.27025663016035, 0, 18.09632781511737], [0, 17.16982979215544, 0, 56.986919449024, 0], [0, 0, 18.09632781511737, 0, 3.9349460637727964]]
7 	[-10.149067841171863, 12.533842435542894, -2.240801411546819, -6.844729630707194, -12.818338204551512] 	[[185.60420837643784, 0, 0, 0, 0], [0, 167.11081360587747, 0, 0, 140.81012813123814], [0, 0, 2.01704071683186, 0, 0], [0, 0, 0, 57.09177364218024, 0], [0, 140.81012813123814, 0, 0, 318.80910092682126]]
8 	[-9.298034795870068, -13.553897722545043, -15.152276888609574, -13.492492408755574, 10.648168773408905] 	[[74.84995629243448, 78.635902361083652, 0, 0, 0], [78.635902361083652, 202.63818533837795, 0, 91.692148176590152, 0], [0, 0, 409.5263600013732, 0, 138.97850438148214], [0, 91.692148176590152, 0, 87.28683823641882, 0], [0, 0, 138.97850438148214, 0, 49.46741574907255]]
9 	[-5.714581786020762, 3.906426207189533, -9.44219189707435, -8.919860104974546, 7.519447695662894] 	[[17.30955183006197, 0, 0, 0, 27.186787292825969], [0, 12.041561171695896, 35.908370768552999, 17.238630953067069, 0], [0, 35.908370768552999, 148.96562874988948, 78.099820293331547, 0], [0, 17.238630953067069, 78.099820293331547, 50.22503920048556, 0], [27.186787292825969, 0, 0, 0, 43.39809356734443]]
