TypeID 	Mean Vector 	Cov Matrix
0 	[20.462963335312715, -12.603892030089147, -13.13249827649458, -8.297535421685659, -14.353440985918187] 	[[672.7554750046744, 185.55718079845133, 148.06357306975127, 112.00241452174427, 187.85720907211532], [185.55718079845133, 225.36369341791612, 0, 35.645357038104073, 130.25126004254597], [148.06357306975127, 0, 130.6114616593799, 43.853203326335681, 110.55532930641446], [112.00241452174427, 35.645357038104073, 43.853203326335681, 68.70112749326076, 42.665028864166523], [187.85720907211532, 130.25126004254597, 110.55532930641446, 42.665028864166523, 378.9427808046768]]
1 	[-4.979780113441215, 15.018446451891975, 19.462918617402302, -15.304423246724234, 20.76489185990905] 	[[43.062093752198486, 55.355178360471115, 0, 34.76122090055172, 27.628331630261815], [55.355178360471115, 439.36580690487415, 147.99204887593925, 0, 151.36086904149809], [0, 147.99204887593925, 750.5883798595373, 191.89931038835903, 221.17094983747964], [34.76122090055172, 0, 191.89931038835903, 188.01288106991817, 99.796979123980108], [27.628331630261815, 151.36086904149809, 221.17094983747964, 99.796979123980108, 272.1261810937147]]
2 	[19.17034026096144, -4.689652696864641, -0.32747358746593136, -20.31121678039801, -5.308780716764057] 	[[241.01863155785892, 18.956524800240892, 2.2516151586066666, 194.88570295942171, 0], [18.956524800240892, 10.992394249320485, 0.74807759800532381, 31.502180020558423, 6.2032177981337426], [2.2516151586066666, 0.74807759800532381, 0.15554409349340242, 0, 0.98251744798963725], [194.88570295942171, 31.502180020558423, 0, 507.5024712253917, 0], [0, 6.2032177981337426, 0.98251744798963725, 0, 27.381161809295417]]
3 	[20.618055221874513, 15.602623971029914, -3.237056135149615, -9.783274725191646, -10.806106161261612] 	[[320.6070473673253, 104.15385330052244, 32.487436307080955, 76.377629218042514, 87.339465329131457], [104.15385330052244, 391.3058891690586, 19.674788950572136, 137.58277099312349, 72.223007649469096], [32.487436307080955, 19.674788950572136, 11.292012104345769, 20.753058586250116, 0], [76.377629218042514, 137.58277099312349, 20.753058586250116, 142.43856647549083, 0], [87.339465329131457, 72.223007649469096, 0, 0, 75.03410788738363]]
4 	[1.669278647880347, -20.863614690289808, 3.4511220329092005, -2.3202671799295658, 20.866828984845917] 	[[2.601565703473897, 0, 2.0094901962929388, 1.9360877178377907, 14.874359494176312], [0, 696.9917498771663, 56.025095740293295, 29.679757633282712, 239.35806100671294], [2.0094901962929388, 56.025095740293295, 18.391823012032305, 3.5145464635134629, 56.048590352946128], [1.9360877178377907, 29.679757633282712, 3.5145464635134629, 4.173480446381704, 27.815469020347333], [14.874359494176312, 239.35806100671294, 56.048590352946128, 27.815469020347333, 678.1331063458614]]
5 	[-16.454827969419767, 1.1012316136007847, -13.109308344841406, 19.009696522943273, 15.191557020524101] 	[[474.43229399912275, 0, 128.50109316337068, 103.30643907115095, 186.00746293829707], [0, 1.414819362197609, 6.5932539859743393, 11.274469625096586, 15.299459890249427], [128.50109316337068, 6.5932539859743393, 218.4515006679445, 85.428729416365172, 84.29099070609773], [103.30643907115095, 11.274469625096586, 85.428729416365172, 358.69467954431263, 0], [186.00746293829707, 15.299459890249427, 84.29099070609773, 0, 493.1573102315189]]
6 	[-13.407583573593364, 0.6295828794336131, 2.5357716776323933, 4.445417973345982, 20.248136052735482] 	[[70.02154039985261, 3.5882025894664378, 7.8185430547394246, 27.083506232739978, 100.3849139013344], [3.5882025894664378, 0.7054605195720903, 1.1043828853814728, 3.0630232802655635, 0], [7.8185430547394246, 1.1043828853814728, 5.136179811215068, 7.5598852578064788, 21.025370381012362], [27.083506232739978, 3.0630232802655635, 7.5598852578064788, 37.10054722642652, 46.027375381777169], [100.3849139013344, 0, 21.025370381012362, 46.027375381777169, 484.5030395015177]]
7 	[-13.488700984704002, 13.567543648266614, -15.549698892852447, -12.915329627434886, -2.532401673258409] 	[[152.90990475524657, 72.697793272274282, 37.596109010792283, 48.260927194754643, 15.955311843884605], [72.697793272274282, 201.21014443772532, 0, 53.038304999245746, 0], [37.596109010792283, 0, 113.81994605976314, 36.062722822240431, 12.691939107178214], [48.260927194754643, 53.038304999245746, 36.062722822240431, 181.99111737291565, 9.9775907307888865], [15.955311843884605, 0, 12.691939107178214, 9.9775907307888865, 7.084147309822034]]
8 	[-19.9750351896467, -4.026636086100336, 6.755652046974298, 19.8873514429459, 11.63306452882199] 	[[557.5040020620206, 0, 115.20301385217536, 204.87375298972995, 155.68928998694503], [0, 20.438019420077286, 9.9537040425164918, 50.386721745815535, 40.506128057691221], [115.20301385217536, 9.9537040425164918, 67.15856206841308, 0, 0], [204.87375298972995, 50.386721745815535, 0, 649.2787515879211, 242.71186477958628], [155.68928998694503, 40.506128057691221, 0, 242.71186477958628, 281.0540296135802]]
9 	[-3.6433485451551313, 17.079935910358493, 14.833742527212728, -8.742615575313144, 0.6713174344315576] 	[[21.325240746200066, 32.022767309134423, 24.08899132671495, 0, 1.3055232287192424], [32.022767309134423, 170.6717199395507, 146.76672266910822, 0, 5.3687702970651712], [24.08899132671495, 146.76672266910822, 388.97094099195294, 94.266846236012924, 4.0174436136638478], [0, 0, 94.266846236012924, 90.98746727955232, 0], [1.3055232287192424, 5.3687702970651712, 4.0174436136638478, 0, 0.5664370633385226]]
