TypeID 	Mean Vector 	Cov Matrix
0 	[3.2953696366707987, -1.5902135404326607, -15.516026818225251, 3.3272890631110528, 10.326801645630347] 	[[147.7745955715906, 31.018039683483003, 190.89484743146028, 69.793741069355463, 131.12478309577349], [31.018039683483003, 18.360274995640125, 38.324229072260607, 38.094419785034269, 34.589905963069818], [190.89484743146028, 38.324229072260607, 764.5355887974777, 234.51443264657772, 200.58186590851508], [69.793741069355463, 38.094419785034269, 234.51443264657772, 252.03440112630943, 91.481910883353493], [131.12478309577349, 34.589905963069818, 200.58186590851508, 91.481910883353493, 357.8139145902591]]
1 	[-16.199042808874687, -6.126779286051725, -2.7321240164427465, -8.122658390797056, -14.213514736541272] 	[[3738.766242297141, 418.59508642624189, 111.3482405358221, 405.46048627952899, 964.03001335590454], [418.59508642624189, 142.72565981679438, 18.01937258283505, 103.09038480946208, 327.48441929568531], [111.3482405358221, 18.01937258283505, 34.58148428473475, 40.554660082286766, 144.05009362291582], [405.46048627952899, 103.09038480946208, 40.554660082286766, 271.32609214534176, 430.05086587430924], [964.03001335590454, 327.48441929568531, 144.05009362291582, 430.05086587430924, 2356.017336111368]]
2 	[-20.121365078926733, -8.878233322251388, 16.415266402751676, -7.719575256484239, 20.11497597018117] 	[[6376.454882184523, 1019.7526359137352, 3190.3482137233532, 0, 1589.7571083106036], [1019.7526359137352, 955.2847803049688, 0, 188.87226453745359, 401.79737741766957], [3190.3482137233532, 0, 6379.906603617036, 514.0913234141567, 1594.7747653837664], [0, 188.87226453745359, 514.0913234141567, 421.79196565027246, 244.15930072255503], [1589.7571083106036, 401.79737741766957, 1594.7747653837664, 244.15930072255503, 2120.464473329128]]
3 	[10.879480587168288, 7.261260591228567, -20.322253881590726, 18.908075790015772, 19.277774336756444] 	[[2383.537441467128, 311.20583960361995, 0, 0, 765.64165557375964], [311.20583960361995, 242.0408831936289, 508.28372241419544, 137.73644793231782, 162.40133018525179], [0, 508.28372241419544, 3718.447546268063, 0, 1383.0995738951383], [0, 137.73644793231782, 0, 1246.6603908930085, 361.71339273243706], [765.64165557375964, 162.40133018525179, 1383.0995738951383, 361.71339273243706, 1469.4856089806835]]
4 	[5.464325126727861, 2.957466064438247, -15.073650540887689, 4.228366073649902, -20.03578992011421] 	[[583.2419688578657, 87.28447038746819, 341.43146195794139, 146.92791001137863, 553.63068100625821], [87.28447038746819, 92.97312916805005, 243.26236076660808, 50.322292802210562, 252.85463560002867], [341.43146195794139, 243.26236076660808, 2161.4406574263617, 259.43508848228902, 1166.8562464031327], [146.92791001137863, 50.322292802210562, 259.43508848228902, 256.36778977829533, 213.17991090947308], [553.63068100625821, 252.85463560002867, 1166.8562464031327, 213.17991090947308, 2276.205377174974]]
5 	[10.11978003018308, -11.906781368129007, -18.76399429624945, 15.382758717694259, 7.861227833086229] 	[[1750.5200661622937, 649.00179199323645, 487.51076448337017, 836.85220540393493, 460.43736160128327], [649.00179199323645, 2574.7264765315376, 609.44266903672428, 0, 597.58430776632349], [487.51076448337017, 609.44266903672428, 912.2144523280589, 616.92958722784647, 382.57825486203274], [836.85220540393493, 0, 616.92958722784647, 2540.024320830275, 806.07296627869732], [460.43736160128327, 597.58430776632349, 382.57825486203274, 806.07296627869732, 1524.9113285565293]]
6 	[-14.83617741450053, -12.866378604009503, -3.6918581064084215, 5.006549101385854, -3.934410808424335] 	[[577.6406620819399, 477.09819505864675, 84.488891830817778, 306.20044533751928, 135.66490823742654], [477.09819505864675, 3045.052167727158, 213.95370251260374, 625.97880680927847, 273.32986320701798], [84.488891830817778, 213.95370251260374, 151.90036065415893, 91.933078544979153, 0], [306.20044533751928, 625.97880680927847, 91.933078544979153, 453.0761215460339, 211.00817325491232], [135.66490823742654, 273.32986320701798, 0, 211.00817325491232, 300.921375928328]]
7 	[-20.765930180036285, -18.718408855047485, -14.235389065306384, 17.888335842015266, -12.491396257297023] 	[[1338.3670254775136, 1950.5421542241863, 647.45105838547272, 648.34312708014477, 559.53978695062153], [1950.5421542241863, 8563.160909630882, 0, 0, 2155.7044294165271], [647.45105838547272, 0, 1506.0652041886553, 0, 910.20063942534648], [648.34312708014477, 0, 0, 4509.968680466813, 1705.1741849747111], [559.53978695062153, 2155.7044294165271, 910.20063942534648, 1705.1741849747111, 2445.9607215179685]]
8 	[17.161740870371794, 14.545698351305546, 13.088013445230473, 11.159751497806056, -1.9173476352563128] 	[[5404.535514378734, 1899.4015389879521, 1508.8138792123711, 998.58208565464963, 296.63986515036697], [1899.4015389879521, 4773.9882423766485, 1163.9989292780533, 1046.6734604261808, 239.10797062812432], [1508.8138792123711, 1163.9989292780533, 2300.84089923685, 472.11872619591355, 145.55511050421569], [998.58208565464963, 1046.6734604261808, 472.11872619591355, 1051.2103429526655, 134.71127204005336], [296.63986515036697, 239.10797062812432, 145.55511050421569, 134.71127204005336, 53.57071350255918]]
9 	[-17.981589207986037, -15.631662162129139, 19.06160184990305, -18.490651093759283, -3.138885538699885] 	[[2619.7036390463472, 0, 798.92211002131819, 1052.3897232046663, 0], [0, 5247.324020888575, 1181.5159365226525, 875.43039194252003, 296.10056750853499], [798.92211002131819, 1181.5159365226525, 1413.4215030537205, 780.32079138908045, 269.98156853849105], [1052.3897232046663, 875.43039194252003, 780.32079138908045, 1671.1671655481193, 299.66268127040536], [0, 296.10056750853499, 269.98156853849105, 299.66268127040536, 207.22145799711052]]
