TypeID 	Mean Vector 	Cov Matrix
0 	[-17.081869708788656, 17.657086391047926, -15.409553627240964, 7.153604484664459, 13.937165316469375] 	[[43.6309997847788, 0, 6.2539291037778932, 0, 6.2369384799641105], [0, 77.027603499869, 0, 1.9659451809748461, 5.7524373580712149], [6.2539291037778932, 0, 18.88944530800968, 1.4436977980001127, 0], [0, 1.9659451809748461, 1.4436977980001127, 2.1549445892007, 0], [6.2369384799641105, 5.7524373580712149, 0, 0, 16.876287054701866]]
1 	[-6.496169778210625, -8.493597357310055, -4.647159011551928, 7.110191694417168, -4.636463836281347] 	[[9.201174584228722, 1.1783712207973045, 1.8654749493305827, 0.13444958905856139, 0], [1.1783712207973045, 4.505034010254732, 1.0451373104863888, 0.195651410385142, 0], [1.8654749493305827, 1.0451373104863888, 6.9499622344082335, 0.19260081189058514, 0.39145996036940495], [0.13444958905856139, 0.195651410385142, 0.19260081189058514, 12.739826969622763, 0.61845943710988205], [0, 0, 0.39145996036940495, 0.61845943710988205, 4.287647788847291]]
2 	[4.6743781197977015, 19.413240378326215, 3.7772416425433484, -15.023942107637977, -8.050244298915581] 	[[4.709326038696424, 0, 0, 1.9411319900470914, 0.53914908823083363], [0, 122.58972953076491, 1.735125150181213, 13.021578324650697, 2.5376957918482574], [0, 1.735125150181213, 1.084052664261523, 0, 0], [1.9411319900470914, 13.021578324650697, 0, 37.77917801497466, 2.3124058904823315], [0.53914908823083363, 2.5376957918482574, 0, 2.3124058904823315, 10.295810900653066]]
3 	[3.5934689628615146, 13.417686411242407, -0.35614654862562745, 0.07014642848977815, 15.250944868327224] 	[[0.519482674692335, 0.92697170238974402, 0.0064508428015143116, 0.0010874633711944535, 0], [0.92697170238974402, 36.19143218025755, 0.086376750678917119, 0.010429399597361059, 0], [0.0064508428015143116, 0.086376750678917119, 0.010217474869852422, 0, 0], [0.0010874633711944535, 0.010429399597361059, 0, 0.0002124735476570629, 0], [0, 0, 0, 0, 36.92047446294776]]
4 	[17.45519236700372, 19.880873118482015, -10.698321820772014, 17.74748295734299, -11.755515975650109] 	[[50.50417762704164, 14.05847278809979, 0, 0, 3.3462144258061746], [14.05847278809979, 67.9360141038532, 1.1154618441476969, 10.119603794288194, 0], [0, 1.1154618441476969, 10.28478708717105, 0, 1.5107330003082708], [0, 10.119603794288194, 0, 35.54996236930669, 2.2392802764536084], [3.3462144258061746, 0, 1.5107330003082708, 2.2392802764536084, 9.052988497341499]]
5 	[20.525666261388153, -19.462572502148948, 9.362590958269262, -17.06791571937812, 0.5051093406197431] 	[[103.57273479766391, 7.6109502285153781, 3.8821658205059424, 9.4901412710330444, 0], [7.6109502285153781, 19.934126146968445, 5.852594701055553, 1.2161248946747953, 0.077399341848598119], [3.8821658205059424, 5.852594701055553, 28.03632970446387, 1.9608154574575745, 0.17663395382159777], [9.4901412710330444, 1.2161248946747953, 1.9608154574575745, 43.972440527204505, 0.21099000148071562], [0, 0.077399341848598119, 0.17663395382159777, 0.21099000148071562, 0.02396036991316355]]
6 	[-3.4845501480619596, -20.483190662203576, -4.800128447729453, -6.756936606570786, -16.00811864023248] 	[[3.0841834044545395, 0.84270207599447244, 0.41186673092166948, 0, 0], [0.84270207599447244, 16.90948375573705, 1.3155377675854869, 0, 1.3302667581599088], [0.41186673092166948, 1.3155377675854869, 1.9320319828766244, 0.18271548102925636, 0], [0, 0, 0.18271548102925636, 11.49943268216489, 0], [0, 1.3302667581599088, 0, 0, 77.0140476371297]]
7 	[14.04708645967775, 2.9001801314378532, 0.9226796093910714, -3.81409036053709, 9.79275064765892] 	[[11.295594511697505, 0, 0, 0.095707727958520672, 1.5079980897360581], [0, 1.4633265728667777, 0, 0.19819060726400869, 0], [0, 0, 0.25402733585328025, 0.0088776964491055436, 0], [0.095707727958520672, 0.19819060726400869, 0.0088776964491055436, 0.5919859240401032, 0], [1.5079980897360581, 0, 0, 0, 4.620583323721784]]
8 	[-0.020513580218164407, 12.842473586930964, 9.588063723298305, -5.469769186977889, -3.600399665798239] 	[[8.486091382733624e-05, 0, 0, 0.0022259484914159619, 0.0007957114679595183], [0, 48.303529385731125, 0.34371503868783765, 0, 0.66461435157029303], [0, 0.34371503868783765, 12.87670826127492, 0.73590436865674469, 0], [0.0022259484914159619, 0, 0.73590436865674469, 9.26587158563767, 0], [0.0007957114679595183, 0.66461435157029303, 0, 0, 0.9379790692022427]]
9 	[18.951442371903653, 12.82827374860046, -2.254045164734009, 8.09749122205163, 0.17186582400533368] 	[[35.31643580188725, 1.9456996655521026, 0.6533999211495658, 0, 0.038335975863845982], [1.9456996655521026, 56.69198592066604, 0, 0.74233406567506677, 0.02557873209483193], [0.6533999211495658, 0, 0.714315631709684, 0.41164587941407887, 0.0078964455723881753], [0, 0.74233406567506677, 0.41164587941407887, 16.761159259588048, 0.031131579897625151], [0.038335975863845982, 0.02557873209483193, 0.0078964455723881753, 0.031131579897625151, 0.0018233086842258674]]
10 	[-15.166042821886228, 2.3811893672120448, 9.17993727850779, 7.280220321061126, 11.147884317919868] 	[[74.22376049263511, 0, 0, 0, 0], [0, 0.8454351998570231, 0.61908985693288965, 0.37038594595909285, 0], [0, 0.61908985693288965, 27.280979825014192, 0, 2.9382865864689651], [0, 0.37038594595909285, 0, 3.4777175179025686, 0.073825587051166458], [0, 0, 2.9382865864689651, 0.073825587051166458, 18.036709525241346]]
11 	[1.4747772367082277, 17.81704398884316, -8.345509999321564, -17.57524598862028, -20.085473953224714] 	[[0.45372637421030765, 0, 0, 0.00665583463077523, 0.39225583701824213], [0, 38.73466467865702, 0, 6.2457889031283624, 0], [0, 0, 19.918133389759, 0, 2.0117226530831562], [0.00665583463077523, 6.2457889031283624, 0, 79.9660196679363, 10.03631258330635], [0.39225583701824213, 0, 2.0117226530831562, 10.03631258330635, 37.547175459053484]]
12 	[-18.30968112315043, 1.1031500286613216, -8.65981189938032, 13.340563961996224, -2.7779601470506137] 	[[48.71543512557555, 0.44681639310058852, 2.0843653736294816, 0, 0], [0.44681639310058852, 0.09286025117214931, 0.066238793565069037, 0, 0.1027649705050095], [2.0843653736294816, 0.066238793565069037, 14.694412887720219, 1.2417323419173589, 0], [0, 0, 1.2417323419173589, 23.119965934470045, 0.34444768481106763], [0, 0.1027649705050095, 0, 0.34444768481106763, 1.9995936362106785]]
13 	[0.8869059739738887, -17.610998324690897, 8.104902328496475, 0.9275363546218856, 8.499697655478869] 	[[0.2182489418178919, 0.55890540368244557, 0.14301919926241705, 0, 0.26321607770032424], [0.55890540368244557, 48.90244914346269, 0.61957127984468485, 0.22456266326834814, 2.1386255130268479], [0.14301919926241705, 0.61957127984468485, 8.97593070075453, 0.11028823185627418, 2.0084282884983411], [0, 0.22456266326834814, 0.11028823185627418, 0.09796886934271662, 0], [0.26321607770032424, 2.1386255130268479, 2.0084282884983411, 0, 17.752031888489974]]
14 	[-0.2468103469353835, -20.389776898377885, -4.877395727963531, 19.181312804400036, -0.18720985762345066] 	[[0.005798780254473004, 0.13955210967765069, 0, 0, 0.00063291858282670086], [0.13955210967765069, 101.95705720062328, 0, 18.483476056785726, 0.090243084521205774], [0, 0, 0.9979408267069622, 1.2999372230809361, 0], [0, 18.483476056785726, 1.2999372230809361, 130.5764487733553, 0], [0.00063291858282670086, 0.090243084521205774, 0, 0, 0.0024024811071052233]]
15 	[16.894562164138755, 18.198396935183204, -8.171066027781384, 7.1892131157627865, -2.9284117166543595] 	[[80.12696058496111, 0, 0, 1.4446363383405096, 1.4316207373922236], [0, 31.585191344408592, 1.1520286688101511, 1.0133098157688043, 1.5152305406672109], [0, 1.1520286688101511, 7.2713455047880675, 1.7700873009931923, 1.1514149316249545], [1.4446363383405096, 1.0133098157688043, 1.7700873009931923, 7.033342289394368, 0.20753975789627913], [1.4316207373922236, 1.5152305406672109, 1.1514149316249545, 0.20753975789627913, 2.953032861439926]]
