TypeID 	Mean Vector 	Cov Matrix
0 	[13.866159821212648, 20.43248542560383, 17.455755299438984, 7.344339946822096, 1.4341220026271273] 	[[75.5914108555138, 0, 0, 0, 0], [0, 824.3127642361537, 216.39053601857429, 52.586055916082685, 16.922532307763959], [0, 216.39053601857429, 538.8706519691189, 49.605278273428929, 0], [0, 52.586055916082685, 49.605278273428929, 37.97205962713474, 0], [0, 16.922532307763959, 0, 0, 1.630744511477973]]
1 	[-18.48258181175556, -2.0637218288885464, -14.825224920525901, 7.758010391173073, -17.12488479267089] 	[[383.33676946935816, 12.159327191018262, 0, 0, 231.80195971182121], [12.159327191018262, 3.8244095634441058, 0, 0, 0], [0, 0, 276.90360652589794, 0, 95.507654441107263], [0, 0, 0, 94.71433509856016, 0], [231.80195971182121, 0, 95.507654441107263, 0, 438.33818580005743]]
2 	[-14.605496433448371, 17.285102470278233, 19.119145597079097, 18.804519970288695, 5.190133618535004] 	[[93.39485354895639, 0, 0, 82.44885882409524, 0], [0, 259.29297206614484, 0, 0, 32.929509747592029], [0, 0, 317.78422515206233, 192.0326714393787, 51.04760794766603], [82.44885882409524, 0, 192.0326714393787, 487.35017940964707, 0], [0, 32.929509747592029, 51.04760794766603, 0, 27.627725235060602]]
3 	[14.834083904043737, 8.743373171844787, 20.241340880463746, 0.6963959476468666, 13.478734978367157] 	[[193.8066782423048, 0, 159.95536430810427, 0, 0], [0, 61.97749786728384, 85.605695339499789, 2.9223359926498604, 0], [159.95536430810427, 85.605695339499789, 426.64619233067754, 6.2207785169848213, 73.350131300429737], [0, 2.9223359926498604, 6.2207785169848213, 0.8914695382059343, 4.6863177225792052], [0, 0, 73.350131300429737, 4.6863177225792052, 122.04043886078117]]
4 	[-12.548037398277339, 19.385464078925644, -4.4834194119542055, 17.190439962455862, 18.484849576266733] 	[[110.60662776607762, 84.159827220550326, 0, 0, 0], [84.159827220550326, 314.10366049160734, 0, 0, 0], [0, 0, 11.61271256148755, 27.202010719129778, 20.795229643987309], [0, 0, 27.202010719129778, 449.1026460947239, 0], [0, 0, 20.795229643987309, 0, 183.05433471942152]]
5 	[-5.8380772300558, -16.703791814335737, -20.651688585016217, 2.2325237810967913, -11.494593133378766] 	[[30.76659572304476, 0, 0, 0, 49.006508035456143], [0, 514.0090116140007, 0, 22.51533201735262, 201.7611619221133], [0, 0, 576.4067962632646, 0, 0], [0, 22.51533201735262, 0, 4.861423509175565, 12.269620816515451], [49.006508035456143, 201.7611619221133, 0, 12.269620816515451, 274.1674737546642]]
6 	[-13.140221621640357, -5.637926630594151, 0.956539302028105, 12.577485775567467, -10.93942474611752] 	[[159.62172328719913, 19.520851971514112, 6.2077432361777047, 0, 31.803654983104657], [19.520851971514112, 20.059350964906166, 0, 15.992348228079326, 0], [6.2077432361777047, 0, 0.6826930254256227, 0, 3.3839710580722704], [0, 15.992348228079326, 0, 110.18277728467264, 28.601951483087799], [31.803654983104657, 0, 3.3839710580722704, 28.601951483087799, 62.31426314419039]]
7 	[17.147814548167403, 20.282915983723598, -9.825818033088801, -16.211677198222898, 17.26293982584511] 	[[490.32866048462625, 147.47635308415107, 0, 0, 110.89977191300876], [147.47635308415107, 215.98041074800767, 31.197404788487699, 90.058380956616119, 0], [0, 31.197404788487699, 57.77162870322249, 0, 0], [0, 90.058380956616119, 0, 138.01219759230824, 43.520150833547611], [110.89977191300876, 0, 0, 43.520150833547611, 124.37707391856408]]
8 	[10.131974196193106, 0.5569106096072609, -4.623155828620217, 16.189677629224178, 6.171050301670828] 	[[217.0277303529866, 3.0999268696270379, 0, 0, 0], [3.0999268696270379, 0.15039168651313392, 0, 0, 1.4160556546902447], [0, 0, 15.31475741455708, 0, 10.702600440599204], [0, 0, 0, 337.6737141440334, 0], [0, 1.4160556546902447, 10.702600440599204, 0, 38.932975723599846]]
9 	[-6.381532423287791, 19.339588961054062, -0.5166417994213504, 7.975782936387205, -16.210441790476292] 	[[48.69529008202142, 0, 0, 0, 0], [0, 222.21759004755975, 0, 0, 0], [0, 0, 0.5310203236160659, 0, 0], [0, 0, 0, 121.14721766678969, 0], [0, 0, 0, 0, 163.76799917169643]]
10 	[0.9753953235797859, -19.343025144768006, 8.311004767346827, -18.061851592247393, -10.234469842595294] 	[[1.4583509652870763, 0, 0, 11.784148483659902, 0], [0, 588.282157484412, 84.162135357176155, 265.75517951339253, 0], [0, 84.162135357176155, 85.82117612782197, 55.357680093399985, 38.391434223083444], [11.784148483659902, 265.75517951339253, 55.357680093399985, 545.5952121547954, 0], [0, 0, 38.391434223083444, 0, 61.58169985043015]]
11 	[-1.015567504797449, -12.378528026350038, -9.138433894191207, -20.058514583400168, -5.05224011901208] 	[[1.6430776706582286, 0, 4.0039598121382349, 0, 0], [0, 173.88273858371363, 0, 106.20771330695291, 23.444144046607516], [4.0039598121382349, 0, 127.33310814159266, 0, 0], [0, 106.20771330695291, 0, 835.8813700279867, 0], [0, 23.444144046607516, 0, 0, 20.28203913320254]]
