TypeID 	Mean Vector 	Cov Matrix
0 	[-15.297191865847797, -14.151928910918517, -14.68865555706429, 3.83004478907014, -6.91082778317449] 	[[671.4688890093388, 0, 0, 0, 0], [0, 3017.359068317892, 0, 0, 0], [0, 0, 1774.4282279926535, 0, 0], [0, 0, 0, 299.38840051128903, 0], [0, 0, 0, 0, 1132.266663188899]]
1 	[-14.259602202846864, -14.525948257188386, -9.678340248788539, 14.058450220896788, 20.363754236024846] 	[[3404.99532726589, 0, 0, 0, 0], [0, 2468.3538687970554, 0, 0, 0], [0, 0, 1769.0563603068078, 0, 0], [0, 0, 0, 2956.857963782468, 0], [0, 0, 0, 0, 2832.942137906265]]
2 	[-8.576474254548316, 13.352898102666991, 9.225397677489823, -16.80424558133661, -4.777563332597456] 	[[1561.1674005935513, 0, 0, 0, 0], [0, 2469.189290632943, 0, 0, 0], [0, 0, 382.32350198558646, 0, 0], [0, 0, 0, 1958.4148300494408, 0], [0, 0, 0, 0, 394.6112447113539]]
3 	[-8.445602051148228, -16.321177648574483, -17.704510022492297, -19.578179187213866, -12.679699392916513] 	[[1383.9663796298235, 0, 0, 0, 0], [0, 2785.6676525742378, 0, 0, 0], [0, 0, 3802.11976356929, 0, 0], [0, 0, 0, 2034.2424866923304, 0], [0, 0, 0, 0, 1318.986648977108]]
4 	[-10.467052881731, -5.333979307562256, -0.4158592503116587, -9.48577711528851, -15.1556865645349] 	[[1624.2521187388143, 0, 0, 0, 0], [0, 435.2343403776106, 0, 0, 0], [0, 0, 1.4432188595531938, 0, 0], [0, 0, 0, 1709.3627788383765, 0], [0, 0, 0, 0, 1274.1784372219383]]
5 	[7.768254199918239, 9.677283206099588, 18.812206577835155, 11.745029432684802, 1.5851303968160515] 	[[786.9919740683349, 0, 0, 0, 0], [0, 389.53294784164456, 0, 0, 0], [0, 0, 2797.1682410932794, 0, 0], [0, 0, 0, 606.7894466203505, 0], [0, 0, 0, 0, 29.575272765402705]]
6 	[-3.936551645009434, 17.980460131033126, -0.7968924227409744, -8.623464686746951, -0.8030573173966076] 	[[105.74230005375337, 0, 0, 0, 0], [0, 5326.774131098061, 0, 0, 0], [0, 0, 10.45899046135274, 0, 0], [0, 0, 0, 1519.5390376773487, 0], [0, 0, 0, 0, 11.101011339230057]]
7 	[17.713626297383712, 14.777219947041978, 15.754624669086475, 16.121359013026627, -12.56085015713198] 	[[6183.214956848572, 0, 0, 0, 0], [0, 3407.012431403851, 0, 0, 0], [0, 0, 1897.5776290105755, 0, 0], [0, 0, 0, 2070.6252895936086, 0], [0, 0, 0, 0, 1049.3296885924315]]
8 	[-3.7511897739357067, 14.151172006050807, -8.704898009351965, 2.4364803067287433, -12.669315282874061] 	[[181.0999177660462, 0, 0, 0, 0], [0, 951.4656594780296, 0, 0, 0], [0, 0, 631.8290203082868, 0, 0], [0, 0, 0, 45.30690212970386, 0], [0, 0, 0, 0, 3956.4670360154023]]
9 	[11.307593963135915, 2.545288429851471, -12.732844385361851, -17.980736589274834, -16.716533531958106] 	[[1422.2943830650033, 0, 0, 0, 0], [0, 44.725604613514435, 0, 0, 0], [0, 0, 1296.4508839624293, 0, 0], [0, 0, 0, 1612.4972066814232, 0], [0, 0, 0, 0, 863.0415737859646]]
10 	[-16.98403647063784, -3.9729903181371107, 11.702118262784836, 15.645377469636756, -18.522430090942713] 	[[1031.6211270804795, 0, 0, 0, 0], [0, 197.19046063274442, 0, 0, 0], [0, 0, 794.1850810376675, 0, 0], [0, 0, 0, 4490.070694342355, 0], [0, 0, 0, 0, 3775.0820073307937]]
11 	[-8.721124518366082, -9.358085899422493, -3.588089442915109, -9.450221136108869, -11.169274718912249] 	[[719.2615608139569, 0, 0, 0, 0], [0, 1495.5666702317353, 0, 0, 0], [0, 0, 40.400981434183805, 0, 0], [0, 0, 0, 435.05561009864107, 0], [0, 0, 0, 0, 2072.1901938823617]]
12 	[9.424730895082192, 15.001921085501756, 6.9761785347660705, 10.015061037491417, -15.530553866272982] 	[[591.8251081620132, 0, 0, 0, 0], [0, 2415.90887149167, 0, 0, 0], [0, 0, 526.3140546684082, 0, 0], [0, 0, 0, 1481.9714347828215, 0], [0, 0, 0, 0, 4480.964272522533]]
13 	[17.439714769224572, -16.23046245473939, 13.172404320903972, -7.270576936243302, 4.812253880916455] 	[[1324.5469167351227, 0, 0, 0, 0], [0, 1317.9761854016476, 0, 0, 0], [0, 0, 562.8851814216268, 0, 0], [0, 0, 0, 424.7634793315825, 0], [0, 0, 0, 0, 343.362363692911]]
14 	[-0.14932737683044195, -3.739034577185752, -16.79415389343451, -4.38094017530323, -17.166036359190638] 	[[0.3165145614569687, 0, 0, 0, 0], [0, 124.83023221129856, 0, 0, 0], [0, 0, 6492.937831369099, 0, 0], [0, 0, 0, 464.7927028276545, 0], [0, 0, 0, 0, 827.6312972664234]]
15 	[-11.884766199368366, 18.360147428749066, 3.8835683764810867, -12.946778272218802, -11.21737953191022] 	[[809.5291520239566, 0, 0, 0, 0], [0, 2065.9608270385884, 0, 0, 0], [0, 0, 368.4539829892107, 0, 0], [0, 0, 0, 1974.7508321138052, 0], [0, 0, 0, 0, 2705.345721787923]]
