TypeID 	Mean Vector 	Cov Matrix
0 	[12.335113933600795, -13.824536797309097, 6.206807622529592, 2.2411184338779258, 11.844475837253121] 	[[86.74046517765612, 0, 0, 0, 0], [0, 186.36486786992327, 0, 0, 0], [0, 0, 73.65592823620895, 0, 0], [0, 0, 0, 9.941996318998822, 0], [0, 0, 0, 0, 65.61086876177275]]
1 	[4.406290842517507, -4.4781217096973265, -10.734324909567794, 3.3528984744079615, -1.0754627494524307] 	[[15.222536054858368, 0.83656590432865674, 0, 0, 0.35057391389925524], [0.83656590432865674, 14.735331668634739, 0, 0, 0], [0, 0, 53.15207153308847, 0, 0.038717581972708866], [0, 0, 0, 11.710788897790142, 0], [0.35057391389925524, 0, 0.038717581972708866, 0, 1.2945297057013374]]
2 	[-2.742623021955829, -3.8722359137393028, 6.808500303135336, 16.55430253561913, -7.470553781481707] 	[[3.2174866381344227, 0, 0.71412495981356605, 0, 0], [0, 28.68751701403701, 0, 5.7946947177674462, 0], [0.71412495981356605, 0, 58.64508124743667, 0, 0], [0, 5.7946947177674462, 0, 190.93710395033534, 0], [0, 0, 0, 0, 31.028110438850376]]
3 	[19.651980308270304, 5.036964489337375, -9.987426586004656, 10.216736186187678, -6.262356285144648] 	[[383.20734586498725, 0, 0, 19.802897565828307, 0], [0, 40.92052425286123, 0, 0, 0], [0, 0, 71.71550374429201, 0, 0], [19.802897565828307, 0, 0, 53.96473947437211, 0], [0, 0, 0, 0, 85.98343116844134]]
4 	[9.673655769556618, 12.592040541042408, -16.644326026635774, 11.029745265490696, -17.178200942031946] 	[[88.3910542594254, 0, 0, 11.452066400497523, 3.9647190570707913], [0, 221.61351687890038, 0, 0, 0], [0, 0, 596.114302948736, 0, 0], [11.452066400497523, 0, 0, 256.41810002281096, 37.797457799137554], [3.9647190570707913, 0, 0, 37.797457799137554, 133.88162123490062]]
5 	[3.7086425425463823, 14.520487705738695, 19.657032517238022, 12.206327068305079, 12.223387462251871] 	[[12.00134182677574, 0, 0, 0, 0], [0, 235.39914061361404, 0, 0, 36.108609714168139], [0, 0, 656.2186412394466, 0, 0], [0, 0, 0, 270.8107066717404, 0], [0, 36.108609714168139, 0, 0, 195.8844159717398]]
6 	[-6.629509466226459, 11.194335487242611, -10.587294401631725, -0.8167219199664864, 14.462768215341193] 	[[86.0636086898821, 0, 0, 0, 24.680483536977018], [0, 212.24075127806526, 0, 0, 65.126771189641644], [0, 0, 64.14908161966225, 0, 31.588469609209167], [0, 0, 0, 0.3784155768187949, 0], [24.680483536977018, 65.126771189641644, 31.588469609209167, 0, 396.6433260437502]]
7 	[13.042170819314656, -5.971123191409141, 10.433337903503638, -10.79538575742555, -9.547897406261658] 	[[240.8493814733104, 0, 0, 0, 0], [0, 16.090667319043618, 2.3024240348691789, 2.2897049494932733, 0], [0, 2.3024240348691789, 46.821624952794195, 0, 0], [0, 2.2897049494932733, 0, 129.98794099367325, 0], [0, 0, 0, 0, 111.68354617834355]]
8 	[7.938710212719467, -5.910805204717963, 0.858755721098639, 14.120945525634056, 13.083740762592889] 	[[111.1993449518741, 0, 0, 0, 0], [0, 54.63479991912925, 0, 0, 0], [0, 0, 0.4188262286272179, 0, 0], [0, 0, 0, 294.2171948160213, 24.10501259547507], [0, 0, 0, 24.10501259547507, 178.3208066402335]]
9 	[0.13480947480410777, 18.500110348971553, 4.786388739138342, 13.866173477053358, 13.975042382483608] 	[[0.016778120999708244, 0, 0.19328641910536162, 0, 0], [0, 669.9352339721077, 0, 0, 0], [0.19328641910536162, 0, 41.81874584704842, 0, 0], [0, 0, 0, 111.65325301883901, 0], [0, 0, 0, 0, 165.70429718491144]]
10 	[-14.675330324184811, -17.71633416654666, -14.699358267600623, -15.153888356306691, -20.692434454904667] 	[[246.80963135655932, 0, 0, 0, 0], [0, 688.7908629436158, 9.5974174810329416, 0, 0], [0, 9.5974174810329416, 85.54540526623829, 0, 0], [0, 0, 0, 222.81584044701188, 0], [0, 0, 0, 0, 367.1197118027253]]
11 	[2.8218509391809086, -7.832095696203934, 9.217429725798137, 20.063358642932087, 5.124267851677136] 	[[7.670806472800929, 0, 0, 0, 0.80223556323706169], [0, 101.88086924336521, 0, 0, 0], [0, 0, 89.62350696233291, 0, 0], [0, 0, 0, 899.490522907017, 0], [0.80223556323706169, 0, 0, 0, 11.890694414692472]]
