TypeID 	Mean Vector 	Cov Matrix
0 	[-9.078141740968967, 13.455635817782188, -12.475342438506708, -4.011234494161737, -11.047414681016248] 	[[7.830548012980104, 0.23923792816956438, 0.63064116545520599, 0.078864916625650441, 3.2147210225920109], [0.23923792816956438, 8.875535298346184, 4.1314601328693117, 0.41740402504014368, 0.67478770113429454], [0.63064116545520599, 4.1314601328693117, 40.80388896252006, 0, 0], [0.078864916625650441, 0.41740402504014368, 0, 2.337248141439366, 1.0687421696351422], [3.2147210225920109, 0.67478770113429454, 0, 1.0687421696351422, 26.140434707156974]]
1 	[-9.556960797738597, -12.30207675726446, 10.323074509548292, 18.161670858017096, -19.340762637344863] 	[[3.7804655846369237, 0.82946742884267566, 1.6888267464159465, 2.066601464666495, 1.3382429142829846], [0.82946742884267566, 7.3016281783275545, 0.55102184708517266, 0.60141190284335178, 5.9324902382876648], [1.6888267464159465, 0.55102184708517266, 12.353254886660327, 2.6581847030733736, 0], [2.066601464666495, 0.60141190284335178, 2.6581847030733736, 21.547128819829954, 5.3363376604201829], [1.3382429142829846, 5.9324902382876648, 0, 5.3363376604201829, 88.84563303885126]]
2 	[8.291315886112713, -4.98721329034052, 19.101210236264407, -10.711277049264048, -6.401720549172623] 	[[21.39763124867337, 2.0989220650416773, 2.6061953883975253, 5.6860778725306265, 1.4889961258116187], [2.0989220650416773, 8.824205427956041, 0.82399940163976504, 2.0005541829119355, 1.0633917380455058], [2.6061953883975253, 0.82399940163976504, 47.278843131229834, 9.8249633592195771, 1.4715775132920039], [5.6860778725306265, 2.0005541829119355, 9.8249633592195771, 36.16079897106491, 2.4313060137317497], [1.4889961258116187, 1.0633917380455058, 1.4715775132920039, 2.4313060137317497, 6.340566548849316]]
3 	[-17.813290622488235, 3.599586972137203, -15.770132472121192, 5.18609544791833, 20.628830083617444] 	[[16.67437133233652, 0.83419442868202498, 2.7434155771156399, 0, 5.7875889200543336], [0.83419442868202498, 2.0724499875069244, 1.8726057312867403, 0.57661846025823671, 0.33630006220064496], [2.7434155771156399, 1.8726057312867403, 29.615639834151402, 0.54873487140365862, 2.0567714251685358], [0, 0.57661846025823671, 0.54873487140365862, 3.2814278125248966, 2.4139688082682009], [5.7875889200543336, 0.33630006220064496, 2.0567714251685358, 2.4139688082682009, 40.340593875939916]]
4 	[18.677501778503384, -15.280545077494327, -15.500140416985793, 19.536523516992716, 11.494289099569023] 	[[14.276990383731636, 1.0641314540418416, 0, 10.212550458620694, 3.0286980102764698], [1.0641314540418416, 22.841499749547385, 1.5155733418532016, 0.33104348124475924, 4.1755001263062486], [0, 1.5155733418532016, 27.866379573074617, 14.651159837139575, 0], [10.212550458620694, 0.33104348124475924, 14.651159837139575, 129.18880094561447, 12.884240026077517], [3.0286980102764698, 4.1755001263062486, 0, 12.884240026077517, 22.56777563829582]]
5 	[-18.068981672967816, 17.38976880477533, 9.902164789103232, -7.3884349972425625, 5.279563674207484] 	[[46.632414083033176, 5.7643188587647263, 0.27332663356617432, 2.1606591891507541, 2.4827758988765356], [5.7643188587647263, 25.560215558740236, 2.3065883426120553, 3.247673094650295, 1.2371513380234962], [0.27332663356617432, 2.3065883426120553, 5.255036653194921, 0.44519166628459311, 0.90774856613042865], [2.1606591891507541, 3.247673094650295, 0.44519166628459311, 8.026919642092539, 0.85540811518231374], [2.4827758988765356, 1.2371513380234962, 0.90774856613042865, 0.85540811518231374, 3.158297064316628]]
6 	[2.053171972412674, -11.46522601223228, -2.291770203006397, 13.72530588375492, -7.27762693317467] 	[[0.34588906723347346, 0.066834436832484093, 0.080808858939276612, 0.28707523200352392, 0.1990735695733756], [0.066834436832484093, 28.96022215586544, 0.15682152588767218, 3.0681666756984183, 4.7915729983678172], [0.080808858939276612, 0.15682152588767218, 0.5266189677822666, 0.58661642632625144, 0.63443718247911074], [0.28707523200352392, 3.0681666756984183, 0.58661642632625144, 40.62068013182744, 6.2036589815938115], [0.1990735695733756, 4.7915729983678172, 0.63443718247911074, 6.2036589815938115, 15.942008561385492]]
7 	[19.52353819781395, 2.275040306891974, -19.637311076390297, 9.119920619141194, -7.4806716331728556] 	[[120.19594522162741, 1.5347708182097395, 4.9820866298730211, 5.3664628107408188, 8.0847597398015996], [1.5347708182097395, 1.119804604740915, 1.1016497308144098, 0.3696322522208243, 0.10338897101299857], [4.9820866298730211, 1.1016497308144098, 33.931082529206336, 2.3371276769987634, 0], [5.3664628107408188, 0.3696322522208243, 2.3371276769987634, 7.127873013503372, 0], [8.0847597398015996, 0.10338897101299857, 0, 0, 9.88405641061252]]
8 	[14.720187597228438, 5.147195618370652, -8.399849671089196, 13.03305959920101, 4.592372162891927] 	[[29.44712844653964, 1.0052259217898731, 1.7171516650482805, 7.7607474186746082, 0], [1.0052259217898731, 1.0791786370171361, 0.31460247927132151, 0.43260147238887181, 0.28293091653103547], [1.7171516650482805, 0.31460247927132151, 3.992301731909796, 0, 0.27192944090274351], [7.7607474186746082, 0.43260147238887181, 0, 47.818028803454816, 0.76688058584349572], [0, 0.28293091653103547, 0.27192944090274351, 0.76688058584349572, 6.688664407003763]]
9 	[15.66524909984782, 3.1136576367494015, -1.4947113012059852, 19.158384157226017, -1.4501475731779365] 	[[11.379595632048906, 0, 0.00047184695001633659, 1.6729592325219664, 0], [0, 3.351014580767411, 0.23401798164957904, 0, 0.10622720291632458], [0.00047184695001633659, 0.23401798164957904, 0.36282791347201493, 0.16970903267708259, 0], [1.6729592325219664, 0, 0.16970903267708259, 49.84146417142058, 0.5636649100996004], [0, 0.10622720291632458, 0, 0.5636649100996004, 0.5530020489594957]]
