TypeID 	Mean Vector 	Cov Matrix
0 	[-10.85258483732249, -8.769693529057811, 3.600682204658252, 4.830716395194173, -1.5904090334507828] 	[[16.520785681946716, 2.3815385894209387, 0, 0, 0], [2.3815385894209387, 6.740718819624592, 0.15603550851885997, 0, 0], [0, 0.15603550851885997, 1.694794096096357, 0.85538773527607959, 0], [0, 0, 0.85538773527607959, 7.093172117464908, 0], [0, 0, 0, 0, 0.5940259205299445]]
1 	[-1.2495946656985524, 2.831874421511216, 2.4515608280627106, 3.1548561587546473, 17.928780007721386] 	[[0.48891106954239977, 0.1079636803089397, 0.13732563103081302, 0, 0], [0.1079636803089397, 1.0180170347422905, 0, 0.016480374899272808, 0], [0.13732563103081302, 0, 0.9898732836952459, 0, 1.6670285226272006], [0, 0.016480374899272808, 0, 0.5570180681118663, 0], [0, 0, 1.6670285226272006, 0, 62.21214666109799]]
2 	[-14.827681949363678, 3.1937146039868125, 16.197675271960158, -13.807501140504144, -3.3151959370125255] 	[[11.902563267189695, 0, 0, 0, 0], [0, 1.4577133723780122, 1.1239427544563514, 0, 0], [0, 1.1239427544563514, 30.54757576410301, 0, 0.89506518795294665], [0, 0, 0, 59.65683627327139, 0], [0, 0, 0.89506518795294665, 0, 1.217378464514365]]
3 	[9.672821332930237, -16.373358597385945, -4.20899962589991, -14.47085248128839, 0.5293050775723387] 	[[23.830637409708853, 7.6374826472401285, 0, 0, 0], [7.6374826472401285, 72.41791454491737, 2.0696606896016454, 0, 0], [0, 2.0696606896016454, 2.931078662156007, 0, 0.062438368622678105], [0, 0, 0, 12.582939945816216, 0], [0, 0, 0.062438368622678105, 0, 0.06526036013839297]]
4 	[-13.40927906160529, -3.8271316651682135, 15.389396596835205, 7.120128199899419, -8.43654669441587] 	[[35.053515411208764, 1.4062647437606455, 0, 3.9772399562910059, 0], [1.4062647437606455, 1.317995586651445, 0, 0, 0.84560466156980196], [0, 0, 38.072437367281125, 0, 0.44606677898530739], [3.9772399562910059, 0, 0, 10.048866786253706, 0], [0, 0.84560466156980196, 0.44606677898530739, 0, 14.936948268880883]]
5 	[17.69074213606141, 10.669164537399034, -3.7356522453024894, -11.881701362398658, 17.36248438313904] 	[[88.00032250102569, 0, 0, 0, 3.4417894782027303], [0, 15.605179704610117, 0.3787932939652533, 0, 5.3717152302351545], [0, 0.3787932939652533, 1.864827416901033, 0.34565266605325867, 1.82726673189855], [0, 0, 0.34565266605325867, 28.710858678157393, 0], [3.4417894782027303, 5.3717152302351545, 1.82726673189855, 0, 53.588988302077]]
6 	[-17.375486148210378, -15.599988271451911, 9.307809932870676, 7.88788856738239, 18.36286646955741] 	[[28.001074540018035, 0, 0.95583122854749325, 0, 5.0380576891452167], [0, 82.81322763359694, 3.5783382014377052, 8.3176432602318968, 0], [0.95583122854749325, 3.5783382014377052, 22.262240459239454, 0, 0], [0, 8.3176432602318968, 0, 13.827036744379255, 3.7171941037163116], [5.0380576891452167, 0, 0, 3.7171941037163116, 16.040038852800087]]
7 	[-13.444108080016008, 19.399317353441546, 19.574912293336354, -1.317842718482261, 20.43729135373114] 	[[12.283189541844278, 0, 0, 0, 0], [0, 45.03437912547309, 0, 0, 0], [0, 0, 130.54928094993807, 0, 16.61676836426977], [0, 0, 0, 0.07519835210650994, 0.22540031001763894], [0, 0, 16.61676836426977, 0.22540031001763894, 38.898030093695134]]
8 	[-19.13992797471215, 9.710346767891078, -7.79279858143836, -9.40829248460015, -0.9001095540233841] 	[[91.8405416191134, 0, 0, 0, 0], [0, 6.296713182031267, 0, 0, 0], [0, 0, 3.06954743650709, 0.8615958035763811, 0], [0, 0, 0.8615958035763811, 28.977401001474213, 0], [0, 0, 0, 0, 0.08797894329293063]]
9 	[-9.709657531687565, 2.7685914147370596, 15.306396862409606, 18.38409121131125, 11.45947677421659] 	[[18.031913271724864, 0.12388418205768492, 0, 0, 0], [0.12388418205768492, 0.7779482306860404, 0, 0, 0], [0, 0, 10.983713644562169, 0, 0], [0, 0, 0, 23.281888149927184, 0], [0, 0, 0, 0, 35.43737577938356]]
