TypeID 	Mean Vector 	Cov Matrix
0 	[-14.108904430767227, 0.5544424815030737, -12.363664183004245, 12.943548144079948, 5.467276406382357] 	[[99.18399979107608, 0, 0, 0, 0], [0, 0.2056437960587805, 0, 0, 0], [0, 0, 314.6290174645182, 0, 0], [0, 0, 0, 234.9384613120009, 0], [0, 0, 0, 0, 17.262170075218936]]
1 	[-10.205187530667255, -18.038303805840275, 3.904047595810571, -8.882408266455586, 4.773305574956424] 	[[59.734499581692255, 0, 0, 0, 0], [0, 198.03685901400559, 0, 0, 0], [0, 0, 30.522502754375587, 0, 0], [0, 0, 0, 114.61223535316387, 0], [0, 0, 0, 0, 28.830283488407137]]
2 	[18.88737878660153, 20.880697667563382, 7.07456950370392, -18.505204935076446, -4.814710172657538] 	[[159.03650671892532, 0, 0, 0, 0], [0, 517.7936745105254, 0, 0, 0], [0, 0, 19.156839283539743, 0, 0], [0, 0, 0, 304.16993893046197, 0], [0, 0, 0, 0, 39.209497336476]]
3 	[-11.292093164097844, 13.095486501116703, -14.900468469902181, 18.808411785420795, 2.1026223818062846] 	[[81.67869853091196, 0, 0, 0, 0], [0, 139.8181392409235, 0, 0, 0], [0, 0, 294.08567719812663, 0, 0], [0, 0, 0, 416.2856524148039, 0], [0, 0, 0, 0, 1.837023016901402]]
4 	[10.088997751582554, 5.8423305178518135, -19.3404461000004, -1.0639086595582583, -12.048039352120234] 	[[161.01766077579796, 0, 0, 0, 0], [0, 37.65606818514206, 0, 0, 0], [0, 0, 606.5123556125716, 0, 0], [0, 0, 0, 0.6000859257247327, 0], [0, 0, 0, 0, 121.17308401140632]]
5 	[-8.491929131021086, -15.311263466762226, -8.500532335668337, -4.263644405002811, 20.630525688003857] 	[[50.95459019986879, 0, 0, 0, 0], [0, 436.06672646729834, 0, 0, 0], [0, 0, 70.55009010939682, 0, 0], [0, 0, 0, 25.798549664960927, 0], [0, 0, 0, 0, 745.3210757723566]]
6 	[5.36527046217665, -1.7745317593382772, 1.247989001108408, 20.229817320449314, 1.437389177715854] 	[[26.531516022338337, 0, 0, 0, 0], [0, 3.3908405376150585, 0, 0, 0], [0, 0, 1.7552585371629243, 0, 0], [0, 0, 0, 360.3100460820089, 0], [0, 0, 0, 0, 3.581956322580387]]
7 	[-19.11757033470924, 3.6260857897446144, 9.057472333349374, 14.310430526221808, 18.45596841102148] 	[[407.1486150248143, 0, 0, 0, 0], [0, 26.56935697969666, 0, 0, 0], [0, 0, 40.29319963538514, 0, 0], [0, 0, 0, 131.70690910799985, 0], [0, 0, 0, 0, 569.185449942841]]
8 	[-18.281274930206873, -10.075352774131158, 14.515406647586772, 17.74254912540878, -8.437467674133373] 	[[317.22633400276806, 0, 0, 0, 0], [0, 143.64347539281573, 0, 0, 0], [0, 0, 127.8217087336736, 0, 0], [0, 0, 0, 476.76262288145705, 0], [0, 0, 0, 0, 103.60358954879858]]
9 	[17.229533628922802, 0.25457371116619143, 5.5237130712833675, -16.232302822857754, -5.252489582115679] 	[[188.7729911359185, 0, 0, 0, 0], [0, 0.03262666245092879, 0, 0, 0], [0, 0, 24.49056560075365, 0, 0], [0, 0, 0, 316.6188061275533, 0], [0, 0, 0, 0, 27.63950327021257]]
10 	[3.1133423055318836, 1.6251232323511715, 20.988387647919794, 14.14414404236075, 11.760531099087643] 	[[4.5660498977447554, 0, 0, 0, 0], [0, 3.912662949338191, 0, 0, 0], [0, 0, 764.1808700057635, 0, 0], [0, 0, 0, 227.31689408073683, 0], [0, 0, 0, 0, 103.49208278863777]]
11 	[-11.038806512521294, 20.481152214137907, -2.739440704353612, 1.1557785612142624, -19.72910631878552] 	[[57.86895213920591, 0, 0, 0, 0], [0, 245.4202658417069, 0, 0, 0], [0, 0, 3.371231135134107, 0, 0], [0, 0, 0, 0.609562749056868, 0], [0, 0, 0, 0, 482.8588757917262]]
12 	[10.597679984009563, 5.895723574389294, -5.3068153843982415, -0.4332517789718153, -3.2120869428950627] 	[[196.79466925147057, 0, 0, 0, 0], [0, 30.11705204537955, 0, 0, 0], [0, 0, 50.462977964694666, 0, 0], [0, 0, 0, 0.4087794420962056, 0], [0, 0, 0, 0, 8.22515318102662]]
13 	[15.067986503986305, -1.737839857408936, 1.7095046960626554, 15.231309158534671, -14.819361316038384] 	[[114.55585644172118, 0, 0, 0, 0], [0, 4.255269568446657, 0, 0, 0], [0, 0, 3.8286238106397272, 0, 0], [0, 0, 0, 197.13092811259176, 0], [0, 0, 0, 0, 186.44086648743834]]
14 	[-19.40905359462715, -3.3007764131620014, -17.575897183299904, 5.756215681885056, -6.915049700882463] 	[[509.024517580057, 0, 0, 0, 0], [0, 6.2732385907457076, 0, 0, 0], [0, 0, 565.9538883392837, 0, 0], [0, 0, 0, 29.003770992230077, 0], [0, 0, 0, 0, 79.25925075995558]]
15 	[6.450467765548879, -5.412716477514387, 13.473599235814604, 11.466042776810689, 13.341986694419099] 	[[61.138530866122856, 0, 0, 0, 0], [0, 13.59205445237007, 0, 0, 0], [0, 0, 277.74479237808555, 0, 0], [0, 0, 0, 280.91329259391244, 0], [0, 0, 0, 0, 117.13784352843025]]
