TypeID 	Mean Vector 	Cov Matrix
0 	[20.727969419673705, 8.198619944670877, 1.9588213022925984, 15.589688841925614, 5.960998543407413] 	[[694.3939487327664, 310.30023284487373, 0, 0, 0], [310.30023284487373, 141.96036128502038, 0, 0, 0], [0, 0, 8.529907331333245, 29.432371080789203, 0], [0, 0, 29.432371080789203, 139.64354277725226, 0], [0, 0, 0, 0, 21.253800688150164]]
1 	[9.519401334850283, 15.258347507041286, -1.0045037572554776, -12.026433265606574, 3.9902085657452275] 	[[99.06267366402446, 0, 0, 0, 0], [0, 104.6447840836614, 0, 0, 0], [0, 0, 1.1007239539425282, 7.2654669027187175, 3.7007808416081289], [0, 0, 7.2654669027187175, 131.23369610687928, 36.08802639896129], [0, 0, 3.7007808416081289, 36.08802639896129, 17.589577900834094]]
2 	[1.6152230686377465, 6.394123714727392, -3.4775728280785643, 11.239426301002197, 8.527655980232083] 	[[1.5728045111908744, 0, 0, 0, 5.6660801506950369], [0, 33.33897889613726, 0, 0, 0], [0, 0, 4.418097104616885, 0, 0], [0, 0, 0, 283.67080837149456, 0], [5.6660801506950369, 0, 0, 0, 26.225536092480635]]
3 	[17.285728031368826, 1.0166980206656717, -20.43286990553074, -8.983289880752139, -10.566396922838186] 	[[365.74574308367573, 12.74353356337215, 253.12031943220097, 150.57407013501663, 166.14049930377274], [12.74353356337215, 0.6766018386492235, 13.722258459756357, 5.8684935494722108, 8.9476942158472035], [253.12031943220097, 13.722258459756357, 470.99990623084517, 179.28190656464858, 253.98688219342125], [150.57407013501663, 5.8684935494722108, 179.28190656464858, 133.94089217387025, 128.37365279999389], [166.14049930377274, 8.9476942158472035, 253.98688219342125, 128.37365279999389, 165.28378226287694]]
4 	[16.417634195912868, 19.235287838072438, 7.958134628590834, -1.809995814288829, -11.961453017393039] 	[[189.15766048586264, 0, 0, 0, 0], [0, 342.6089234043489, 85.591656737804442, 0, 0], [0, 85.591656737804442, 35.37556276085487, 0, 0], [0, 0, 0, 3.9147427941569295, 10.292505237505093], [0, 0, 0, 10.292505237505093, 52.230226985777534]]
5 	[-17.784038597925793, 16.74990427373193, 17.116006496191048, -3.639507475865031, -12.956044065455488] 	[[222.51884095030428, 204.18623199426062, 0, 0, 0], [204.18623199426062, 284.10662009363807, 0, 0, 0], [0, 0, 456.4673037567938, 85.647922873013925, 272.69842960989831], [0, 0, 85.647922873013925, 24.523242176694648, 52.674854632050646], [0, 0, 272.69842960989831, 52.674854632050646, 174.3487963082646]]
6 	[-4.841426907385912, -16.096308925839818, 14.75818415458457, 2.1601847813337045, -9.473780468179546] 	[[29.839485526907268, 0, 0, 0, 0], [0, 322.6632107291476, 0, 0, 129.48708506159164], [0, 0, 81.09377314111673, 0, 0], [0, 0, 0, 4.491500308272575, 0], [0, 129.48708506159164, 0, 0, 103.05795959889149]]
7 	[7.853899614070123, -8.844038044838376, 8.648183544209175, -16.887411494647594, -20.56791263673201] 	[[51.11635902731956, 33.491586053614888, 38.609359705561985, 74.459556349814335, 154.72354413527879], [33.491586053614888, 35.16753763370723, 32.812434039384613, 49.398955614328834, 155.79923298215894], [38.609359705561985, 32.812434039384613, 48.72395046948391, 59.54115987246125, 174.69806190253459], [74.459556349814335, 49.398955614328834, 59.54115987246125, 187.6020792362198, 281.09393624572812], [154.72354413527879, 155.79923298215894, 174.69806190253459, 281.09393624572812, 866.5001847343664]]
8 	[-8.511237774281918, -14.419594711376352, -0.7780399414958161, 8.05050057000081, 18.93972320487738] 	[[113.60306248556083, 0, 0, 61.869920601635314, 144.02386416571423], [0, 215.95882793256285, 9.4591727932931029, 0, 0], [0, 9.4591727932931029, 0.6360000470618221, 0, 0], [61.869920601635314, 0, 0, 60.09063730219422, 0], [144.02386416571423, 0, 0, 0, 456.43003724202117]]
9 	[-10.8849481593416, -5.264833735452733, -19.9419165967793, -16.51315357599671, 17.32040258182039] 	[[122.77917777420315, 52.180841498078266, 174.3495048700494, 0, 128.95921627852934], [52.180841498078266, 44.01579498748424, 0, 0, 60.616034732539042], [174.3495048700494, 0, 642.3541620563544, 0, 226.17567935550881], [0, 0, 0, 358.01536255491027, 0], [128.95921627852934, 60.616034732539042, 226.17567935550881, 0, 212.22370788407613]]
