TypeID 	Mean Vector 	Cov Matrix
0 	[15.86613363158996, -15.942935171981258, -12.504151207876614, -16.307663623197186, 9.50355303666488] 	[[16.7275262615802, 0, 0, 0, 0], [0, 28.976522401799706, 0, 0, 0], [0, 0, 23.559836432544962, 0, 0], [0, 0, 0, 74.9551578670235, 48.426663634943694], [0, 0, 0, 48.426663634943694, 32.41424344149406]]
1 	[0.23337187269962456, 13.651636625405935, 1.6064347708558415, -3.943245644063307, -9.208109435929073] 	[[0.005972840496351535, 0, 0, 0.17581061420306662, 0], [0, 37.98671770862569, 0, 0, 0], [0, 0, 0.4821753310183267, 0, 0], [0.17581061420306662, 0, 0, 5.248299089997103, 0], [0, 0, 0, 0, 6.252000809669655]]
2 	[10.790246255348578, 5.6622237654054395, -3.414297752898438, 14.511347232420086, 1.6702796319450393] 	[[8.508201533172192, 0, 3.7830003348537828, 0, 0], [0, 2.04957550263579, 0, 0, 0], [3.7830003348537828, 0, 1.9894012022024636, 0, 0], [0, 0, 0, 44.245121183184395, 3.9072062286578695], [0, 0, 0, 3.9072062286578695, 0.5575070986170112]]
3 	[7.291752951124813, -20.675202266073175, 11.683672767566378, -10.864042173706999, -20.285237916887947] 	[[4.043651168978481, 0, 7.9048284739246775, 0, 0], [0, 77.94659807981446, 0, 39.089403413390151, 0], [7.9048284739246775, 0, 28.12509390624682, 0, 0], [0, 39.089403413390151, 0, 34.99731388055438, 0], [0, 0, 0, 0, 40.47747287610108]]
4 	[9.320912166025462, -14.207052356760531, -7.768755590741534, 20.811857251279463, 13.406911334258744] 	[[8.064050730295415, 0, 0, 0, 15.024682545665636], [0, 44.877835402214835, 0, 0, 30.019456808094297], [0, 0, 7.808991981092835, 0, 0], [0, 0, 0, 106.59917200301125, 0], [15.024682545665636, 30.019456808094297, 0, 0, 53.15225657916478]]
5 	[-12.267764808807147, 8.490895552874797, 14.669680816782154, -7.920576874057476, -13.649081165129772] 	[[7.214856125618038, 0, 0, 0, 0], [0, 25.639591271972733, 0, 0, 0], [0, 0, 57.76643343513172, 0, 0], [0, 0, 0, 4.646259012707956, 13.237688369336066], [0, 0, 0, 13.237688369336066, 64.4267450411012]]
6 	[19.382617879728585, 17.837443521702518, 20.660847715057926, -3.4214255114869694, 13.091091042844091] 	[[110.97835851126706, 0, 0, 0, 0], [0, 53.74670350698249, 0, 0, 23.873873807155586], [0, 0, 33.35660852832344, 8.1967182665528799, 0], [0, 0, 8.1967182665528799, 3.940212349636478, 0], [0, 23.873873807155586, 0, 0, 13.864218515815615]]
7 	[-14.33527024396655, -0.2739152862099239, -8.631253862891146, -4.326347369399542, -6.035435835667993] 	[[38.955707546356834, 0.83456306203802177, 18.860815196733302, 0, 7.0608512400845136], [0.83456306203802177, 0.025102016070259886, 0.54220932227320273, 0, 0.18674883178497986], [18.860815196733302, 0.54220932227320273, 22.890679960504823, 0, 3.8268479864104004], [0, 0, 0, 5.286758602831724, 0], [7.0608512400845136, 0.18674883178497986, 3.8268479864104004, 0, 1.5741885672956466]]
8 	[-9.232351166573954, 17.186049600814535, 6.774295810938863, -13.172054158761046, -9.267584294150362] 	[[6.322450901238248, 0, 7.8161242061555267, 0, 0], [0, 56.080466427385275, 0, 0, 29.052142906965628], [7.8161242061555267, 0, 15.745755640754897, 0, 0], [0, 0, 0, 11.969560610415625, 0], [0, 29.052142906965628, 0, 0, 29.096589465057505]]
9 	[-11.4539751220447, 18.192434804570823, 2.7120891455518326, 8.776143060962799, 4.05051591407128] 	[[6.887331036717512, 0, 0, 0, 4.9484154104093019], [0, 99.28541521284221, 0, 0, 0], [0, 0, 0.9253198684263865, 0, 0], [0, 0, 0, 6.34128422496459, 0], [4.9484154104093019, 0, 0, 0, 3.8481845138379183]]
